pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
80.500, 4.05445851e-01, 5.44696591e-05, 2.56451522e+03
81.500, 4.10169087e-01, 5.49001174e-05, 2.55791083e+03
82.500, 4.14792835e-01, 5.53241285e-05, 2.55151958e+03
83.500, 4.19319404e-01, 5.57417894e-05, 2.54533337e+03
84.500, 4.23751183e-01, 5.61532097e-05, 2.53934430e+03
85.500, 4.28090612e-01, 5.65585089e-05, 2.53354472e+03
86.500, 4.32340168e-01, 5.69578145e-05, 2.52792723e+03
87.500, 4.36502339e-01, 5.73512599e-05, 2.52248470e+03
88.500, 4.40579608e-01, 5.77389826e-05, 2.51721025e+03
89.500, 4.44574445e-01, 5.81211234e-05, 2.51209729e+03
90.500, 4.48489290e-01, 5.84978242e-05, 2.50713948e+03
91.500, 4.52326546e-01, 5.88692278e-05, 2.50233075e+03
92.500, 4.56088571e-01, 5.92354768e-05, 2.49766529e+03
93.500, 4.59777673e-01, 5.95967124e-05, 2.49313753e+03
94.500, 4.63396106e-01, 5.99530746e-05, 2.48874218e+03
95.500, 4.66946064e-01, 6.03047010e-05, 2.48447414e+03
96.500, 4.70429682e-01, 6.06517271e-05, 2.48032858e+03
97.500, 4.73849031e-01, 6.09942854e-05, 2.47630086e+03
98.500, 4.77206122e-01, 6.13325055e-05, 2.47238657e+03
99.500, 4.80502902e-01, 6.16665139e-05, 2.46858150e+03
