pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
.005, 1.35424798e-05, 2.96547527e-05, 3.54719464e+03
.015, 4.06301266e-05, 2.96549917e-05, 3.54709676e+03
.025, 6.77213598e-05, 2.96552311e-05, 3.54699886e+03
.035, 9.48161756e-05, 2.96554709e-05, 3.54690095e+03
.045, 1.21914583e-04, 2.96557111e-05, 3.54680303e+03
.055, 1.49016568e-04, 2.96559517e-05, 3.54670511e+03
.065, 1.76122141e-04, 2.96561926e-05, 3.54660717e+03
.075, 2.03231325e-04, 2.96564339e-05, 3.54650923e+03
.085, 2.30344080e-04, 2.96566756e-05, 3.54641127e+03
.095, 2.57460427e-04, 2.96569177e-05, 3.54631331e+03
.105, 2.84580368e-04, 2.96571602e-05, 3.54621533e+03
.115, 3.11703924e-04, 2.96574030e-05, 3.54611735e+03
.125, 3.38831056e-04, 2.96576463e-05, 3.54601935e+03
.135, 3.65961805e-04, 2.96578899e-05, 3.54592135e+03
.145, 3.93096113e-04, 2.96581339e-05, 3.54582333e+03
.155, 4.20234061e-04, 2.96583782e-05, 3.54572531e+03
.165, 4.47375610e-04, 2.96586230e-05, 3.54562728e+03
.175, 4.74520720e-04, 2.96588681e-05, 3.54552924e+03
.185, 5.01669475e-04, 2.96591137e-05, 3.54543118e+03
.195, 5.28821794e-04, 2.96593596e-05, 3.54533312e+03
.205, 5.55977759e-04, 2.96596059e-05, 3.54523505e+03
.215, 5.83137332e-04, 2.96598525e-05, 3.54513697e+03
.225, 6.10300472e-04, 2.96600996e-05, 3.54503888e+03
.235, 6.37467262e-04, 2.96603470e-05, 3.54494078e+03
.245, 6.64637663e-04, 2.96605949e-05, 3.54484267e+03
.255, 6.91811636e-04, 2.96608431e-05, 3.54474455e+03
.265, 7.18989222e-04, 2.96610916e-05, 3.54464642e+03
.275, 7.46170504e-04, 2.96613406e-05, 3.54454827e+03
.285, 7.73355320e-04, 2.96615900e-05, 3.54445013e+03
.295, 8.00543753e-04, 2.96618397e-05, 3.54435197e+03
.305, 8.27735886e-04, 2.96620898e-05, 3.54425380e+03
.315, 8.54931557e-04, 2.96623403e-05, 3.54415562e+03
.325, 8.82130849e-04, 2.96625912e-05, 3.54405743e+03
.335, 9.09333844e-04, 2.96628425e-05, 3.54395923e+03
.345, 9.36540381e-04, 2.96630942e-05, 3.54386102e+03
.355, 9.63750542e-04, 2.96633462e-05, 3.54376280e+03
.365, 9.90964410e-04, 2.96635986e-05, 3.54366458e+03
.375, 1.01818182e-03, 2.96638514e-05, 3.54356634e+03
.385, 1.04540287e-03, 2.96641046e-05, 3.54346809e+03
.395, 1.07262762e-03, 2.96643582e-05, 3.54336983e+03
.405, 1.09985592e-03, 2.96646122e-05, 3.54327157e+03
.415, 1.12708785e-03, 2.96648665e-05, 3.54317329e+03
.425, 1.15432350e-03, 2.96651213e-05, 3.54307500e+03
.435, 1.18156270e-03, 2.96653764e-05, 3.54297670e+03
.445, 1.20880554e-03, 2.96656319e-05, 3.54287840e+03
.455, 1.23605209e-03, 2.96658878e-05, 3.54278008e+03
.465, 1.26330221e-03, 2.96661440e-05, 3.54268175e+03
.475, 1.29055596e-03, 2.96664007e-05, 3.54258342e+03
.485, 1.31781343e-03, 2.96666577e-05, 3.54248507e+03
.495, 1.34507446e-03, 2.96669152e-05, 3.54238672e+03
.505, 1.37233914e-03, 2.96671730e-05, 3.54228835e+03
.515, 1.39960746e-03, 2.96674312e-05, 3.54218997e+03
.525, 1.42687943e-03, 2.96676897e-05, 3.54209159e+03
.535, 1.45415520e-03, 2.96679487e-05, 3.54199319e+03
.545, 1.48143446e-03, 2.96682081e-05, 3.54189479e+03
.555, 1.50871737e-03, 2.96684678e-05, 3.54179637e+03
.565, 1.53600394e-03, 2.96687279e-05, 3.54169795e+03
.575, 1.56329415e-03, 2.96689884e-05, 3.54159951e+03
.585, 1.59058801e-03, 2.96692493e-05, 3.54150107e+03
.595, 1.61788570e-03, 2.96695106e-05, 3.54140261e+03
.605, 1.64518687e-03, 2.96697723e-05, 3.54130414e+03
.615, 1.67249171e-03, 2.96700344e-05, 3.54120567e+03
.625, 1.69980020e-03, 2.96702968e-05, 3.54110718e+03
.635, 1.72711235e-03, 2.96705596e-05, 3.54100869e+03
.645, 1.75442816e-03, 2.96708228e-05, 3.54091018e+03
.655, 1.78174763e-03, 2.96710865e-05, 3.54081167e+03
.665, 1.80907093e-03, 2.96713504e-05, 3.54071314e+03
.675, 1.83639773e-03, 2.96716148e-05, 3.54061461e+03
.685, 1.86372819e-03, 2.96718796e-05, 3.54051606e+03
.695, 1.89106233e-03, 2.96721447e-05, 3.54041751e+03
.705, 1.91840013e-03, 2.96724103e-05, 3.54031894e+03
.715, 1.94574160e-03, 2.96726762e-05, 3.54022037e+03
.725, 1.97308690e-03, 2.96729425e-05, 3.54012178e+03
.735, 2.00043571e-03, 2.96732092e-05, 3.54002319e+03
.745, 2.02778820e-03, 2.96734763e-05, 3.53992458e+03
.755, 2.05514436e-03, 2.96737438e-05, 3.53982597e+03
.765, 2.08250420e-03, 2.96740116e-05, 3.53972734e+03
.775, 2.10986771e-03, 2.96742799e-05, 3.53962871e+03
.785, 2.13723506e-03, 2.96745485e-05, 3.53953006e+03
.795, 2.16460594e-03, 2.96748176e-05, 3.53943141e+03
.805, 2.19198049e-03, 2.96750870e-05, 3.53933274e+03
.815, 2.21935872e-03, 2.96753568e-05, 3.53923407e+03
.825, 2.24674064e-03, 2.96756270e-05, 3.53913538e+03
.835, 2.27412624e-03, 2.96758975e-05, 3.53903668e+03
.845, 2.30151569e-03, 2.96761685e-05, 3.53893798e+03
.855, 2.32890867e-03, 2.96764399e-05, 3.53883926e+03
.865, 2.35630533e-03, 2.96767116e-05, 3.53874054e+03
.875, 2.38370568e-03, 2.96769838e-05, 3.53864180e+03
.885, 2.41110973e-03, 2.96772563e-05, 3.53854305e+03
.895, 2.43851746e-03, 2.96775292e-05, 3.53844430e+03
.905, 2.46592889e-03, 2.96778025e-05, 3.53834553e+03
.915, 2.49334418e-03, 2.96780762e-05, 3.53824675e+03
.925, 2.52076300e-03, 2.96783503e-05, 3.53814797e+03
.935, 2.54818552e-03, 2.96786247e-05, 3.53804917e+03
.945, 2.57561174e-03, 2.96788996e-05, 3.53795036e+03
.955, 2.60304166e-03, 2.96791748e-05, 3.53785155e+03
.965, 2.63047527e-03, 2.96794505e-05, 3.53775272e+03
.975, 2.65791276e-03, 2.96797265e-05, 3.53765388e+03
.985, 2.68535378e-03, 2.96800029e-05, 3.53755503e+03
.995, 2.71279851e-03, 2.96802797e-05, 3.53745618e+03
1.005, 2.74024695e-03, 2.96805569e-05, 3.53735731e+03
1.015, 2.76769909e-03, 2.96808345e-05, 3.53725843e+03
1.025, 2.79515494e-03, 2.96811125e-05, 3.53715954e+03
1.035, 2.82261451e-03, 2.96813908e-05, 3.53706064e+03
1.045, 2.85007778e-03, 2.96816696e-05, 3.53696174e+03
1.055, 2.87754477e-03, 2.96819487e-05, 3.53686282e+03
1.065, 2.90501579e-03, 2.96822283e-05, 3.53676389e+03
1.075, 2.93249021e-03, 2.96825082e-05, 3.53666495e+03
1.085, 2.95996834e-03, 2.96827885e-05, 3.53656600e+03
1.095, 2.98745019e-03, 2.96830692e-05, 3.53646704e+03
1.105, 3.01493576e-03, 2.96833503e-05, 3.53636807e+03
1.115, 3.04242505e-03, 2.96836318e-05, 3.53626909e+03
1.125, 3.06991807e-03, 2.96839137e-05, 3.53617010e+03
1.135, 3.09741480e-03, 2.96841960e-05, 3.53607110e+03
1.145, 3.12491526e-03, 2.96844786e-05, 3.53597208e+03
1.155, 3.15241945e-03, 2.96847617e-05, 3.53587306e+03
1.165, 3.17992736e-03, 2.96850452e-05, 3.53577403e+03
1.175, 3.20743900e-03, 2.96853290e-05, 3.53567499e+03
1.185, 3.23495437e-03, 2.96856132e-05, 3.53557594e+03
1.195, 3.26247380e-03, 2.96858978e-05, 3.53547687e+03
1.205, 3.28999663e-03, 2.96861829e-05, 3.53537780e+03
1.215, 3.31752320e-03, 2.96864683e-05, 3.53527872e+03
1.225, 3.34505350e-03, 2.96867541e-05, 3.53517962e+03
1.235, 3.37258753e-03, 2.96870403e-05, 3.53508052e+03
1.245, 3.40012531e-03, 2.96873268e-05, 3.53498141e+03
1.255, 3.42766682e-03, 2.96876138e-05, 3.53488228e+03
1.265, 3.45521207e-03, 2.96879012e-05, 3.53478315e+03
1.275, 3.48276107e-03, 2.96881889e-05, 3.53468400e+03
1.285, 3.51031380e-03, 2.96884771e-05, 3.53458485e+03
1.295, 3.53787029e-03, 2.96887656e-05, 3.53448568e+03
1.305, 3.56543051e-03, 2.96890546e-05, 3.53438651e+03
1.315, 3.59299481e-03, 2.96893439e-05, 3.53428732e+03
1.325, 3.62056253e-03, 2.96896336e-05, 3.53418812e+03
1.335, 3.64813400e-03, 2.96899237e-05, 3.53408891e+03
1.345, 3.67570922e-03, 2.96902142e-05, 3.53398970e+03
1.355, 3.70328819e-03, 2.96905051e-05, 3.53389047e+03
1.365, 3.73087091e-03, 2.96907964e-05, 3.53379123e+03
1.375, 3.75845739e-03, 2.96910881e-05, 3.53369198e+03
1.385, 3.78604762e-03, 2.96913802e-05, 3.53359272e+03
1.395, 3.81364161e-03, 2.96916727e-05, 3.53349345e+03
1.405, 3.84123936e-03, 2.96919656e-05, 3.53339417e+03
1.415, 3.86884087e-03, 2.96922588e-05, 3.53329488e+03
1.425, 3.89644614e-03, 2.96925525e-05, 3.53319558e+03
1.435, 3.92405517e-03, 2.96928465e-05, 3.53309627e+03
1.445, 3.95166829e-03, 2.96931410e-05, 3.53299695e+03
1.455, 3.97928485e-03, 2.96934358e-05, 3.53289762e+03
1.465, 4.00690518e-03, 2.96937310e-05, 3.53279827e+03
1.475, 4.03452927e-03, 2.96940267e-05, 3.53269892e+03
1.485, 4.06215713e-03, 2.96943227e-05, 3.53259956e+03
1.495, 4.08978876e-03, 2.96946191e-05, 3.53250018e+03
1.505, 4.11742417e-03, 2.96949159e-05, 3.53240080e+03
1.515, 4.14506334e-03, 2.96952131e-05, 3.53230140e+03
1.525, 4.17270629e-03, 2.96955107e-05, 3.53220200e+03
1.535, 4.20035302e-03, 2.96958087e-05, 3.53210258e+03
1.545, 4.22800352e-03, 2.96961071e-05, 3.53200316e+03
1.555, 4.25565780e-03, 2.96964059e-05, 3.53190372e+03
1.565, 4.28331618e-03, 2.96967051e-05, 3.53180427e+03
1.575, 4.31097802e-03, 2.96970047e-05, 3.53170481e+03
1.585, 4.33864364e-03, 2.96973046e-05, 3.53160535e+03
1.595, 4.36631305e-03, 2.96976050e-05, 3.53150587e+03
1.605, 4.39398624e-03, 2.96979058e-05, 3.53140638e+03
1.615, 4.42166321e-03, 2.96982069e-05, 3.53130688e+03
1.625, 4.44934397e-03, 2.96985085e-05, 3.53120737e+03
1.635, 4.47702852e-03, 2.96988104e-05, 3.53110785e+03
1.645, 4.50471686e-03, 2.96991128e-05, 3.53100832e+03
1.655, 4.53240899e-03, 2.96994155e-05, 3.53090877e+03
1.665, 4.56010492e-03, 2.96997187e-05, 3.53080922e+03
1.675, 4.58780463e-03, 2.97000222e-05, 3.53070966e+03
1.685, 4.61550815e-03, 2.97003261e-05, 3.53061009e+03
1.695, 4.64321579e-03, 2.97006305e-05, 3.53051050e+03
1.705, 4.67092689e-03, 2.97009352e-05, 3.53041091e+03
1.715, 4.69864180e-03, 2.97012403e-05, 3.53031130e+03
1.725, 4.72636051e-03, 2.97015458e-05, 3.53021168e+03
1.735, 4.75408301e-03, 2.97018517e-05, 3.53011206e+03
1.745, 4.78180933e-03, 2.97021580e-05, 3.53001242e+03
1.755, 4.80953944e-03, 2.97024648e-05, 3.52991277e+03
1.765, 4.83727336e-03, 2.97027719e-05, 3.52981311e+03
1.775, 4.86501109e-03, 2.97030794e-05, 3.52971345e+03
1.785, 4.89275263e-03, 2.97033873e-05, 3.52961377e+03
1.795, 4.92049798e-03, 2.97036956e-05, 3.52951408e+03
1.805, 4.94824713e-03, 2.97040043e-05, 3.52941438e+03
1.815, 4.97600043e-03, 2.97043134e-05, 3.52931466e+03
1.825, 5.00375722e-03, 2.97046228e-05, 3.52921494e+03
1.835, 5.03151782e-03, 2.97049327e-05, 3.52911521e+03
1.845, 5.05928224e-03, 2.97052430e-05, 3.52901546e+03
1.855, 5.08705047e-03, 2.97055537e-05, 3.52891571e+03
1.865, 5.11482252e-03, 2.97058648e-05, 3.52881595e+03
1.875, 5.14259840e-03, 2.97061763e-05, 3.52871617e+03
1.885, 5.17037809e-03, 2.97064881e-05, 3.52861639e+03
1.895, 5.19816161e-03, 2.97068004e-05, 3.52851659e+03
1.905, 5.22594895e-03, 2.97071131e-05, 3.52841678e+03
1.915, 5.25374012e-03, 2.97074262e-05, 3.52831696e+03
1.925, 5.28153512e-03, 2.97077396e-05, 3.52821713e+03
1.935, 5.30933394e-03, 2.97080535e-05, 3.52811730e+03
1.945, 5.33713693e-03, 2.97083678e-05, 3.52801744e+03
1.955, 5.36494342e-03, 2.97086825e-05, 3.52791758e+03
1.965, 5.39275374e-03, 2.97089975e-05, 3.52781771e+03
1.975, 5.42056789e-03, 2.97093130e-05, 3.52771783e+03
1.985, 5.44838588e-03, 2.97096289e-05, 3.52761794e+03
1.995, 5.47620770e-03, 2.97099451e-05, 3.52751803e+03
2.005, 5.50403370e-03, 2.97102618e-05, 3.52741812e+03
2.015, 5.53186320e-03, 2.97105789e-05, 3.52731819e+03
2.025, 5.55969654e-03, 2.97108963e-05, 3.52721826e+03
2.035, 5.58753373e-03, 2.97112142e-05, 3.52711831e+03
2.045, 5.61537476e-03, 2.97115325e-05, 3.52701835e+03
2.055, 5.64321963e-03, 2.97118511e-05, 3.52691838e+03
2.065, 5.67106835e-03, 2.97121702e-05, 3.52681840e+03
2.075, 5.69892092e-03, 2.97124897e-05, 3.52671841e+03
2.085, 5.72677733e-03, 2.97128095e-05, 3.52661841e+03
2.095, 5.75463760e-03, 2.97131298e-05, 3.52651840e+03
2.105, 5.78250172e-03, 2.97134505e-05, 3.52641838e+03
2.115, 5.81036969e-03, 2.97137715e-05, 3.52631835e+03
2.125, 5.83824151e-03, 2.97140930e-05, 3.52621830e+03
2.135, 5.86611719e-03, 2.97144149e-05, 3.52611825e+03
2.145, 5.89399673e-03, 2.97147371e-05, 3.52601818e+03
2.155, 5.92188013e-03, 2.97150598e-05, 3.52591811e+03
2.165, 5.94976738e-03, 2.97153829e-05, 3.52581802e+03
2.175, 5.97765850e-03, 2.97157063e-05, 3.52571792e+03
2.185, 6.00555348e-03, 2.97160302e-05, 3.52561781e+03
2.195, 6.03345232e-03, 2.97163545e-05, 3.52551769e+03
2.205, 6.06135503e-03, 2.97166792e-05, 3.52541756e+03
2.215, 6.08926160e-03, 2.97170042e-05, 3.52531742e+03
2.225, 6.11717205e-03, 2.97173297e-05, 3.52521727e+03
2.235, 6.14508636e-03, 2.97176556e-05, 3.52511711e+03
2.245, 6.17300454e-03, 2.97179819e-05, 3.52501693e+03
2.255, 6.20092726e-03, 2.97183086e-05, 3.52491675e+03
2.265, 6.22885319e-03, 2.97186357e-05, 3.52481655e+03
2.275, 6.25678299e-03, 2.97189632e-05, 3.52471635e+03
2.285, 6.28471667e-03, 2.97192911e-05, 3.52461613e+03
2.295, 6.31265423e-03, 2.97196194e-05, 3.52451590e+03
2.305, 6.34059567e-03, 2.97199481e-05, 3.52441566e+03
2.315, 6.36854098e-03, 2.97202772e-05, 3.52431541e+03
2.325, 6.39649018e-03, 2.97206067e-05, 3.52421515e+03
2.335, 6.42444326e-03, 2.97209366e-05, 3.52411488e+03
2.345, 6.45240022e-03, 2.97212669e-05, 3.52401460e+03
2.355, 6.48036108e-03, 2.97215976e-05, 3.52391430e+03
2.365, 6.50832581e-03, 2.97219287e-05, 3.52381400e+03
2.375, 6.53629444e-03, 2.97222602e-05, 3.52371368e+03
2.385, 6.56426696e-03, 2.97225921e-05, 3.52361336e+03
2.395, 6.59224336e-03, 2.97229245e-05, 3.52351302e+03
2.405, 6.62022366e-03, 2.97232572e-05, 3.52341267e+03
2.415, 6.64820786e-03, 2.97235903e-05, 3.52331231e+03
2.425, 6.67619595e-03, 2.97239239e-05, 3.52321194e+03
2.435, 6.70418793e-03, 2.97242578e-05, 3.52311156e+03
2.445, 6.73218382e-03, 2.97245921e-05, 3.52301117e+03
2.455, 6.76018360e-03, 2.97249269e-05, 3.52291076e+03
2.465, 6.78818729e-03, 2.97252620e-05, 3.52281035e+03
2.475, 6.81619487e-03, 2.97255976e-05, 3.52270992e+03
2.485, 6.84420636e-03, 2.97259335e-05, 3.52260949e+03
2.495, 6.87222176e-03, 2.97262699e-05, 3.52250904e+03
2.505, 6.90024173e-03, 2.97266067e-05, 3.52240858e+03
2.515, 6.92826494e-03, 2.97269439e-05, 3.52230811e+03
2.525, 6.95629206e-03, 2.97272814e-05, 3.52220763e+03
2.535, 6.98432309e-03, 2.97276194e-05, 3.52210714e+03
2.545, 7.01235803e-03, 2.97279578e-05, 3.52200664e+03
2.555, 7.04039689e-03, 2.97282966e-05, 3.52190613e+03
2.565, 7.06843966e-03, 2.97286358e-05, 3.52180560e+03
2.575, 7.09648634e-03, 2.97289754e-05, 3.52170507e+03
2.585, 7.12453695e-03, 2.97293154e-05, 3.52160452e+03
2.595, 7.15259147e-03, 2.97296558e-05, 3.52150396e+03
2.605, 7.18064991e-03, 2.97299966e-05, 3.52140339e+03
2.615, 7.20871228e-03, 2.97303379e-05, 3.52130281e+03
2.625, 7.23677857e-03, 2.97306795e-05, 3.52120222e+03
2.635, 7.26484878e-03, 2.97310215e-05, 3.52110162e+03
2.645, 7.29292292e-03, 2.97313640e-05, 3.52100101e+03
2.655, 7.32100098e-03, 2.97317068e-05, 3.52090039e+03
2.665, 7.34908298e-03, 2.97320501e-05, 3.52079975e+03
2.675, 7.37716890e-03, 2.97323937e-05, 3.52069910e+03
2.685, 7.40525876e-03, 2.97327378e-05, 3.52059845e+03
2.695, 7.43335255e-03, 2.97330823e-05, 3.52049778e+03
2.705, 7.46145027e-03, 2.97334272e-05, 3.52039710e+03
2.715, 7.48955193e-03, 2.97337725e-05, 3.52029641e+03
2.725, 7.51765753e-03, 2.97341181e-05, 3.52019571e+03
2.735, 7.54576706e-03, 2.97344642e-05, 3.52009500e+03
2.745, 7.57388054e-03, 2.97348108e-05, 3.51999427e+03
2.755, 7.60199862e-03, 2.97351577e-05, 3.51989353e+03
2.765, 7.63011998e-03, 2.97355050e-05, 3.51979279e+03
2.775, 7.65824528e-03, 2.97358527e-05, 3.51969203e+03
2.785, 7.68637453e-03, 2.97362009e-05, 3.51959126e+03
2.795, 7.71450773e-03, 2.97365494e-05, 3.51949048e+03
2.805, 7.74264487e-03, 2.97368984e-05, 3.51938969e+03
2.815, 7.77078596e-03, 2.97372477e-05, 3.51928889e+03
2.825, 7.79893101e-03, 2.97375975e-05, 3.51918808e+03
2.835, 7.82708000e-03, 2.97379477e-05, 3.51908725e+03
2.845, 7.85523296e-03, 2.97382982e-05, 3.51898642e+03
2.855, 7.88338986e-03, 2.97386492e-05, 3.51888557e+03
2.865, 7.91155073e-03, 2.97390006e-05, 3.51878471e+03
2.875, 7.93971555e-03, 2.97393524e-05, 3.51868385e+03
2.885, 7.96788433e-03, 2.97397047e-05, 3.51858297e+03
2.895, 7.99605707e-03, 2.97400573e-05, 3.51848207e+03
2.905, 8.02423377e-03, 2.97404103e-05, 3.51838117e+03
2.915, 8.05241444e-03, 2.97407638e-05, 3.51828026e+03
2.925, 8.08059907e-03, 2.97411176e-05, 3.51817933e+03
2.935, 8.10878767e-03, 2.97414719e-05, 3.51807840e+03
2.945, 8.13698024e-03, 2.97418265e-05, 3.51797745e+03
2.955, 8.16517678e-03, 2.97421816e-05, 3.51787649e+03
2.965, 8.19337729e-03, 2.97425371e-05, 3.51777552e+03
2.975, 8.22158177e-03, 2.97428930e-05, 3.51767454e+03
2.985, 8.24979022e-03, 2.97432493e-05, 3.51757355e+03
2.995, 8.27800265e-03, 2.97436060e-05, 3.51747254e+03
3.005, 8.30621973e-03, 2.97439632e-05, 3.51737153e+03
3.015, 8.33444012e-03, 2.97443207e-05, 3.51727050e+03
3.025, 8.36266448e-03, 2.97446786e-05, 3.51716946e+03
3.035, 8.39089283e-03, 2.97450370e-05, 3.51706842e+03
3.045, 8.41912515e-03, 2.97453958e-05, 3.51696736e+03
3.055, 8.44736146e-03, 2.97457549e-05, 3.51686628e+03
3.065, 8.47560176e-03, 2.97461145e-05, 3.51676520e+03
3.075, 8.50384604e-03, 2.97464745e-05, 3.51666411e+03
3.085, 8.53209431e-03, 2.97468349e-05, 3.51656300e+03
3.095, 8.56034657e-03, 2.97471958e-05, 3.51646189e+03
3.105, 8.58860282e-03, 2.97475570e-05, 3.51636076e+03
3.115, 8.61686307e-03, 2.97479186e-05, 3.51625962e+03
3.125, 8.64512730e-03, 2.97482807e-05, 3.51615847e+03
3.135, 8.67339553e-03, 2.97486431e-05, 3.51605731e+03
3.145, 8.70166776e-03, 2.97490060e-05, 3.51595613e+03
3.155, 8.72994399e-03, 2.97493693e-05, 3.51585495e+03
3.165, 8.75822421e-03, 2.97497330e-05, 3.51575375e+03
3.175, 8.78650844e-03, 2.97500971e-05, 3.51565255e+03
3.185, 8.81479667e-03, 2.97504616e-05, 3.51555133e+03
3.195, 8.84308890e-03, 2.97508265e-05, 3.51545010e+03
3.205, 8.87138514e-03, 2.97511919e-05, 3.51534886e+03
3.215, 8.89968538e-03, 2.97515576e-05, 3.51524761e+03
3.225, 8.92798963e-03, 2.97519238e-05, 3.51514634e+03
3.235, 8.95629789e-03, 2.97522904e-05, 3.51504507e+03
3.245, 8.98461017e-03, 2.97526574e-05, 3.51494378e+03
3.255, 9.01292713e-03, 2.97530248e-05, 3.51484248e+03
3.265, 9.04124742e-03, 2.97533926e-05, 3.51474117e+03
3.275, 9.06957174e-03, 2.97537608e-05, 3.51463985e+03
3.285, 9.09790007e-03, 2.97541295e-05, 3.51453852e+03
3.295, 9.12623241e-03, 2.97544985e-05, 3.51443717e+03
3.305, 9.15456878e-03, 2.97548680e-05, 3.51433582e+03
3.315, 9.18290917e-03, 2.97552379e-05, 3.51423445e+03
3.325, 9.21125358e-03, 2.97556082e-05, 3.51413307e+03
3.335, 9.23960202e-03, 2.97559789e-05, 3.51403168e+03
3.345, 9.26795448e-03, 2.97563500e-05, 3.51393028e+03
3.355, 9.29631096e-03, 2.97567215e-05, 3.51382887e+03
3.365, 9.32467148e-03, 2.97570935e-05, 3.51372745e+03
3.375, 9.35303602e-03, 2.97574658e-05, 3.51362601e+03
3.385, 9.38140460e-03, 2.97578386e-05, 3.51352457e+03
3.395, 9.40977720e-03, 2.97582118e-05, 3.51342311e+03
3.405, 9.43815385e-03, 2.97585854e-05, 3.51332164e+03
3.415, 9.46653452e-03, 2.97589594e-05, 3.51322016e+03
3.425, 9.49491924e-03, 2.97593338e-05, 3.51311867e+03
3.435, 9.52330799e-03, 2.97597087e-05, 3.51301716e+03
3.445, 9.55170078e-03, 2.97600839e-05, 3.51291565e+03
3.455, 9.58009761e-03, 2.97604596e-05, 3.51281412e+03
3.465, 9.60849849e-03, 2.97608357e-05, 3.51271258e+03
3.475, 9.63690341e-03, 2.97612122e-05, 3.51261103e+03
3.485, 9.66531237e-03, 2.97615891e-05, 3.51250947e+03
3.495, 9.69372539e-03, 2.97619665e-05, 3.51240790e+03
3.505, 9.72214312e-03, 2.97623442e-05, 3.51230631e+03
3.515, 9.75056423e-03, 2.97627224e-05, 3.51220472e+03
3.525, 9.77898940e-03, 2.97631010e-05, 3.51210311e+03
3.535, 9.80741861e-03, 2.97634799e-05, 3.51200149e+03
3.545, 9.83585188e-03, 2.97638594e-05, 3.51189986e+03
3.555, 9.86428920e-03, 2.97642392e-05, 3.51179822e+03
3.565, 9.89273059e-03, 2.97646194e-05, 3.51169656e+03
3.575, 9.92117603e-03, 2.97650001e-05, 3.51159490e+03
3.585, 9.94962553e-03, 2.97653811e-05, 3.51149322e+03
3.595, 9.97807909e-03, 2.97657626e-05, 3.51139153e+03
3.605, 1.00065367e-02, 2.97661445e-05, 3.51128983e+03
3.615, 1.00349984e-02, 2.97665269e-05, 3.51118812e+03
3.625, 1.00634642e-02, 2.97669096e-05, 3.51108640e+03
3.635, 1.00919340e-02, 2.97672927e-05, 3.51098467e+03
3.645, 1.01204079e-02, 2.97676763e-05, 3.51088292e+03
3.655, 1.01488858e-02, 2.97680603e-05, 3.51078116e+03
3.665, 1.01773679e-02, 2.97684447e-05, 3.51067939e+03
3.675, 1.02058540e-02, 2.97688295e-05, 3.51057761e+03
3.685, 1.02343442e-02, 2.97692148e-05, 3.51047582e+03
3.695, 1.02628384e-02, 2.97696004e-05, 3.51037402e+03
3.705, 1.02913368e-02, 2.97699865e-05, 3.51027220e+03
3.715, 1.03198392e-02, 2.97703730e-05, 3.51017037e+03
3.725, 1.03483457e-02, 2.97707599e-05, 3.51006853e+03
3.735, 1.03768562e-02, 2.97711472e-05, 3.50996668e+03
3.745, 1.04053709e-02, 2.97715349e-05, 3.50986482e+03
3.755, 1.04338903e-02, 2.97719231e-05, 3.50976295e+03
3.765, 1.04624132e-02, 2.97723117e-05, 3.50966106e+03
3.775, 1.04909401e-02, 2.97727007e-05, 3.50955916e+03
3.785, 1.05194711e-02, 2.97730901e-05, 3.50945726e+03
3.795, 1.05480062e-02, 2.97734799e-05, 3.50935534e+03
3.805, 1.05765454e-02, 2.97738702e-05, 3.50925340e+03
3.815, 1.06050887e-02, 2.97742609e-05, 3.50915146e+03
3.825, 1.06336360e-02, 2.97746519e-05, 3.50904951e+03
3.835, 1.06621875e-02, 2.97750434e-05, 3.50894754e+03
3.845, 1.06907431e-02, 2.97754354e-05, 3.50884556e+03
3.855, 1.07193028e-02, 2.97758277e-05, 3.50874357e+03
3.865, 1.07478666e-02, 2.97762205e-05, 3.50864157e+03
3.875, 1.07764344e-02, 2.97766137e-05, 3.50853955e+03
3.885, 1.08050064e-02, 2.97770073e-05, 3.50843753e+03
3.895, 1.08335825e-02, 2.97774013e-05, 3.50833549e+03
3.905, 1.08621627e-02, 2.97777957e-05, 3.50823344e+03
3.915, 1.08907470e-02, 2.97781906e-05, 3.50813138e+03
3.925, 1.09193354e-02, 2.97785859e-05, 3.50802931e+03
3.935, 1.09479280e-02, 2.97789816e-05, 3.50792723e+03
3.945, 1.09765246e-02, 2.97793777e-05, 3.50782513e+03
3.955, 1.10051254e-02, 2.97797742e-05, 3.50772302e+03
3.965, 1.10337302e-02, 2.97801712e-05, 3.50762091e+03
3.975, 1.10623392e-02, 2.97805686e-05, 3.50751877e+03
3.985, 1.10909523e-02, 2.97809664e-05, 3.50741663e+03
3.995, 1.11195696e-02, 2.97813646e-05, 3.50731448e+03
4.005, 1.11481916e-02, 2.97817632e-05, 3.50721231e+03
4.015, 1.11768164e-02, 2.97821623e-05, 3.50711013e+03
4.025, 1.12054467e-02, 2.97825618e-05, 3.50700794e+03
4.035, 1.12340797e-02, 2.97829617e-05, 3.50690574e+03
4.045, 1.12627182e-02, 2.97833620e-05, 3.50680353e+03
4.055, 1.12913595e-02, 2.97837627e-05, 3.50670131e+03
4.065, 1.13200063e-02, 2.97841639e-05, 3.50659907e+03
4.075, 1.13486559e-02, 2.97845655e-05, 3.50649682e+03
4.085, 1.13773110e-02, 2.97849675e-05, 3.50639456e+03
4.095, 1.14059688e-02, 2.97853699e-05, 3.50629229e+03
4.105, 1.14346321e-02, 2.97857728e-05, 3.50619000e+03
4.115, 1.14632982e-02, 2.97861761e-05, 3.50608771e+03
4.125, 1.14919698e-02, 2.97865798e-05, 3.50598540e+03
