pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
58.495, 2.75553287e-01, 4.35816754e-05, 2.77912486e+03
58.505, 2.75621205e-01, 4.35868933e-05, 2.77899367e+03
58.515, 2.75689093e-01, 4.35921095e-05, 2.77886255e+03
58.525, 2.75757005e-01, 4.35973281e-05, 2.77873141e+03
58.535, 2.75824887e-01, 4.36025449e-05, 2.77860036e+03
58.545, 2.75892767e-01, 4.36077621e-05, 2.77846933e+03
58.555, 2.75960669e-01, 4.36129816e-05, 2.77833827e+03
58.565, 2.76028542e-01, 4.36181993e-05, 2.77820730e+03
58.575, 2.76096439e-01, 4.36234194e-05, 2.77807631e+03
58.585, 2.76164306e-01, 4.36286378e-05, 2.77794539e+03
58.595, 2.76232196e-01, 4.36338585e-05, 2.77781445e+03
58.605, 2.76300058e-01, 4.36390775e-05, 2.77768359e+03
58.615, 2.76367942e-01, 4.36442987e-05, 2.77755271e+03
58.625, 2.76435797e-01, 4.36495183e-05, 2.77742191e+03
58.635, 2.76503649e-01, 4.36547382e-05, 2.77729113e+03
58.645, 2.76571523e-01, 4.36599604e-05, 2.77716034e+03
58.655, 2.76639369e-01, 4.36651809e-05, 2.77702962e+03
58.665, 2.76707238e-01, 4.36704037e-05, 2.77689888e+03
58.675, 2.76775077e-01, 4.36756248e-05, 2.77676822e+03
58.685, 2.76842939e-01, 4.36808481e-05, 2.77663754e+03
58.695, 2.76910772e-01, 4.36860698e-05, 2.77650694e+03
58.705, 2.76978628e-01, 4.36912937e-05, 2.77637632e+03
58.715, 2.77046455e-01, 4.36965160e-05, 2.77624577e+03
58.725, 2.77114278e-01, 4.37017385e-05, 2.77611526e+03
58.735, 2.77182124e-01, 4.37069633e-05, 2.77598472e+03
58.745, 2.77249941e-01, 4.37121864e-05, 2.77585426e+03
58.755, 2.77317781e-01, 4.37174118e-05, 2.77572378e+03
58.765, 2.77385592e-01, 4.37226355e-05, 2.77559338e+03
58.775, 2.77453425e-01, 4.37278614e-05, 2.77546296e+03
58.785, 2.77521229e-01, 4.37330857e-05, 2.77533261e+03
58.795, 2.77589029e-01, 4.37383102e-05, 2.77520230e+03
58.805, 2.77656852e-01, 4.37435370e-05, 2.77507196e+03
58.815, 2.77724646e-01, 4.37487621e-05, 2.77494170e+03
58.825, 2.77792463e-01, 4.37539894e-05, 2.77481143e+03
58.835, 2.77860250e-01, 4.37592150e-05, 2.77468123e+03
58.845, 2.77928060e-01, 4.37644429e-05, 2.77455101e+03
58.855, 2.77995841e-01, 4.37696691e-05, 2.77442086e+03
58.865, 2.78063644e-01, 4.37748976e-05, 2.77429070e+03
58.875, 2.78131418e-01, 4.37801243e-05, 2.77416062e+03
58.885, 2.78199188e-01, 4.37853513e-05, 2.77403056e+03
58.895, 2.78266981e-01, 4.37905806e-05, 2.77390049e+03
58.905, 2.78334745e-01, 4.37958081e-05, 2.77377049e+03
58.915, 2.78402531e-01, 4.38010379e-05, 2.77364047e+03
58.925, 2.78470288e-01, 4.38062660e-05, 2.77351053e+03
58.935, 2.78538067e-01, 4.38114963e-05, 2.77338057e+03
58.945, 2.78605816e-01, 4.38167249e-05, 2.77325069e+03
58.955, 2.78673589e-01, 4.38219557e-05, 2.77312079e+03
58.965, 2.78741331e-01, 4.38271849e-05, 2.77299097e+03
58.975, 2.78809071e-01, 4.38324143e-05, 2.77286117e+03
58.985, 2.78876832e-01, 4.38376459e-05, 2.77273136e+03
58.995, 2.78944565e-01, 4.38428758e-05, 2.77260162e+03
59.005, 2.79012319e-01, 4.38481080e-05, 2.77247187e+03
59.015, 2.79080044e-01, 4.38533384e-05, 2.77234219e+03
59.025, 2.79147792e-01, 4.38585710e-05, 2.77221249e+03
59.035, 2.79215510e-01, 4.38638020e-05, 2.77208287e+03
59.045, 2.79283224e-01, 4.38690331e-05, 2.77195329e+03
59.055, 2.79350961e-01, 4.38742666e-05, 2.77182368e+03
59.065, 2.79418668e-01, 4.38794982e-05, 2.77169414e+03
59.075, 2.79486398e-01, 4.38847322e-05, 2.77156459e+03
59.085, 2.79554097e-01, 4.38899644e-05, 2.77143512e+03
59.095, 2.79621820e-01, 4.38951988e-05, 2.77130563e+03
59.105, 2.79689512e-01, 4.39004315e-05, 2.77117621e+03
59.115, 2.79757227e-01, 4.39056664e-05, 2.77104678e+03
59.125, 2.79824912e-01, 4.39108995e-05, 2.77091742e+03
59.135, 2.79892594e-01, 4.39161329e-05, 2.77078810e+03
59.145, 2.79960298e-01, 4.39213686e-05, 2.77065875e+03
59.155, 2.80027972e-01, 4.39266025e-05, 2.77052949e+03
59.165, 2.80095668e-01, 4.39318386e-05, 2.77040020e+03
59.175, 2.80163335e-01, 4.39370730e-05, 2.77027099e+03
59.185, 2.80231024e-01, 4.39423096e-05, 2.77014176e+03
59.195, 2.80298683e-01, 4.39475444e-05, 2.77001261e+03
59.205, 2.80366364e-01, 4.39527815e-05, 2.76988344e+03
59.215, 2.80434016e-01, 4.39580168e-05, 2.76975435e+03
59.225, 2.80501664e-01, 4.39632523e-05, 2.76962529e+03
59.235, 2.80569333e-01, 4.39684901e-05, 2.76949621e+03
59.245, 2.80636974e-01, 4.39737261e-05, 2.76936721e+03
59.255, 2.80704636e-01, 4.39789643e-05, 2.76923819e+03
59.265, 2.80772268e-01, 4.39842008e-05, 2.76910924e+03
59.275, 2.80839923e-01, 4.39894395e-05, 2.76898028e+03
59.285, 2.80907548e-01, 4.39946764e-05, 2.76885140e+03
59.295, 2.80975168e-01, 4.39999135e-05, 2.76872254e+03
59.305, 2.81042811e-01, 4.40051529e-05, 2.76859367e+03
59.315, 2.81110424e-01, 4.40103905e-05, 2.76846487e+03
59.325, 2.81178059e-01, 4.40156303e-05, 2.76833606e+03
59.335, 2.81245665e-01, 4.40208683e-05, 2.76820732e+03
59.345, 2.81313292e-01, 4.40261086e-05, 2.76807857e+03
59.355, 2.81380889e-01, 4.40313471e-05, 2.76794989e+03
59.365, 2.81448508e-01, 4.40365877e-05, 2.76782120e+03
59.375, 2.81516098e-01, 4.40418267e-05, 2.76769258e+03
59.385, 2.81583683e-01, 4.40470658e-05, 2.76756399e+03
59.395, 2.81651291e-01, 4.40523071e-05, 2.76743539e+03
59.405, 2.81718868e-01, 4.40575467e-05, 2.76730686e+03
59.415, 2.81786467e-01, 4.40627884e-05, 2.76717831e+03
59.425, 2.81854037e-01, 4.40680284e-05, 2.76704984e+03
59.435, 2.81921628e-01, 4.40732706e-05, 2.76692136e+03
59.445, 2.81989189e-01, 4.40785109e-05, 2.76679295e+03
59.455, 2.82056772e-01, 4.40837535e-05, 2.76666452e+03
59.465, 2.82124326e-01, 4.40889943e-05, 2.76653617e+03
59.475, 2.82191875e-01, 4.40942353e-05, 2.76640785e+03
59.485, 2.82259446e-01, 4.40994786e-05, 2.76627952e+03
59.495, 2.82326987e-01, 4.41047200e-05, 2.76615126e+03
59.505, 2.82394549e-01, 4.41099636e-05, 2.76602298e+03
59.515, 2.82462082e-01, 4.41152054e-05, 2.76589478e+03
59.525, 2.82529636e-01, 4.41204494e-05, 2.76576656e+03
59.535, 2.82597160e-01, 4.41256916e-05, 2.76563842e+03
59.545, 2.82664681e-01, 4.41309341e-05, 2.76551032e+03
59.555, 2.82732222e-01, 4.41361787e-05, 2.76538219e+03
59.565, 2.82799734e-01, 4.41414215e-05, 2.76525414e+03
59.575, 2.82867268e-01, 4.41466665e-05, 2.76512607e+03
59.585, 2.82934771e-01, 4.41519097e-05, 2.76499808e+03
59.595, 2.83002296e-01, 4.41571551e-05, 2.76487007e+03
59.605, 2.83069791e-01, 4.41623986e-05, 2.76474214e+03
59.615, 2.83137308e-01, 4.41676444e-05, 2.76461420e+03
59.625, 2.83204794e-01, 4.41728884e-05, 2.76448633e+03
59.635, 2.83272276e-01, 4.41781325e-05, 2.76435849e+03
59.645, 2.83339780e-01, 4.41833788e-05, 2.76423063e+03
59.655, 2.83407254e-01, 4.41886233e-05, 2.76410285e+03
59.665, 2.83474749e-01, 4.41938700e-05, 2.76397506e+03
59.675, 2.83542214e-01, 4.41991149e-05, 2.76384734e+03
59.685, 2.83609700e-01, 4.42043620e-05, 2.76371960e+03
59.695, 2.83677156e-01, 4.42096072e-05, 2.76359195e+03
59.705, 2.83744634e-01, 4.42148547e-05, 2.76346427e+03
59.715, 2.83812082e-01, 4.42201003e-05, 2.76333667e+03
59.725, 2.83879525e-01, 4.42253461e-05, 2.76320911e+03
59.735, 2.83946990e-01, 4.42305940e-05, 2.76308152e+03
59.745, 2.84014424e-01, 4.42358402e-05, 2.76295402e+03
59.755, 2.84081880e-01, 4.42410885e-05, 2.76282649e+03
59.765, 2.84149306e-01, 4.42463350e-05, 2.76269905e+03
59.775, 2.84216753e-01, 4.42515836e-05, 2.76257158e+03
59.785, 2.84284170e-01, 4.42568304e-05, 2.76244420e+03
59.795, 2.84351582e-01, 4.42620774e-05, 2.76231684e+03
59.805, 2.84419016e-01, 4.42673266e-05, 2.76218947e+03
59.815, 2.84486419e-01, 4.42725739e-05, 2.76206218e+03
59.825, 2.84553844e-01, 4.42778235e-05, 2.76193486e+03
59.835, 2.84621238e-01, 4.42830711e-05, 2.76180763e+03
59.845, 2.84688654e-01, 4.42883210e-05, 2.76168038e+03
59.855, 2.84756040e-01, 4.42935690e-05, 2.76155321e+03
59.865, 2.84823446e-01, 4.42988191e-05, 2.76142602e+03
59.875, 2.84890823e-01, 4.43040674e-05, 2.76129891e+03
59.885, 2.84958195e-01, 4.43093159e-05, 2.76117183e+03
59.895, 2.85025588e-01, 4.43145666e-05, 2.76104473e+03
59.905, 2.85092950e-01, 4.43198154e-05, 2.76091771e+03
59.915, 2.85160334e-01, 4.43250663e-05, 2.76079067e+03
59.925, 2.85227688e-01, 4.43303154e-05, 2.76066371e+03
59.935, 2.85295062e-01, 4.43355667e-05, 2.76053673e+03
59.945, 2.85362407e-01, 4.43408161e-05, 2.76040984e+03
59.955, 2.85429772e-01, 4.43460677e-05, 2.76028292e+03
59.965, 2.85497107e-01, 4.43513175e-05, 2.76015608e+03
59.975, 2.85564438e-01, 4.43565673e-05, 2.76002928e+03
59.985, 2.85631789e-01, 4.43618194e-05, 2.75990246e+03
59.995, 2.85699110e-01, 4.43670695e-05, 2.75977571e+03
60.005, 2.85766452e-01, 4.43723219e-05, 2.75964895e+03
60.015, 2.85833764e-01, 4.43775723e-05, 2.75952227e+03
60.025, 2.85901097e-01, 4.43828250e-05, 2.75939557e+03
60.035, 2.85968399e-01, 4.43880757e-05, 2.75926894e+03
60.045, 2.86035697e-01, 4.43933266e-05, 2.75914235e+03
60.055, 2.86103015e-01, 4.43985797e-05, 2.75901574e+03
60.065, 2.86170303e-01, 4.44038309e-05, 2.75888922e+03
60.075, 2.86237612e-01, 4.44090842e-05, 2.75876267e+03
60.085, 2.86304891e-01, 4.44143357e-05, 2.75863620e+03
60.095, 2.86372190e-01, 4.44195893e-05, 2.75850971e+03
60.105, 2.86439459e-01, 4.44248410e-05, 2.75838331e+03
60.115, 2.86506749e-01, 4.44300949e-05, 2.75825688e+03
60.125, 2.86574009e-01, 4.44353469e-05, 2.75813054e+03
60.135, 2.86641263e-01, 4.44405990e-05, 2.75800423e+03
60.145, 2.86708539e-01, 4.44458533e-05, 2.75787789e+03
60.155, 2.86775784e-01, 4.44511057e-05, 2.75775164e+03
60.165, 2.86843049e-01, 4.44563603e-05, 2.75762537e+03
60.175, 2.86910284e-01, 4.44616129e-05, 2.75749918e+03
60.185, 2.86977540e-01, 4.44668677e-05, 2.75737297e+03
60.195, 2.87044766e-01, 4.44721207e-05, 2.75724685e+03
60.205, 2.87112012e-01, 4.44773757e-05, 2.75712070e+03
60.215, 2.87179228e-01, 4.44826289e-05, 2.75699463e+03
60.225, 2.87246438e-01, 4.44878822e-05, 2.75686860e+03
60.235, 2.87313670e-01, 4.44931376e-05, 2.75674255e+03
60.245, 2.87380870e-01, 4.44983912e-05, 2.75661657e+03
60.255, 2.87448092e-01, 4.45036468e-05, 2.75649058e+03
60.265, 2.87515283e-01, 4.45089006e-05, 2.75636467e+03
60.275, 2.87582494e-01, 4.45141565e-05, 2.75623874e+03
60.285, 2.87649675e-01, 4.45194105e-05, 2.75611289e+03
60.295, 2.87716851e-01, 4.45246647e-05, 2.75598707e+03
60.305, 2.87784048e-01, 4.45299209e-05, 2.75586124e+03
60.315, 2.87851214e-01, 4.45351753e-05, 2.75573548e+03
60.325, 2.87918400e-01, 4.45404318e-05, 2.75560971e+03
60.335, 2.87985556e-01, 4.45456864e-05, 2.75548401e+03
60.345, 2.88052732e-01, 4.45509431e-05, 2.75535830e+03
60.355, 2.88119878e-01, 4.45561979e-05, 2.75523267e+03
60.365, 2.88187044e-01, 4.45614548e-05, 2.75510702e+03
60.375, 2.88254180e-01, 4.45667098e-05, 2.75498145e+03
60.385, 2.88321310e-01, 4.45719650e-05, 2.75485591e+03
60.395, 2.88388461e-01, 4.45772222e-05, 2.75473036e+03
60.405, 2.88455582e-01, 4.45824776e-05, 2.75460488e+03
60.415, 2.88522722e-01, 4.45877350e-05, 2.75447939e+03
60.425, 2.88589832e-01, 4.45929906e-05, 2.75435397e+03
60.435, 2.88656963e-01, 4.45982482e-05, 2.75422854e+03
60.445, 2.88724062e-01, 4.46035040e-05, 2.75410319e+03
60.455, 2.88791182e-01, 4.46087619e-05, 2.75397783e+03
60.465, 2.88858272e-01, 4.46140178e-05, 2.75385254e+03
60.475, 2.88925356e-01, 4.46192739e-05, 2.75372728e+03
60.485, 2.88992460e-01, 4.46245320e-05, 2.75360201e+03
60.495, 2.89059534e-01, 4.46297882e-05, 2.75347681e+03
60.505, 2.89126628e-01, 4.46350466e-05, 2.75335160e+03
60.515, 2.89193692e-01, 4.46403030e-05, 2.75322647e+03
60.525, 2.89260775e-01, 4.46455615e-05, 2.75310132e+03
60.535, 2.89327828e-01, 4.46508182e-05, 2.75297625e+03
60.545, 2.89394875e-01, 4.46560749e-05, 2.75285121e+03
60.555, 2.89461943e-01, 4.46613337e-05, 2.75272616e+03
60.565, 2.89528980e-01, 4.46665905e-05, 2.75260118e+03
60.575, 2.89596038e-01, 4.46718495e-05, 2.75247619e+03
60.585, 2.89663064e-01, 4.46771066e-05, 2.75235128e+03
60.595, 2.89730110e-01, 4.46823657e-05, 2.75222635e+03
60.605, 2.89797126e-01, 4.46876229e-05, 2.75210150e+03
60.615, 2.89864162e-01, 4.46928822e-05, 2.75197664e+03
60.625, 2.89931167e-01, 4.46981396e-05, 2.75185185e+03
60.635, 2.89998167e-01, 4.47033971e-05, 2.75172710e+03
60.645, 2.90065187e-01, 4.47086566e-05, 2.75160232e+03
60.655, 2.90132176e-01, 4.47139143e-05, 2.75147763e+03
60.665, 2.90199185e-01, 4.47191740e-05, 2.75135292e+03
60.675, 2.90266163e-01, 4.47244317e-05, 2.75122830e+03
60.685, 2.90333161e-01, 4.47296916e-05, 2.75110365e+03
60.695, 2.90400128e-01, 4.47349495e-05, 2.75097909e+03
60.705, 2.90467116e-01, 4.47402095e-05, 2.75085450e+03
60.715, 2.90534072e-01, 4.47454676e-05, 2.75073000e+03
60.725, 2.90601023e-01, 4.47507258e-05, 2.75060553e+03
60.735, 2.90667994e-01, 4.47559860e-05, 2.75048104e+03
60.745, 2.90734934e-01, 4.47612443e-05, 2.75035664e+03
60.755, 2.90801894e-01, 4.47665046e-05, 2.75023221e+03
60.765, 2.90868824e-01, 4.47717630e-05, 2.75010787e+03
60.775, 2.90935773e-01, 4.47770235e-05, 2.74998351e+03
60.785, 2.91002691e-01, 4.47822821e-05, 2.74985923e+03
60.795, 2.91069603e-01, 4.47875407e-05, 2.74973498e+03
60.805, 2.91136536e-01, 4.47928014e-05, 2.74961071e+03
60.815, 2.91203437e-01, 4.47980601e-05, 2.74948653e+03
60.825, 2.91270359e-01, 4.48033209e-05, 2.74936233e+03
60.835, 2.91337249e-01, 4.48085798e-05, 2.74923820e+03
60.845, 2.91404159e-01, 4.48138407e-05, 2.74911407e+03
60.855, 2.91471038e-01, 4.48190997e-05, 2.74899001e+03
60.865, 2.91537938e-01, 4.48243607e-05, 2.74886593e+03
60.875, 2.91604805e-01, 4.48296198e-05, 2.74874194e+03
60.885, 2.91671668e-01, 4.48348790e-05, 2.74861797e+03
60.895, 2.91738550e-01, 4.48401402e-05, 2.74849400e+03
60.905, 2.91805401e-01, 4.48453994e-05, 2.74837010e+03
60.915, 2.91872272e-01, 4.48506607e-05, 2.74824618e+03
60.925, 2.91939112e-01, 4.48559201e-05, 2.74812235e+03
60.935, 2.92005972e-01, 4.48611815e-05, 2.74799849e+03
60.945, 2.92072800e-01, 4.48664409e-05, 2.74787472e+03
60.955, 2.92139648e-01, 4.48717024e-05, 2.74775093e+03
60.965, 2.92206465e-01, 4.48769620e-05, 2.74762722e+03
60.975, 2.92273277e-01, 4.48822216e-05, 2.74750355e+03
60.985, 2.92340108e-01, 4.48874832e-05, 2.74737986e+03
60.995, 2.92406908e-01, 4.48927429e-05, 2.74725624e+03
61.005, 2.92473727e-01, 4.48980046e-05, 2.74713262e+03
61.015, 2.92540516e-01, 4.49032644e-05, 2.74700907e+03
61.025, 2.92607324e-01, 4.49085262e-05, 2.74688550e+03
61.035, 2.92674101e-01, 4.49137860e-05, 2.74676202e+03
61.045, 2.92740872e-01, 4.49190459e-05, 2.74663856e+03
61.055, 2.92807663e-01, 4.49243078e-05, 2.74651510e+03
61.065, 2.92874422e-01, 4.49295678e-05, 2.74639171e+03
61.075, 2.92941201e-01, 4.49348298e-05, 2.74626830e+03
61.085, 2.93007949e-01, 4.49400898e-05, 2.74614498e+03
61.095, 2.93074717e-01, 4.49453519e-05, 2.74602164e+03
61.105, 2.93141453e-01, 4.49506120e-05, 2.74589838e+03
61.115, 2.93208209e-01, 4.49558741e-05, 2.74577510e+03
61.125, 2.93274934e-01, 4.49611343e-05, 2.74565191e+03
61.135, 2.93341652e-01, 4.49663944e-05, 2.74552874e+03
61.145, 2.93408391e-01, 4.49716567e-05, 2.74540556e+03
61.155, 2.93475097e-01, 4.49769169e-05, 2.74528246e+03
61.165, 2.93541824e-01, 4.49821792e-05, 2.74515935e+03
61.175, 2.93608519e-01, 4.49874395e-05, 2.74503631e+03
61.185, 2.93675234e-01, 4.49927018e-05, 2.74491326e+03
61.195, 2.93741917e-01, 4.49979621e-05, 2.74479029e+03
61.205, 2.93808620e-01, 4.50032245e-05, 2.74466730e+03
61.215, 2.93875291e-01, 4.50084849e-05, 2.74454439e+03
61.225, 2.93941957e-01, 4.50137453e-05, 2.74442152e+03
61.235, 2.94008641e-01, 4.50190077e-05, 2.74429863e+03
61.245, 2.94075295e-01, 4.50242681e-05, 2.74417582e+03
61.255, 2.94141968e-01, 4.50295306e-05, 2.74405299e+03
61.265, 2.94208609e-01, 4.50347911e-05, 2.74393024e+03
61.275, 2.94275270e-01, 4.50400536e-05, 2.74380748e+03
61.285, 2.94341900e-01, 4.50453141e-05, 2.74368480e+03
61.295, 2.94408523e-01, 4.50505746e-05, 2.74356215e+03
61.305, 2.94475166e-01, 4.50558371e-05, 2.74343949e+03
61.315, 2.94541778e-01, 4.50610977e-05, 2.74331690e+03
61.325, 2.94608408e-01, 4.50663602e-05, 2.74319430e+03
61.335, 2.94675008e-01, 4.50716208e-05, 2.74307178e+03
61.345, 2.94741626e-01, 4.50768833e-05, 2.74294925e+03
61.355, 2.94808213e-01, 4.50821439e-05, 2.74282679e+03
61.365, 2.94874820e-01, 4.50874065e-05, 2.74270432e+03
61.375, 2.94941395e-01, 4.50926671e-05, 2.74258193e+03
61.385, 2.95007964e-01, 4.50979277e-05, 2.74245957e+03
61.395, 2.95074552e-01, 4.51031903e-05, 2.74233720e+03
61.405, 2.95141108e-01, 4.51084509e-05, 2.74221490e+03
61.415, 2.95207684e-01, 4.51137135e-05, 2.74209259e+03
61.425, 2.95274228e-01, 4.51189741e-05, 2.74197036e+03
61.435, 2.95340792e-01, 4.51242367e-05, 2.74184812e+03
61.445, 2.95407324e-01, 4.51294973e-05, 2.74172596e+03
61.455, 2.95473875e-01, 4.51347599e-05, 2.74160378e+03
61.465, 2.95540395e-01, 4.51400205e-05, 2.74148168e+03
61.475, 2.95606908e-01, 4.51452811e-05, 2.74135961e+03
61.485, 2.95673441e-01, 4.51505437e-05, 2.74123753e+03
61.495, 2.95739942e-01, 4.51558043e-05, 2.74111553e+03
61.505, 2.95806462e-01, 4.51610669e-05, 2.74099351e+03
61.515, 2.95872950e-01, 4.51663274e-05, 2.74087157e+03
61.525, 2.95939458e-01, 4.51715900e-05, 2.74074962e+03
61.535, 2.96005934e-01, 4.51768505e-05, 2.74062775e+03
61.545, 2.96072404e-01, 4.51821111e-05, 2.74050591e+03
61.555, 2.96138893e-01, 4.51873736e-05, 2.74038405e+03
61.565, 2.96205350e-01, 4.51926341e-05, 2.74026228e+03
61.575, 2.96271826e-01, 4.51978966e-05, 2.74014049e+03
61.585, 2.96338271e-01, 4.52031571e-05, 2.74001878e+03
61.595, 2.96404735e-01, 4.52084195e-05, 2.73989706e+03
61.605, 2.96471167e-01, 4.52136800e-05, 2.73977541e+03
61.615, 2.96537618e-01, 4.52189424e-05, 2.73965375e+03
61.625, 2.96604037e-01, 4.52242028e-05, 2.73953217e+03
61.635, 2.96670450e-01, 4.52294632e-05, 2.73941062e+03
61.645, 2.96736882e-01, 4.52347256e-05, 2.73928906e+03
61.655, 2.96803282e-01, 4.52399860e-05, 2.73916758e+03
61.665, 2.96869702e-01, 4.52452483e-05, 2.73904609e+03
61.675, 2.96936089e-01, 4.52505086e-05, 2.73892467e+03
61.685, 2.97002496e-01, 4.52557709e-05, 2.73880324e+03
61.695, 2.97068870e-01, 4.52610311e-05, 2.73868189e+03
61.705, 2.97135264e-01, 4.52662934e-05, 2.73856052e+03
61.715, 2.97201626e-01, 4.52715536e-05, 2.73843924e+03
61.725, 2.97267981e-01, 4.52768137e-05, 2.73831798e+03
61.735, 2.97334356e-01, 4.52820759e-05, 2.73819672e+03
61.745, 2.97400698e-01, 4.52873360e-05, 2.73807553e+03
61.755, 2.97467060e-01, 4.52925981e-05, 2.73795433e+03
61.765, 2.97533390e-01, 4.52978581e-05, 2.73783320e+03
61.775, 2.97599738e-01, 4.53031202e-05, 2.73771207e+03
61.785, 2.97666055e-01, 4.53083801e-05, 2.73759101e+03
61.795, 2.97732365e-01, 4.53136401e-05, 2.73746999e+03
61.805, 2.97798694e-01, 4.53189020e-05, 2.73734895e+03
61.815, 2.97864991e-01, 4.53241619e-05, 2.73722799e+03
61.825, 2.97931307e-01, 4.53294237e-05, 2.73710702e+03
61.835, 2.97997592e-01, 4.53346835e-05, 2.73698612e+03
61.845, 2.98063895e-01, 4.53399453e-05, 2.73686522e+03
61.855, 2.98130166e-01, 4.53452050e-05, 2.73674439e+03
61.865, 2.98196456e-01, 4.53504667e-05, 2.73662355e+03
61.875, 2.98262714e-01, 4.53557263e-05, 2.73650278e+03
61.885, 2.98328965e-01, 4.53609859e-05, 2.73638205e+03
61.895, 2.98395235e-01, 4.53662475e-05, 2.73626131e+03
61.905, 2.98461474e-01, 4.53715070e-05, 2.73614065e+03
61.915, 2.98527730e-01, 4.53767685e-05, 2.73601997e+03
61.925, 2.98593956e-01, 4.53820279e-05, 2.73589937e+03
61.935, 2.98660199e-01, 4.53872892e-05, 2.73577876e+03
61.945, 2.98726411e-01, 4.53925486e-05, 2.73565823e+03
61.955, 2.98792642e-01, 4.53978098e-05, 2.73553768e+03
61.965, 2.98858840e-01, 4.54030690e-05, 2.73541722e+03
61.975, 2.98925032e-01, 4.54083282e-05, 2.73529678e+03
61.985, 2.98991243e-01, 4.54135893e-05, 2.73517633e+03
61.995, 2.99057421e-01, 4.54188484e-05, 2.73505597e+03
62.005, 2.99123618e-01, 4.54241094e-05, 2.73493558e+03
62.015, 2.99189784e-01, 4.54293683e-05, 2.73481528e+03
62.025, 2.99255967e-01, 4.54346292e-05, 2.73469497e+03
62.035, 2.99322119e-01, 4.54398881e-05, 2.73457473e+03
62.045, 2.99388264e-01, 4.54451468e-05, 2.73445453e+03
62.055, 2.99454428e-01, 4.54504076e-05, 2.73433431e+03
62.065, 2.99520560e-01, 4.54556662e-05, 2.73421417e+03
62.075, 2.99586710e-01, 4.54609268e-05, 2.73409402e+03
62.085, 2.99652828e-01, 4.54661854e-05, 2.73397395e+03
62.095, 2.99718965e-01, 4.54714458e-05, 2.73385386e+03
62.105, 2.99785069e-01, 4.54767043e-05, 2.73373386e+03
62.115, 2.99851193e-01, 4.54819646e-05, 2.73361384e+03
62.125, 2.99917284e-01, 4.54872229e-05, 2.73349390e+03
62.135, 2.99983368e-01, 4.54924811e-05, 2.73337399e+03
62.145, 3.00049471e-01, 4.54977413e-05, 2.73325407e+03
62.155, 3.00115542e-01, 4.55029993e-05, 2.73313423e+03
62.165, 3.00181631e-01, 4.55082594e-05, 2.73301438e+03
62.175, 3.00247688e-01, 4.55135173e-05, 2.73289460e+03
62.185, 3.00313764e-01, 4.55187772e-05, 2.73277481e+03
62.195, 3.00379807e-01, 4.55240350e-05, 2.73265510e+03
62.205, 3.00445869e-01, 4.55292947e-05, 2.73253538e+03
62.215, 3.00511899e-01, 4.55345524e-05, 2.73241574e+03
62.225, 3.00577922e-01, 4.55398100e-05, 2.73229613e+03
62.235, 3.00643963e-01, 4.55450695e-05, 2.73217651e+03
62.245, 3.00709972e-01, 4.55503269e-05, 2.73205696e+03
62.255, 3.00775999e-01, 4.55555863e-05, 2.73193741e+03
62.265, 3.00841995e-01, 4.55608435e-05, 2.73181793e+03
62.275, 3.00908008e-01, 4.55661028e-05, 2.73169844e+03
62.285, 3.00973990e-01, 4.55713599e-05, 2.73157903e+03
62.295, 3.01039965e-01, 4.55766169e-05, 2.73145965e+03
62.305, 3.01105958e-01, 4.55818759e-05, 2.73134026e+03
62.315, 3.01171918e-01, 4.55871328e-05, 2.73122094e+03
62.325, 3.01237897e-01, 4.55923916e-05, 2.73110162e+03
62.335, 3.01303844e-01, 4.55976483e-05, 2.73098237e+03
62.345, 3.01369810e-01, 4.56029069e-05, 2.73086312e+03
62.355, 3.01435743e-01, 4.56081634e-05, 2.73074394e+03
62.365, 3.01501694e-01, 4.56134219e-05, 2.73062474e+03
62.375, 3.01567613e-01, 4.56186783e-05, 2.73050563e+03
62.385, 3.01633525e-01, 4.56239346e-05, 2.73038655e+03
62.395, 3.01699455e-01, 4.56291928e-05, 2.73026746e+03
62.405, 3.01765353e-01, 4.56344489e-05, 2.73014844e+03
62.415, 3.01831269e-01, 4.56397069e-05, 2.73002942e+03
62.425, 3.01897153e-01, 4.56449628e-05, 2.72991047e+03
62.435, 3.01963055e-01, 4.56502206e-05, 2.72979151e+03
62.445, 3.02028925e-01, 4.56554764e-05, 2.72967263e+03
62.455, 3.02094813e-01, 4.56607340e-05, 2.72955373e+03
62.465, 3.02160669e-01, 4.56659896e-05, 2.72943492e+03
62.475, 3.02226518e-01, 4.56712450e-05, 2.72931613e+03
62.485, 3.02292385e-01, 4.56765024e-05, 2.72919734e+03
62.495, 3.02358219e-01, 4.56817576e-05, 2.72907862e+03
62.505, 3.02424072e-01, 4.56870148e-05, 2.72895990e+03
62.515, 3.02489892e-01, 4.56922699e-05, 2.72884125e+03
62.525, 3.02555731e-01, 4.56975268e-05, 2.72872258e+03
62.535, 3.02621537e-01, 4.57027817e-05, 2.72860400e+03
62.545, 3.02687336e-01, 4.57080364e-05, 2.72848545e+03
62.555, 3.02753153e-01, 4.57132931e-05, 2.72836689e+03
62.565, 3.02818938e-01, 4.57185477e-05, 2.72824841e+03
62.575, 3.02884741e-01, 4.57238041e-05, 2.72812991e+03
62.585, 3.02950512e-01, 4.57290585e-05, 2.72801149e+03
