pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
80.500, 7.72410882e-01, 9.77100741e-05, 1.44802964e+03
81.500, 7.73465218e-01, 9.79326947e-05, 1.44797575e+03
82.500, 7.74510447e-01, 9.81540719e-05, 1.44793110e+03
83.500, 7.75546757e-01, 9.83742308e-05, 1.44789550e+03
84.500, 7.76574332e-01, 9.85931962e-05, 1.44786876e+03
85.500, 7.77593349e-01, 9.88109919e-05, 1.44785068e+03
86.500, 7.78603983e-01, 9.90276414e-05, 1.44784109e+03
87.500, 7.79606403e-01, 9.92431677e-05, 1.44783981e+03
88.500, 7.80600774e-01, 9.94575933e-05, 1.44784669e+03
89.500, 7.81587257e-01, 9.96709401e-05, 1.44786154e+03
90.500, 7.82566010e-01, 9.98832298e-05, 1.44788422e+03
91.500, 7.83537187e-01, 1.00094484e-04, 1.44791457e+03
92.500, 7.84500938e-01, 1.00304723e-04, 1.44795245e+03
93.500, 7.85457410e-01, 1.00513967e-04, 1.44799771e+03
94.500, 7.86406747e-01, 1.00722237e-04, 1.44805020e+03
95.500, 7.87349091e-01, 1.00929553e-04, 1.44810981e+03
96.500, 7.88284579e-01, 1.01135934e-04, 1.44817638e+03
97.500, 7.89213348e-01, 1.01341400e-04, 1.44824981e+03
98.500, 7.90135531e-01, 1.01545970e-04, 1.44832995e+03
99.500, 7.91051258e-01, 1.01749663e-04, 1.44841671e+03
