pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
28.650, 6.96573051e-01, 8.33119536e-05, 1.47284720e+03
28.750, 6.96791939e-01, 8.33494600e-05, 1.47272281e+03
28.850, 6.97010288e-01, 8.33868945e-05, 1.47259900e+03
28.950, 6.97228101e-01, 8.34242575e-05, 1.47247575e+03
29.050, 6.97445379e-01, 8.34615487e-05, 1.47235307e+03
29.150, 6.97662131e-01, 8.34987700e-05, 1.47223095e+03
29.250, 6.97878357e-01, 8.35359211e-05, 1.47210939e+03
29.350, 6.98094061e-01, 8.35730024e-05, 1.47198838e+03
29.450, 6.98309245e-01, 8.36100143e-05, 1.47186792e+03
29.550, 6.98523908e-01, 8.36469565e-05, 1.47174801e+03
29.650, 6.98738061e-01, 8.36838308e-05, 1.47162865e+03
29.750, 6.98951704e-01, 8.37206368e-05, 1.47150982e+03
29.850, 6.99164839e-01, 8.37573751e-05, 1.47139154e+03
29.950, 6.99377469e-01, 8.37940459e-05, 1.47127379e+03
30.050, 6.99589593e-01, 8.38306490e-05, 1.47115658e+03
30.150, 6.99801222e-01, 8.38671862e-05, 1.47103989e+03
30.250, 7.00012355e-01, 8.39036570e-05, 1.47092373e+03
30.350, 7.00222994e-01, 8.39400619e-05, 1.47080810e+03
30.450, 7.00433143e-01, 8.39764013e-05, 1.47069298e+03
30.550, 7.00642800e-01, 8.40126748e-05, 1.47057838e+03
30.650, 7.00851975e-01, 8.40488842e-05, 1.47046430e+03
30.750, 7.01060668e-01, 8.40850290e-05, 1.47035073e+03
30.850, 7.01268882e-01, 8.41211098e-05, 1.47023766e+03
30.950, 7.01476618e-01, 8.41571268e-05, 1.47012511e+03
31.050, 7.01683875e-01, 8.41930797e-05, 1.47001305e+03
31.150, 7.01890665e-01, 8.42289702e-05, 1.46990150e+03
31.250, 7.02096985e-01, 8.42647979e-05, 1.46979045e+03
31.350, 7.02302838e-01, 8.43005633e-05, 1.46967988e+03
31.450, 7.02508227e-01, 8.43362665e-05, 1.46956982e+03
31.550, 7.02713150e-01, 8.43719074e-05, 1.46946024e+03
31.650, 7.02917618e-01, 8.44074875e-05, 1.46935115e+03
31.750, 7.03121629e-01, 8.44430065e-05, 1.46924254e+03
31.850, 7.03325185e-01, 8.44784647e-05, 1.46913441e+03
31.950, 7.03528290e-01, 8.45138625e-05, 1.46902677e+03
32.050, 7.03730940e-01, 8.45491995e-05, 1.46891960e+03
32.150, 7.03933152e-01, 8.45844780e-05, 1.46881290e+03
32.250, 7.04134910e-01, 8.46196957e-05, 1.46870667e+03
32.350, 7.04336226e-01, 8.46548541e-05, 1.46860092e+03
32.450, 7.04537110e-01, 8.46899550e-05, 1.46849563e+03
32.550, 7.04737548e-01, 8.47249960e-05, 1.46839080e+03
32.650, 7.04937557e-01, 8.47599799e-05, 1.46828644e+03
32.750, 7.05137126e-01, 8.47949046e-05, 1.46818253e+03
32.850, 7.05336263e-01, 8.48297715e-05, 1.46807908e+03
32.950, 7.05534979e-01, 8.48645824e-05, 1.46797609e+03
33.050, 7.05733261e-01, 8.48993348e-05, 1.46787354e+03
33.150, 7.05931125e-01, 8.49340317e-05, 1.46777145e+03
33.250, 7.06128560e-01, 8.49686707e-05, 1.46766980e+03
33.350, 7.06325574e-01, 8.50032535e-05, 1.46756860e+03
33.450, 7.06522177e-01, 8.50377815e-05, 1.46746784e+03
33.550, 7.06718357e-01, 8.50722526e-05, 1.46736752e+03
33.650, 7.06914130e-01, 8.51066695e-05, 1.46726764e+03
33.750, 7.07109484e-01, 8.51410300e-05, 1.46716820e+03
33.850, 7.07304428e-01, 8.51753356e-05, 1.46706918e+03
33.950, 7.07498972e-01, 8.52095879e-05, 1.46697060e+03
34.050, 7.07693102e-01, 8.52437845e-05, 1.46687245e+03
34.150, 7.07886837e-01, 8.52779283e-05, 1.46677472e+03
34.250, 7.08080162e-01, 8.53120170e-05, 1.46667742e+03
34.350, 7.08273087e-01, 8.53460522e-05, 1.46658055e+03
34.450, 7.08465622e-01, 8.53800354e-05, 1.46648409e+03
34.550, 7.08657753e-01, 8.54139642e-05, 1.46638805e+03
34.650, 7.08849499e-01, 8.54478416e-05, 1.46629242e+03
34.750, 7.09040844e-01, 8.54816652e-05, 1.46619722e+03
34.850, 7.09231800e-01, 8.55154364e-05, 1.46610242e+03
34.950, 7.09422375e-01, 8.55491570e-05, 1.46600803e+03
35.050, 7.09612557e-01, 8.55828245e-05, 1.46591405e+03
35.150, 7.09802361e-01, 8.56164417e-05, 1.46582048e+03
35.250, 7.09991775e-01, 8.56500065e-05, 1.46572731e+03
35.350, 7.10180809e-01, 8.56835201e-05, 1.46563454e+03
35.450, 7.10369471e-01, 8.57169843e-05, 1.46554217e+03
35.550, 7.10557749e-01, 8.57503967e-05, 1.46545021e+03
35.650, 7.10745659e-01, 8.57837600e-05, 1.46535863e+03
35.750, 7.10933189e-01, 8.58170720e-05, 1.46526745e+03
35.850, 7.11120347e-01, 8.58503341e-05, 1.46517667e+03
35.950, 7.11307142e-01, 8.58835480e-05, 1.46508627e+03
36.050, 7.11493562e-01, 8.59167112e-05, 1.46499626e+03
36.150, 7.11679622e-01, 8.59498265e-05, 1.46490664e+03
36.250, 7.11865311e-01, 8.59828917e-05, 1.46481740e+03
36.350, 7.12050637e-01, 8.60159082e-05, 1.46472855e+03
36.450, 7.12235609e-01, 8.60488775e-05, 1.46464007e+03
36.550, 7.12420215e-01, 8.60817974e-05, 1.46455198e+03
36.650, 7.12604469e-01, 8.61146705e-05, 1.46446426e+03
36.750, 7.12788361e-01, 8.61474946e-05, 1.46437691e+03
36.850, 7.12971898e-01, 8.61802712e-05, 1.46428995e+03
36.950, 7.13155089e-01, 8.62130016e-05, 1.46420335e+03
37.050, 7.13337923e-01, 8.62456838e-05, 1.46411712e+03
37.150, 7.13520413e-01, 8.62783203e-05, 1.46403126e+03
37.250, 7.13702549e-01, 8.63109088e-05, 1.46394577e+03
37.350, 7.13884339e-01, 8.63434509e-05, 1.46386065e+03
37.450, 7.14065791e-01, 8.63759480e-05, 1.46377588e+03
37.550, 7.14246893e-01, 8.64083979e-05, 1.46369148e+03
37.650, 7.14427660e-01, 8.64408031e-05, 1.46360744e+03
37.750, 7.14608081e-01, 8.64731615e-05, 1.46352375e+03
37.850, 7.14788163e-01, 8.65054745e-05, 1.46344043e+03
37.950, 7.14967916e-01, 8.65377436e-05, 1.46335745e+03
38.050, 7.15147326e-01, 8.65699664e-05, 1.46327484e+03
38.150, 7.15326409e-01, 8.66021456e-05, 1.46319257e+03
38.250, 7.15505154e-01, 8.66342791e-05, 1.46311065e+03
38.350, 7.15683567e-01, 8.66663681e-05, 1.46302908e+03
38.450, 7.15861659e-01, 8.66984143e-05, 1.46294786e+03
38.550, 7.16039415e-01, 8.67304152e-05, 1.46286698e+03
38.650, 7.16216853e-01, 8.67623735e-05, 1.46278644e+03
38.750, 7.16393959e-01, 8.67942870e-05, 1.46270625e+03
38.850, 7.16570741e-01, 8.68261572e-05, 1.46262640e+03
38.950, 7.16747209e-01, 8.68579854e-05, 1.46254688e+03
39.050, 7.16923349e-01, 8.68897693e-05, 1.46246771e+03
39.150, 7.17099177e-01, 8.69215117e-05, 1.46238887e+03
39.250, 7.17274681e-01, 8.69532102e-05, 1.46231036e+03
39.350, 7.17449869e-01, 8.69848663e-05, 1.46223219e+03
39.450, 7.17624749e-01, 8.70164814e-05, 1.46215435e+03
39.550, 7.17799309e-01, 8.70480532e-05, 1.46207684e+03
39.650, 7.17973563e-01, 8.70795843e-05, 1.46199965e+03
39.750, 7.18147501e-01, 8.71110726e-05, 1.46192280e+03
39.850, 7.18321129e-01, 8.71425193e-05, 1.46184627e+03
39.950, 7.18494456e-01, 8.71739260e-05, 1.46177006e+03
40.050, 7.18667470e-01, 8.72052903e-05, 1.46169417e+03
40.150, 7.18840186e-01, 8.72366149e-05, 1.46161861e+03
40.250, 7.19012591e-01, 8.72678975e-05, 1.46154337e+03
40.350, 7.19184694e-01, 8.72991395e-05, 1.46146844e+03
40.450, 7.19356502e-01, 8.73303422e-05, 1.46139383e+03
40.550, 7.19528004e-01, 8.73615036e-05, 1.46131954e+03
40.650, 7.19699214e-01, 8.73926260e-05, 1.46124556e+03
40.750, 7.19870121e-01, 8.74237074e-05, 1.46117190e+03
40.850, 7.20040731e-01, 8.74547491e-05, 1.46109854e+03
