pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
1.055, 3.89463335e-03, 2.13441197e-05, 3.10773309e+03
1.065, 3.93240012e-03, 2.13433074e-05, 3.10750651e+03
1.075, 3.97018321e-03, 2.13424958e-05, 3.10727978e+03
1.085, 4.00798306e-03, 2.13416848e-05, 3.10705292e+03
1.095, 4.04579972e-03, 2.13408744e-05, 3.10682592e+03
1.105, 4.08363321e-03, 2.13400648e-05, 3.10659879e+03
1.115, 4.12148354e-03, 2.13392557e-05, 3.10637151e+03
1.125, 4.15935074e-03, 2.13384473e-05, 3.10614409e+03
1.135, 4.19723484e-03, 2.13376396e-05, 3.10591653e+03
1.145, 4.23513586e-03, 2.13368325e-05, 3.10568883e+03
1.155, 4.27305381e-03, 2.13360261e-05, 3.10546099e+03
1.165, 4.31098873e-03, 2.13352203e-05, 3.10523301e+03
1.175, 4.34894065e-03, 2.13344152e-05, 3.10500489e+03
1.185, 4.38690957e-03, 2.13336108e-05, 3.10477663e+03
1.195, 4.42489598e-03, 2.13328069e-05, 3.10454822e+03
1.205, 4.46289900e-03, 2.13320038e-05, 3.10431968e+03
1.215, 4.50091911e-03, 2.13312013e-05, 3.10409099e+03
1.225, 4.53895632e-03, 2.13303994e-05, 3.10386217e+03
1.235, 4.57701067e-03, 2.13295983e-05, 3.10363320e+03
1.245, 4.61508217e-03, 2.13287977e-05, 3.10340409e+03
1.255, 4.65317085e-03, 2.13279979e-05, 3.10317484e+03
1.265, 4.69127674e-03, 2.13271987e-05, 3.10294544e+03
1.275, 4.72939986e-03, 2.13264001e-05, 3.10271591e+03
1.285, 4.76754023e-03, 2.13256022e-05, 3.10248623e+03
1.295, 4.80569788e-03, 2.13248050e-05, 3.10225641e+03
1.305, 4.84387283e-03, 2.13240084e-05, 3.10202644e+03
1.315, 4.88206556e-03, 2.13232125e-05, 3.10179633e+03
1.325, 4.92027519e-03, 2.13224172e-05, 3.10156608e+03
1.335, 4.95850219e-03, 2.13216227e-05, 3.10133569e+03
1.345, 4.99674660e-03, 2.13208287e-05, 3.10110515e+03
1.355, 5.03500843e-03, 2.13200355e-05, 3.10087447e+03
1.365, 5.07328771e-03, 2.13192429e-05, 3.10064365e+03
1.375, 5.11158446e-03, 2.13184510e-05, 3.10041268e+03
1.385, 5.14989871e-03, 2.13176597e-05, 3.10018157e+03
1.395, 5.18823049e-03, 2.13168691e-05, 3.09995031e+03
1.405, 5.22657982e-03, 2.13160792e-05, 3.09971891e+03
1.415, 5.26494672e-03, 2.13152899e-05, 3.09948737e+03
1.425, 5.30333122e-03, 2.13145013e-05, 3.09925568e+03
1.435, 5.34173335e-03, 2.13137134e-05, 3.09902385e+03
1.445, 5.38015358e-03, 2.13129261e-05, 3.09879186e+03
1.455, 5.41859104e-03, 2.13121395e-05, 3.09855974e+03
1.465, 5.45704619e-03, 2.13113536e-05, 3.09832747e+03
1.475, 5.49551907e-03, 2.13105683e-05, 3.09809505e+03
1.485, 5.53400969e-03, 2.13097837e-05, 3.09786249e+03
1.495, 5.57251810e-03, 2.13089998e-05, 3.09762979e+03
1.505, 5.61104431e-03, 2.13082166e-05, 3.09739693e+03
1.515, 5.64958834e-03, 2.13074340e-05, 3.09716393e+03
1.525, 5.68815023e-03, 2.13066521e-05, 3.09693079e+03
1.535, 5.72673000e-03, 2.13058709e-05, 3.09669750e+03
1.545, 5.76532767e-03, 2.13050903e-05, 3.09646406e+03
1.555, 5.80394327e-03, 2.13043105e-05, 3.09623048e+03
1.565, 5.84257729e-03, 2.13035313e-05, 3.09599674e+03
1.575, 5.88122884e-03, 2.13027527e-05, 3.09576286e+03
1.585, 5.91989839e-03, 2.13019749e-05, 3.09552884e+03
1.595, 5.95858597e-03, 2.13011977e-05, 3.09529466e+03
1.605, 5.99729162e-03, 2.13004212e-05, 3.09506034e+03
1.615, 6.03601535e-03, 2.12996454e-05, 3.09482587e+03
1.625, 6.07475720e-03, 2.12988703e-05, 3.09459126e+03
1.635, 6.11351718e-03, 2.12980958e-05, 3.09435649e+03
1.645, 6.15229534e-03, 2.12973221e-05, 3.09412158e+03
1.655, 6.19109168e-03, 2.12965490e-05, 3.09388652e+03
1.665, 6.22990624e-03, 2.12957765e-05, 3.09365131e+03
1.675, 6.26873905e-03, 2.12950048e-05, 3.09341595e+03
1.685, 6.30759012e-03, 2.12942338e-05, 3.09318044e+03
1.695, 6.34645996e-03, 2.12934634e-05, 3.09294478e+03
1.705, 6.38534767e-03, 2.12926937e-05, 3.09270898e+03
1.715, 6.42425372e-03, 2.12919247e-05, 3.09247302e+03
1.725, 6.46317815e-03, 2.12911564e-05, 3.09223692e+03
1.735, 6.50212099e-03, 2.12903887e-05, 3.09200066e+03
1.745, 6.54108226e-03, 2.12896218e-05, 3.09176426e+03
1.755, 6.58006198e-03, 2.12888555e-05, 3.09152771e+03
1.765, 6.61906020e-03, 2.12880900e-05, 3.09129100e+03
1.775, 6.65807693e-03, 2.12873251e-05, 3.09105415e+03
1.785, 6.69711220e-03, 2.12865609e-05, 3.09081714e+03
1.795, 6.73616603e-03, 2.12857974e-05, 3.09057999e+03
1.805, 6.77523846e-03, 2.12850346e-05, 3.09034268e+03
1.815, 6.81432998e-03, 2.12842724e-05, 3.09010522e+03
1.825, 6.85343969e-03, 2.12835110e-05, 3.08986761e+03
1.835, 6.89256807e-03, 2.12827502e-05, 3.08962985e+03
1.845, 6.93171516e-03, 2.12819902e-05, 3.08939194e+03
1.855, 6.97088097e-03, 2.12812308e-05, 3.08915388e+03
1.865, 7.01006555e-03, 2.12804722e-05, 3.08891567e+03
1.875, 7.04926892e-03, 2.12797142e-05, 3.08867730e+03
1.885, 7.08849110e-03, 2.12789569e-05, 3.08843878e+03
1.895, 7.12773213e-03, 2.12782003e-05, 3.08820011e+03
1.905, 7.16699203e-03, 2.12774444e-05, 3.08796129e+03
1.915, 7.20627082e-03, 2.12766892e-05, 3.08772231e+03
1.925, 7.24556855e-03, 2.12759347e-05, 3.08748318e+03
1.935, 7.28488523e-03, 2.12751809e-05, 3.08724390e+03
1.945, 7.32422136e-03, 2.12744278e-05, 3.08700447e+03
1.955, 7.36357603e-03, 2.12736754e-05, 3.08676488e+03
1.965, 7.40294975e-03, 2.12729237e-05, 3.08652514e+03
1.975, 7.44234253e-03, 2.12721727e-05, 3.08628524e+03
1.985, 7.48175441e-03, 2.12714224e-05, 3.08604519e+03
1.995, 7.52118542e-03, 2.12706728e-05, 3.08580499e+03
2.005, 7.56063605e-03, 2.12699239e-05, 3.08556463e+03
2.015, 7.60010539e-03, 2.12691757e-05, 3.08532412e+03
2.025, 7.63959395e-03, 2.12684282e-05, 3.08508346e+03
2.035, 7.67910174e-03, 2.12676814e-05, 3.08484264e+03
2.045, 7.71862880e-03, 2.12669354e-05, 3.08460167e+03
2.055, 7.75817516e-03, 2.12661900e-05, 3.08436054e+03
2.065, 7.79774085e-03, 2.12654453e-05, 3.08411925e+03
2.075, 7.83732589e-03, 2.12647013e-05, 3.08387781e+03
2.085, 7.87693031e-03, 2.12639581e-05, 3.08363622e+03
2.095, 7.91655415e-03, 2.12632155e-05, 3.08339447e+03
2.105, 7.95619744e-03, 2.12624737e-05, 3.08315256e+03
2.115, 7.99586019e-03, 2.12617326e-05, 3.08291050e+03
2.125, 8.03554244e-03, 2.12609921e-05, 3.08266828e+03
2.135, 8.07524423e-03, 2.12602524e-05, 3.08242591e+03
2.145, 8.11496558e-03, 2.12595134e-05, 3.08218338e+03
2.155, 8.15470651e-03, 2.12587751e-05, 3.08194069e+03
2.165, 8.19446707e-03, 2.12580376e-05, 3.08169785e+03
2.175, 8.23424727e-03, 2.12573007e-05, 3.08145485e+03
2.185, 8.27404715e-03, 2.12565646e-05, 3.08121169e+03
2.195, 8.31386674e-03, 2.12558291e-05, 3.08096838e+03
2.205, 8.35370607e-03, 2.12550944e-05, 3.08072491e+03
2.215, 8.39356516e-03, 2.12543604e-05, 3.08048128e+03
2.225, 8.43344406e-03, 2.12536271e-05, 3.08023749e+03
2.235, 8.47334278e-03, 2.12528946e-05, 3.07999355e+03
2.245, 8.51326136e-03, 2.12521627e-05, 3.07974944e+03
2.255, 8.55320078e-03, 2.12514316e-05, 3.07950518e+03
2.265, 8.59315917e-03, 2.12507011e-05, 3.07926076e+03
2.275, 8.63313750e-03, 2.12499715e-05, 3.07901618e+03
2.285, 8.67313582e-03, 2.12492425e-05, 3.07877144e+03
2.295, 8.71315414e-03, 2.12485142e-05, 3.07852655e+03
2.305, 8.75319250e-03, 2.12477867e-05, 3.07828149e+03
2.315, 8.79325094e-03, 2.12470599e-05, 3.07803628e+03
2.325, 8.83332948e-03, 2.12463338e-05, 3.07779091e+03
2.335, 8.87342814e-03, 2.12456085e-05, 3.07754538e+03
2.345, 8.91354697e-03, 2.12448838e-05, 3.07729968e+03
2.355, 8.95368600e-03, 2.12441599e-05, 3.07705383e+03
2.365, 8.99384525e-03, 2.12434368e-05, 3.07680782e+03
2.375, 9.03402475e-03, 2.12427143e-05, 3.07656165e+03
2.385, 9.07422454e-03, 2.12419926e-05, 3.07631531e+03
2.395, 9.11444465e-03, 2.12412716e-05, 3.07606882e+03
2.405, 9.15468511e-03, 2.12405513e-05, 3.07582217e+03
2.415, 9.19494595e-03, 2.12398318e-05, 3.07557535e+03
2.425, 9.23522720e-03, 2.12391130e-05, 3.07532838e+03
2.435, 9.27552889e-03, 2.12383949e-05, 3.07508124e+03
2.445, 9.31585105e-03, 2.12376776e-05, 3.07483394e+03
2.455, 9.35619373e-03, 2.12369610e-05, 3.07458648e+03
2.465, 9.39655694e-03, 2.12362451e-05, 3.07433886e+03
2.475, 9.43694072e-03, 2.12355300e-05, 3.07409108e+03
2.485, 9.47734510e-03, 2.12348156e-05, 3.07384313e+03
2.495, 9.51777011e-03, 2.12341019e-05, 3.07359502e+03
2.505, 9.55821675e-03, 2.12333890e-05, 3.07334675e+03
2.515, 9.59868313e-03, 2.12326768e-05, 3.07309831e+03
2.525, 9.63917023e-03, 2.12319653e-05, 3.07284972e+03
2.535, 9.67967809e-03, 2.12312546e-05, 3.07260096e+03
2.545, 9.72020675e-03, 2.12305446e-05, 3.07235204e+03
2.555, 9.76075623e-03, 2.12298354e-05, 3.07210295e+03
2.565, 9.80132657e-03, 2.12291269e-05, 3.07185371e+03
2.575, 9.84191780e-03, 2.12284192e-05, 3.07160429e+03
2.585, 9.88252996e-03, 2.12277122e-05, 3.07135472e+03
2.595, 9.92316307e-03, 2.12270059e-05, 3.07110498e+03
2.605, 9.96381716e-03, 2.12263004e-05, 3.07085507e+03
2.615, 1.00044923e-02, 2.12255956e-05, 3.07060501e+03
2.625, 1.00451884e-02, 2.12248916e-05, 3.07035477e+03
2.635, 1.00859057e-02, 2.12241883e-05, 3.07010438e+03
2.645, 1.01266441e-02, 2.12234858e-05, 3.06985381e+03
2.655, 1.01674036e-02, 2.12227840e-05, 3.06960309e+03
2.665, 1.02081843e-02, 2.12220830e-05, 3.06935220e+03
2.675, 1.02489862e-02, 2.12213827e-05, 3.06910114e+03
2.685, 1.02898094e-02, 2.12206831e-05, 3.06884991e+03
2.695, 1.03306539e-02, 2.12199844e-05, 3.06859853e+03
2.705, 1.03715197e-02, 2.12192863e-05, 3.06834697e+03
2.715, 1.04124068e-02, 2.12185890e-05, 3.06809525e+03
2.725, 1.04533153e-02, 2.12178925e-05, 3.06784336e+03
2.735, 1.04942453e-02, 2.12171968e-05, 3.06759131e+03
2.745, 1.05351967e-02, 2.12165017e-05, 3.06733909e+03
2.755, 1.05761705e-02, 2.12158075e-05, 3.06708670e+03
2.765, 1.06171649e-02, 2.12151140e-05, 3.06683414e+03
2.775, 1.06581809e-02, 2.12144212e-05, 3.06658142e+03
2.785, 1.06992184e-02, 2.12137292e-05, 3.06632854e+03
2.795, 1.07402776e-02, 2.12130380e-05, 3.06607548e+03
2.805, 1.07813584e-02, 2.12123476e-05, 3.06582226e+03
2.815, 1.08224609e-02, 2.12116579e-05, 3.06556887e+03
2.825, 1.08635852e-02, 2.12109689e-05, 3.06531531e+03
2.835, 1.09047311e-02, 2.12102807e-05, 3.06506158e+03
2.845, 1.09458989e-02, 2.12095933e-05, 3.06480768e+03
2.855, 1.09870886e-02, 2.12089067e-05, 3.06455362e+03
2.865, 1.10283000e-02, 2.12082208e-05, 3.06429939e+03
2.875, 1.10695334e-02, 2.12075357e-05, 3.06404499e+03
2.885, 1.11107887e-02, 2.12068513e-05, 3.06379042e+03
2.895, 1.11520660e-02, 2.12061677e-05, 3.06353568e+03
2.905, 1.11933653e-02, 2.12054849e-05, 3.06328077e+03
2.915, 1.12346866e-02, 2.12048029e-05, 3.06302569e+03
2.925, 1.12760300e-02, 2.12041216e-05, 3.06277044e+03
2.935, 1.13173955e-02, 2.12034411e-05, 3.06251502e+03
2.945, 1.13587831e-02, 2.12027614e-05, 3.06225943e+03
2.955, 1.14001929e-02, 2.12020824e-05, 3.06200367e+03
2.965, 1.14416249e-02, 2.12014042e-05, 3.06174774e+03
2.975, 1.14830792e-02, 2.12007268e-05, 3.06149164e+03
2.985, 1.15245558e-02, 2.12000502e-05, 3.06123537e+03
2.995, 1.15660547e-02, 2.11993743e-05, 3.06097893e+03
3.005, 1.16075769e-02, 2.11986992e-05, 3.06072231e+03
3.015, 1.16491205e-02, 2.11980249e-05, 3.06046552e+03
3.025, 1.16906866e-02, 2.11973514e-05, 3.06020856e+03
3.035, 1.17322751e-02, 2.11966787e-05, 3.05995144e+03
3.045, 1.17738861e-02, 2.11960067e-05, 3.05969414e+03
3.055, 1.18155197e-02, 2.11953355e-05, 3.05943666e+03
3.065, 1.18571758e-02, 2.11946651e-05, 3.05917902e+03
3.075, 1.18988546e-02, 2.11939955e-05, 3.05892120e+03
3.085, 1.19405559e-02, 2.11933267e-05, 3.05866321e+03
3.095, 1.19822800e-02, 2.11926586e-05, 3.05840505e+03
3.105, 1.20240268e-02, 2.11919913e-05, 3.05814671e+03
3.115, 1.20657963e-02, 2.11913249e-05, 3.05788820e+03
3.125, 1.21075886e-02, 2.11906592e-05, 3.05762952e+03
3.135, 1.21494038e-02, 2.11899943e-05, 3.05737066e+03
3.145, 1.21912418e-02, 2.11893302e-05, 3.05711163e+03
3.155, 1.22331028e-02, 2.11886669e-05, 3.05685242e+03
3.165, 1.22749866e-02, 2.11880043e-05, 3.05659304e+03
3.175, 1.23168935e-02, 2.11873426e-05, 3.05633349e+03
3.185, 1.23588233e-02, 2.11866816e-05, 3.05607376e+03
3.195, 1.24007762e-02, 2.11860215e-05, 3.05581386e+03
3.205, 1.24427522e-02, 2.11853621e-05, 3.05555378e+03
3.215, 1.24847513e-02, 2.11847036e-05, 3.05529353e+03
3.225, 1.25267736e-02, 2.11840458e-05, 3.05503310e+03
3.235, 1.25688191e-02, 2.11833889e-05, 3.05477250e+03
3.245, 1.26108878e-02, 2.11827327e-05, 3.05451172e+03
3.255, 1.26529808e-02, 2.11820773e-05, 3.05425075e+03
3.265, 1.26950962e-02, 2.11814228e-05, 3.05398962e+03
3.275, 1.27372348e-02, 2.11807690e-05, 3.05372831e+03
3.285, 1.27793969e-02, 2.11801160e-05, 3.05346683e+03
3.295, 1.28215824e-02, 2.11794639e-05, 3.05320517e+03
3.305, 1.28637914e-02, 2.11788125e-05, 3.05294333e+03
3.315, 1.29060238e-02, 2.11781620e-05, 3.05268131e+03
3.325, 1.29482798e-02, 2.11775122e-05, 3.05241912e+03
3.335, 1.29905594e-02, 2.11768633e-05, 3.05215675e+03
3.345, 1.30328627e-02, 2.11762152e-05, 3.05189420e+03
3.355, 1.30751895e-02, 2.11755679e-05, 3.05163147e+03
3.365, 1.31175401e-02, 2.11749214e-05, 3.05136857e+03
3.375, 1.31599144e-02, 2.11742757e-05, 3.05110549e+03
3.385, 1.32023125e-02, 2.11736308e-05, 3.05084223e+03
3.395, 1.32447345e-02, 2.11729867e-05, 3.05057879e+03
3.405, 1.32871802e-02, 2.11723434e-05, 3.05031517e+03
3.415, 1.33296499e-02, 2.11717010e-05, 3.05005137e+03
3.425, 1.33721435e-02, 2.11710594e-05, 3.04978739e+03
3.435, 1.34146611e-02, 2.11704186e-05, 3.04952324e+03
3.445, 1.34572027e-02, 2.11697786e-05, 3.04925890e+03
3.455, 1.34997683e-02, 2.11691394e-05, 3.04899439e+03
3.465, 1.35423581e-02, 2.11685011e-05, 3.04872969e+03
3.475, 1.35849720e-02, 2.11678635e-05, 3.04846481e+03
3.485, 1.36276100e-02, 2.11672268e-05, 3.04819976e+03
3.495, 1.36702723e-02, 2.11665909e-05, 3.04793452e+03
3.505, 1.37129598e-02, 2.11659559e-05, 3.04766909e+03
3.515, 1.37556707e-02, 2.11653216e-05, 3.04740349e+03
3.525, 1.37984058e-02, 2.11646882e-05, 3.04713771e+03
3.535, 1.38411653e-02, 2.11640556e-05, 3.04687175e+03
3.545, 1.38839493e-02, 2.11634239e-05, 3.04660561e+03
3.555, 1.39267577e-02, 2.11627929e-05, 3.04633928e+03
3.565, 1.39695906e-02, 2.11621628e-05, 3.04607277e+03
3.575, 1.40124480e-02, 2.11615336e-05, 3.04580608e+03
3.585, 1.40553301e-02, 2.11609051e-05, 3.04553921e+03
3.595, 1.40982367e-02, 2.11602775e-05, 3.04527215e+03
3.605, 1.41411680e-02, 2.11596508e-05, 3.04500492e+03
3.615, 1.41841240e-02, 2.11590248e-05, 3.04473749e+03
3.625, 1.42271048e-02, 2.11583997e-05, 3.04446989e+03
3.635, 1.42701103e-02, 2.11577755e-05, 3.04420210e+03
3.645, 1.43131407e-02, 2.11571520e-05, 3.04393413e+03
3.655, 1.43561959e-02, 2.11565295e-05, 3.04366597e+03
3.665, 1.43992761e-02, 2.11559077e-05, 3.04339763e+03
3.675, 1.44423812e-02, 2.11552868e-05, 3.04312910e+03
3.685, 1.44855113e-02, 2.11546668e-05, 3.04286039e+03
3.695, 1.45286664e-02, 2.11540475e-05, 3.04259150e+03
3.705, 1.45718466e-02, 2.11534292e-05, 3.04232242e+03
3.715, 1.46150520e-02, 2.11528116e-05, 3.04205316e+03
3.725, 1.46582825e-02, 2.11521950e-05, 3.04178371e+03
3.735, 1.47015382e-02, 2.11515791e-05, 3.04151407e+03
3.745, 1.47448191e-02, 2.11509642e-05, 3.04124425e+03
3.755, 1.47881264e-02, 2.11503500e-05, 3.04097423e+03
3.765, 1.48314580e-02, 2.11497367e-05, 3.04070404e+03
3.775, 1.48748150e-02, 2.11491243e-05, 3.04043366e+03
3.785, 1.49181974e-02, 2.11485127e-05, 3.04016309e+03
3.795, 1.49616052e-02, 2.11479020e-05, 3.03989234e+03
3.805, 1.50050386e-02, 2.11472921e-05, 3.03962139e+03
3.815, 1.50484975e-02, 2.11466831e-05, 3.03935026e+03
3.825, 1.50919820e-02, 2.11460750e-05, 3.03907895e+03
3.835, 1.51354922e-02, 2.11454677e-05, 3.03880744e+03
3.845, 1.51790280e-02, 2.11448613e-05, 3.03853575e+03
3.855, 1.52225895e-02, 2.11442557e-05, 3.03826387e+03
3.865, 1.52661769e-02, 2.11436510e-05, 3.03799180e+03
3.875, 1.53097900e-02, 2.11430471e-05, 3.03771954e+03
3.885, 1.53534290e-02, 2.11424441e-05, 3.03744709e+03
3.895, 1.53970939e-02, 2.11418420e-05, 3.03717446e+03
3.905, 1.54407847e-02, 2.11412408e-05, 3.03690163e+03
3.915, 1.54845016e-02, 2.11406404e-05, 3.03662861e+03
3.925, 1.55282445e-02, 2.11400409e-05, 3.03635541e+03
3.935, 1.55720134e-02, 2.11394422e-05, 3.03608201e+03
3.945, 1.56158085e-02, 2.11388445e-05, 3.03580843e+03
3.955, 1.56596297e-02, 2.11382476e-05, 3.03553465e+03
3.965, 1.57034772e-02, 2.11376515e-05, 3.03526068e+03
3.975, 1.57473509e-02, 2.11370564e-05, 3.03498653e+03
3.985, 1.57912509e-02, 2.11364621e-05, 3.03471218e+03
3.995, 1.58351773e-02, 2.11358687e-05, 3.03443764e+03
4.005, 1.58791311e-02, 2.11352762e-05, 3.03416290e+03
4.015, 1.59231093e-02, 2.11346846e-05, 3.03388798e+03
4.025, 1.59671161e-02, 2.11340938e-05, 3.03361286e+03
4.035, 1.60111473e-02, 2.11335039e-05, 3.03333755e+03
4.045, 1.60552071e-02, 2.11329149e-05, 3.03306205e+03
4.055, 1.60992915e-02, 2.11323268e-05, 3.03278636e+03
4.065, 1.61434047e-02, 2.11317396e-05, 3.03251046e+03
4.075, 1.61875425e-02, 2.11311532e-05, 3.03223439e+03
4.085, 1.62317091e-02, 2.11305678e-05, 3.03195811e+03
4.095, 1.62759005e-02, 2.11299832e-05, 3.03168165e+03
4.105, 1.63201208e-02, 2.11293995e-05, 3.03140498e+03
4.115, 1.63643659e-02, 2.11288168e-05, 3.03112813e+03
