pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
24.725, 6.87516210e-01, 8.17776913e-05, 1.47822240e+03
24.735, 6.87540548e-01, 8.17817690e-05, 1.47820737e+03
24.745, 6.87564879e-01, 8.17858457e-05, 1.47819235e+03
24.755, 6.87589198e-01, 8.17899206e-05, 1.47817734e+03
24.765, 6.87613515e-01, 8.17939954e-05, 1.47816233e+03
24.775, 6.87637825e-01, 8.17980693e-05, 1.47814733e+03
24.785, 6.87662128e-01, 8.18021422e-05, 1.47813234e+03
24.795, 6.87686423e-01, 8.18062142e-05, 1.47811735e+03
24.805, 6.87710712e-01, 8.18102853e-05, 1.47810238e+03
24.815, 6.87734994e-01, 8.18143554e-05, 1.47808741e+03
24.825, 6.87759269e-01, 8.18184245e-05, 1.47807244e+03
24.835, 6.87783532e-01, 8.18224920e-05, 1.47805749e+03
24.845, 6.87807792e-01, 8.18265593e-05, 1.47804254e+03
24.855, 6.87832046e-01, 8.18306256e-05, 1.47802760e+03
24.865, 6.87856293e-01, 8.18346911e-05, 1.47801267e+03
24.875, 6.87880532e-01, 8.18387556e-05, 1.47799775e+03
24.885, 6.87904765e-01, 8.18428191e-05, 1.47798283e+03
24.895, 6.87928991e-01, 8.18468818e-05, 1.47796792e+03
24.905, 6.87953209e-01, 8.18509435e-05, 1.47795301e+03
24.915, 6.87977421e-01, 8.18550042e-05, 1.47793812e+03
24.925, 6.88001621e-01, 8.18590633e-05, 1.47792323e+03
24.935, 6.88025819e-01, 8.18631222e-05, 1.47790835e+03
24.945, 6.88050010e-01, 8.18671801e-05, 1.47789347e+03
24.955, 6.88074194e-01, 8.18712372e-05, 1.47787861e+03
24.965, 6.88098371e-01, 8.18752933e-05, 1.47786375e+03
24.975, 6.88122541e-01, 8.18793485e-05, 1.47784890e+03
24.985, 6.88146704e-01, 8.18834028e-05, 1.47783405e+03
24.995, 6.88170860e-01, 8.18874561e-05, 1.47781921e+03
25.005, 6.88195005e-01, 8.18915077e-05, 1.47780439e+03
25.015, 6.88219147e-01, 8.18955592e-05, 1.47778956e+03
25.025, 6.88243282e-01, 8.18996098e-05, 1.47777475e+03
25.035, 6.88267411e-01, 8.19036594e-05, 1.47775994e+03
25.045, 6.88291533e-01, 8.19077082e-05, 1.47774514e+03
25.055, 6.88315647e-01, 8.19117559e-05, 1.47773034e+03
25.065, 6.88339755e-01, 8.19158028e-05, 1.47771556e+03
25.075, 6.88363856e-01, 8.19198488e-05, 1.47770078e+03
25.085, 6.88387945e-01, 8.19238930e-05, 1.47768601e+03
25.095, 6.88412032e-01, 8.19279372e-05, 1.47767124e+03
25.105, 6.88436113e-01, 8.19319804e-05, 1.47765649e+03
25.115, 6.88460186e-01, 8.19360226e-05, 1.47764174e+03
25.125, 6.88484252e-01, 8.19400640e-05, 1.47762699e+03
25.135, 6.88508312e-01, 8.19441045e-05, 1.47761226e+03
25.145, 6.88532365e-01, 8.19481440e-05, 1.47759753e+03
25.155, 6.88556411e-01, 8.19521826e-05, 1.47758281e+03
25.165, 6.88580450e-01, 8.19562203e-05, 1.47756809e+03
25.175, 6.88604477e-01, 8.19602563e-05, 1.47755339e+03
25.185, 6.88628503e-01, 8.19642922e-05, 1.47753869e+03
25.195, 6.88652521e-01, 8.19683272e-05, 1.47752400e+03
25.205, 6.88676533e-01, 8.19723612e-05, 1.47750931e+03
25.215, 6.88700538e-01, 8.19763944e-05, 1.47749463e+03
25.225, 6.88724536e-01, 8.19804266e-05, 1.47747996e+03
25.235, 6.88748527e-01, 8.19844579e-05, 1.47746530e+03
25.245, 6.88772512e-01, 8.19884883e-05, 1.47745064e+03
25.255, 6.88796485e-01, 8.19925171e-05, 1.47743599e+03
25.265, 6.88820456e-01, 8.19965457e-05, 1.47742135e+03
25.275, 6.88844420e-01, 8.20005733e-05, 1.47740672e+03
25.285, 6.88868377e-01, 8.20046001e-05, 1.47739209e+03
25.295, 6.88892328e-01, 8.20086260e-05, 1.47737747e+03
25.305, 6.88916272e-01, 8.20126510e-05, 1.47736286e+03
25.315, 6.88940209e-01, 8.20166750e-05, 1.47734825e+03
25.325, 6.88964139e-01, 8.20206982e-05, 1.47733365e+03
25.335, 6.88988058e-01, 8.20247197e-05, 1.47731906e+03
25.345, 6.89011974e-01, 8.20287411e-05, 1.47730448e+03
25.355, 6.89035884e-01, 8.20327615e-05, 1.47728990e+03
25.365, 6.89059787e-01, 8.20367811e-05, 1.47727533e+03
25.375, 6.89083684e-01, 8.20407997e-05, 1.47726076e+03
25.385, 6.89107574e-01, 8.20448175e-05, 1.47724621e+03
25.395, 6.89131457e-01, 8.20488344e-05, 1.47723166e+03
25.405, 6.89155333e-01, 8.20528503e-05, 1.47721711e+03
25.415, 6.89179202e-01, 8.20568654e-05, 1.47720258e+03
25.425, 6.89203061e-01, 8.20608788e-05, 1.47718805e+03
25.435, 6.89226917e-01, 8.20648920e-05, 1.47717353e+03
25.445, 6.89250766e-01, 8.20689044e-05, 1.47715902e+03
25.455, 6.89274609e-01, 8.20729159e-05, 1.47714451e+03
25.465, 6.89298445e-01, 8.20769265e-05, 1.47713001e+03
25.475, 6.89322274e-01, 8.20809362e-05, 1.47711552e+03
25.485, 6.89346097e-01, 8.20849450e-05, 1.47710103e+03
25.495, 6.89369913e-01, 8.20889529e-05, 1.47708655e+03
25.505, 6.89393717e-01, 8.20929591e-05, 1.47707209e+03
25.515, 6.89417520e-01, 8.20969652e-05, 1.47705762e+03
25.525, 6.89441316e-01, 8.21009705e-05, 1.47704316e+03
25.535, 6.89465105e-01, 8.21049748e-05, 1.47702871e+03
25.545, 6.89488887e-01, 8.21089783e-05, 1.47701427e+03
25.555, 6.89512663e-01, 8.21129808e-05, 1.47699983e+03
25.565, 6.89536433e-01, 8.21169825e-05, 1.47698540e+03
25.575, 6.89560195e-01, 8.21209833e-05, 1.47697098e+03
25.585, 6.89583947e-01, 8.21249824e-05, 1.47695657e+03
25.595, 6.89607696e-01, 8.21289814e-05, 1.47694216e+03
25.605, 6.89631439e-01, 8.21329796e-05, 1.47692776e+03
25.615, 6.89655175e-01, 8.21369768e-05, 1.47691337e+03
25.625, 6.89678904e-01, 8.21409732e-05, 1.47689898e+03
25.635, 6.89702627e-01, 8.21449686e-05, 1.47688460e+03
25.645, 6.89726343e-01, 8.21489632e-05, 1.47687022e+03
25.655, 6.89750053e-01, 8.21529569e-05, 1.47685586e+03
25.665, 6.89773756e-01, 8.21569498e-05, 1.47684150e+03
25.675, 6.89797448e-01, 8.21609410e-05, 1.47682715e+03
25.685, 6.89821138e-01, 8.21649320e-05, 1.47681280e+03
25.695, 6.89844821e-01, 8.21689222e-05, 1.47679846e+03
25.705, 6.89868497e-01, 8.21729115e-05, 1.47678413e+03
25.715, 6.89892167e-01, 8.21768999e-05, 1.47676981e+03
25.725, 6.89915831e-01, 8.21808875e-05, 1.47675549e+03
25.735, 6.89939488e-01, 8.21848742e-05, 1.47674118e+03
25.745, 6.89963138e-01, 8.21888600e-05, 1.47672688e+03
25.755, 6.89986778e-01, 8.21928441e-05, 1.47671258e+03
25.765, 6.90010415e-01, 8.21968282e-05, 1.47669829e+03
25.775, 6.90034045e-01, 8.22008113e-05, 1.47668401e+03
25.785, 6.90057670e-01, 8.22047936e-05, 1.47666973e+03
25.795, 6.90081287e-01, 8.22087751e-05, 1.47665546e+03
25.805, 6.90104898e-01, 8.22127556e-05, 1.47664120e+03
25.815, 6.90128503e-01, 8.22167353e-05, 1.47662695e+03
25.825, 6.90152101e-01, 8.22207141e-05, 1.47661270e+03
25.835, 6.90175688e-01, 8.22246913e-05, 1.47659846e+03
25.845, 6.90199273e-01, 8.22286684e-05, 1.47658422e+03
25.855, 6.90222851e-01, 8.22326445e-05, 1.47657000e+03
25.865, 6.90246423e-01, 8.22366199e-05, 1.47655577e+03
25.875, 6.90269988e-01, 8.22405943e-05, 1.47654156e+03
25.885, 6.90293547e-01, 8.22445679e-05, 1.47652735e+03
25.895, 6.90317100e-01, 8.22485406e-05, 1.47651315e+03
25.905, 6.90340646e-01, 8.22525125e-05, 1.47649896e+03
25.915, 6.90364185e-01, 8.22564835e-05, 1.47648477e+03
25.925, 6.90387713e-01, 8.22604529e-05, 1.47647060e+03
25.935, 6.90411240e-01, 8.22644221e-05, 1.47645642e+03
25.945, 6.90434760e-01, 8.22683905e-05, 1.47644226e+03
25.955, 6.90458273e-01, 8.22723580e-05, 1.47642810e+03
25.965, 6.90481781e-01, 8.22763247e-05, 1.47641394e+03
25.975, 6.90505281e-01, 8.22802905e-05, 1.47639980e+03
25.985, 6.90528775e-01, 8.22842555e-05, 1.47638566e+03
25.995, 6.90552263e-01, 8.22882195e-05, 1.47637153e+03
26.005, 6.90575740e-01, 8.22921820e-05, 1.47635741e+03
26.015, 6.90599215e-01, 8.22961444e-05, 1.47634329e+03
26.025, 6.90622683e-01, 8.23001059e-05, 1.47632918e+03
26.035, 6.90646145e-01, 8.23040665e-05, 1.47631507e+03
26.045, 6.90669600e-01, 8.23080263e-05, 1.47630097e+03
26.055, 6.90693049e-01, 8.23119852e-05, 1.47628688e+03
26.065, 6.90716492e-01, 8.23159433e-05, 1.47627280e+03
26.075, 6.90739928e-01, 8.23199005e-05, 1.47625872e+03
26.085, 6.90763354e-01, 8.23238561e-05, 1.47624465e+03
26.095, 6.90786777e-01, 8.23278116e-05, 1.47623059e+03
26.105, 6.90810194e-01, 8.23317663e-05, 1.47621653e+03
26.115, 6.90833605e-01, 8.23357201e-05, 1.47620248e+03
26.125, 6.90857009e-01, 8.23396730e-05, 1.47618844e+03
26.135, 6.90880407e-01, 8.23436251e-05, 1.47617440e+03
26.145, 6.90903798e-01, 8.23475763e-05, 1.47616037e+03
26.155, 6.90927183e-01, 8.23515267e-05, 1.47614635e+03
26.165, 6.90950562e-01, 8.23554763e-05, 1.47613233e+03
26.175, 6.90973930e-01, 8.23594242e-05, 1.47611832e+03
26.185, 6.90997296e-01, 8.23633720e-05, 1.47610432e+03
26.195, 6.91020656e-01, 8.23673190e-05, 1.47609032e+03
26.205, 6.91044009e-01, 8.23712651e-05, 1.47607633e+03
26.215, 6.91067356e-01, 8.23752104e-05, 1.47606235e+03
26.225, 6.91090696e-01, 8.23791549e-05, 1.47604837e+03
26.235, 6.91114031e-01, 8.23830985e-05, 1.47603440e+03
26.245, 6.91137358e-01, 8.23870412e-05, 1.47602044e+03
26.255, 6.91160675e-01, 8.23909823e-05, 1.47600649e+03
26.265, 6.91183991e-01, 8.23949234e-05, 1.47599254e+03
26.275, 6.91207300e-01, 8.23988636e-05, 1.47597859e+03
26.285, 6.91230602e-01, 8.24028030e-05, 1.47596466e+03
26.295, 6.91253898e-01, 8.24067415e-05, 1.47595073e+03
26.305, 6.91277188e-01, 8.24106792e-05, 1.47593680e+03
26.315, 6.91300472e-01, 8.24146160e-05, 1.47592289e+03
26.325, 6.91323749e-01, 8.24185520e-05, 1.47590898e+03
26.335, 6.91347016e-01, 8.24224864e-05, 1.47589508e+03
26.345, 6.91370280e-01, 8.24264207e-05, 1.47588118e+03
26.355, 6.91393539e-01, 8.24303542e-05, 1.47586729e+03
26.365, 6.91416791e-01, 8.24342869e-05, 1.47585341e+03
26.375, 6.91440037e-01, 8.24382186e-05, 1.47583953e+03
26.385, 6.91463276e-01, 8.24421496e-05, 1.47582566e+03
26.395, 6.91486510e-01, 8.24460797e-05, 1.47581180e+03
26.405, 6.91509737e-01, 8.24500090e-05, 1.47579794e+03
26.415, 6.91532957e-01, 8.24539375e-05, 1.47578409e+03
26.425, 6.91556168e-01, 8.24578643e-05, 1.47577025e+03
26.435, 6.91579376e-01, 8.24617911e-05, 1.47575642e+03
26.445, 6.91602578e-01, 8.24657170e-05, 1.47574259e+03
26.455, 6.91625773e-01, 8.24696421e-05, 1.47572876e+03
26.465, 6.91648963e-01, 8.24735664e-05, 1.47571495e+03
26.475, 6.91672146e-01, 8.24774899e-05, 1.47570114e+03
26.485, 6.91695323e-01, 8.24814125e-05, 1.47568733e+03
26.495, 6.91718494e-01, 8.24853342e-05, 1.47567354e+03
26.505, 6.91741654e-01, 8.24892544e-05, 1.47565975e+03
26.515, 6.91764812e-01, 8.24931746e-05, 1.47564597e+03
26.525, 6.91787965e-01, 8.24970938e-05, 1.47563219e+03
26.535, 6.91811110e-01, 8.25010123e-05, 1.47561842e+03
26.545, 6.91834250e-01, 8.25049299e-05, 1.47560465e+03
26.555, 6.91857384e-01, 8.25088467e-05, 1.47559090e+03
26.565, 6.91880511e-01, 8.25127627e-05, 1.47557715e+03
26.575, 6.91903632e-01, 8.25166778e-05, 1.47556340e+03
26.585, 6.91926742e-01, 8.25205914e-05, 1.47554967e+03
26.595, 6.91949851e-01, 8.25245049e-05, 1.47553594e+03
26.605, 6.91972954e-01, 8.25284176e-05, 1.47552221e+03
26.615, 6.91996050e-01, 8.25323294e-05, 1.47550849e+03
26.625, 6.92019140e-01, 8.25362404e-05, 1.47549478e+03
26.635, 6.92042224e-01, 8.25401506e-05, 1.47548108e+03
26.645, 6.92065302e-01, 8.25440600e-05, 1.47546738e+03
26.655, 6.92088373e-01, 8.25479685e-05, 1.47545369e+03
26.665, 6.92111439e-01, 8.25518762e-05, 1.47544000e+03
26.675, 6.92134494e-01, 8.25557824e-05, 1.47542632e+03
26.685, 6.92157547e-01, 8.25596885e-05, 1.47541265e+03
26.695, 6.92180594e-01, 8.25635937e-05, 1.47539899e+03
26.705, 6.92203635e-01, 8.25674982e-05, 1.47538533e+03
26.715, 6.92226670e-01, 8.25714018e-05, 1.47537167e+03
26.725, 6.92249698e-01, 8.25753046e-05, 1.47535803e+03
26.735, 6.92272721e-01, 8.25792066e-05, 1.47534439e+03
26.745, 6.92295737e-01, 8.25831077e-05, 1.47533075e+03
26.755, 6.92318743e-01, 8.25870073e-05, 1.47531713e+03
26.765, 6.92341747e-01, 8.25909068e-05, 1.47530351e+03
26.775, 6.92364745e-01, 8.25948056e-05, 1.47528989e+03
26.785, 6.92387737e-01, 8.25987035e-05, 1.47527629e+03
26.795, 6.92410723e-01, 8.26026005e-05, 1.47526269e+03
26.805, 6.92433702e-01, 8.26064968e-05, 1.47524909e+03
26.815, 6.92456676e-01, 8.26103923e-05, 1.47523550e+03
26.825, 6.92479643e-01, 8.26142869e-05, 1.47522192e+03
26.835, 6.92502600e-01, 8.26181800e-05, 1.47520835e+03
26.845, 6.92525556e-01, 8.26220730e-05, 1.47519478e+03
26.855, 6.92548505e-01, 8.26259652e-05, 1.47518122e+03
26.865, 6.92571448e-01, 8.26298566e-05, 1.47516766e+03
26.875, 6.92594385e-01, 8.26337472e-05, 1.47515411e+03
26.885, 6.92617316e-01, 8.26376369e-05, 1.47514057e+03
26.895, 6.92640241e-01, 8.26415259e-05, 1.47512703e+03
26.905, 6.92663160e-01, 8.26454140e-05, 1.47511350e+03
26.915, 6.92686073e-01, 8.26493014e-05, 1.47509998e+03
26.925, 6.92708975e-01, 8.26531872e-05, 1.47508646e+03
26.935, 6.92731876e-01, 8.26570729e-05, 1.47507295e+03
26.945, 6.92754770e-01, 8.26609578e-05, 1.47505945e+03
26.955, 6.92777659e-01, 8.26648419e-05, 1.47504595e+03
26.965, 6.92800542e-01, 8.26687253e-05, 1.47503246e+03
26.975, 6.92823418e-01, 8.26726078e-05, 1.47501897e+03
26.985, 6.92846289e-01, 8.26764895e-05, 1.47500549e+03
26.995, 6.92869153e-01, 8.26803703e-05, 1.47499202e+03
27.005, 6.92892007e-01, 8.26842497e-05, 1.47497856e+03
27.015, 6.92914860e-01, 8.26881290e-05, 1.47496510e+03
27.025, 6.92937706e-01, 8.26920075e-05, 1.47495164e+03
27.035, 6.92960547e-01, 8.26958851e-05, 1.47493820e+03
27.045, 6.92983381e-01, 8.26997620e-05, 1.47492475e+03
27.055, 6.93006209e-01, 8.27036381e-05, 1.47491132e+03
27.065, 6.93029032e-01, 8.27075134e-05, 1.47489789e+03
27.075, 6.93051848e-01, 8.27113879e-05, 1.47488447e+03
27.085, 6.93074654e-01, 8.27152608e-05, 1.47487106e+03
27.095, 6.93097459e-01, 8.27191337e-05, 1.47485765e+03
27.105, 6.93120257e-01, 8.27230058e-05, 1.47484425e+03
27.115, 6.93143050e-01, 8.27268770e-05, 1.47483085e+03
27.125, 6.93165836e-01, 8.27307475e-05, 1.47481746e+03
27.135, 6.93188617e-01, 8.27346172e-05, 1.47480408e+03
27.145, 6.93211391e-01, 8.27384861e-05, 1.47479070e+03
27.155, 6.93234160e-01, 8.27423542e-05, 1.47477733e+03
27.165, 6.93256923e-01, 8.27462215e-05, 1.47476396e+03
27.175, 6.93279675e-01, 8.27500873e-05, 1.47475061e+03
27.185, 6.93302426e-01, 8.27539530e-05, 1.47473725e+03
27.195, 6.93325171e-01, 8.27578179e-05, 1.47472391e+03
27.205, 6.93347909e-01, 8.27616820e-05, 1.47471057e+03
27.215, 6.93370642e-01, 8.27655454e-05, 1.47469723e+03
27.225, 6.93393369e-01, 8.27694079e-05, 1.47468391e+03
27.235, 6.93416090e-01, 8.27732697e-05, 1.47467059e+03
27.245, 6.93438806e-01, 8.27771306e-05, 1.47465727e+03
27.255, 6.93461510e-01, 8.27809901e-05, 1.47464397e+03
27.265, 6.93484214e-01, 8.27848494e-05, 1.47463066e+03
27.275, 6.93506911e-01, 8.27887080e-05, 1.47461737e+03
27.285, 6.93529603e-01, 8.27925658e-05, 1.47460408e+03
27.295, 6.93552288e-01, 8.27964228e-05, 1.47459080e+03
27.305, 6.93574968e-01, 8.28002791e-05, 1.47457752e+03
27.315, 6.93597642e-01, 8.28041345e-05, 1.47456425e+03
27.325, 6.93620309e-01, 8.28079891e-05, 1.47455098e+03
27.335, 6.93642967e-01, 8.28118423e-05, 1.47453773e+03
27.345, 6.93665623e-01, 8.28156953e-05, 1.47452448e+03
27.355, 6.93688273e-01, 8.28195476e-05, 1.47451123e+03
27.365, 6.93710918e-01, 8.28233991e-05, 1.47449799e+03
27.375, 6.93733556e-01, 8.28272499e-05, 1.47448476e+03
27.385, 6.93756189e-01, 8.28310998e-05, 1.47447153e+03
27.395, 6.93778815e-01, 8.28349489e-05, 1.47445831e+03
27.405, 6.93801436e-01, 8.28387973e-05, 1.47444510e+03
27.415, 6.93824051e-01, 8.28426449e-05, 1.47443189e+03
27.425, 6.93846656e-01, 8.28464910e-05, 1.47441869e+03
27.435, 6.93869259e-01, 8.28503370e-05, 1.47440549e+03
27.445, 6.93891857e-01, 8.28541822e-05, 1.47439230e+03
27.455, 6.93914448e-01, 8.28580267e-05, 1.47437912e+03
27.465, 6.93937034e-01, 8.28618704e-05, 1.47436594e+03
27.475, 6.93959614e-01, 8.28657133e-05, 1.47435277e+03
27.485, 6.93982188e-01, 8.28695554e-05, 1.47433960e+03
27.495, 6.94004756e-01, 8.28733968e-05, 1.47432645e+03
27.505, 6.94027314e-01, 8.28772366e-05, 1.47431330e+03
27.515, 6.94049871e-01, 8.28810764e-05, 1.47430015e+03
27.525, 6.94072421e-01, 8.28849154e-05, 1.47428701e+03
27.535, 6.94094966e-01, 8.28887537e-05, 1.47427387e+03
27.545, 6.94117505e-01, 8.28925911e-05, 1.47426075e+03
27.555, 6.94140039e-01, 8.28964278e-05, 1.47424762e+03
27.565, 6.94162566e-01, 8.29002637e-05, 1.47423451e+03
27.575, 6.94185088e-01, 8.29040989e-05, 1.47422140e+03
27.585, 6.94207599e-01, 8.29079325e-05, 1.47420830e+03
27.595, 6.94230110e-01, 8.29117661e-05, 1.47419520e+03
27.605, 6.94252614e-01, 8.29155989e-05, 1.47418211e+03
27.615, 6.94275112e-01, 8.29194310e-05, 1.47416902e+03
27.625, 6.94297605e-01, 8.29232622e-05, 1.47415595e+03
27.635, 6.94320092e-01, 8.29270927e-05, 1.47414287e+03
27.645, 6.94342573e-01, 8.29309225e-05, 1.47412981e+03
27.655, 6.94365049e-01, 8.29347514e-05, 1.47411675e+03
27.665, 6.94387518e-01, 8.29385796e-05, 1.47410369e+03
27.675, 6.94409978e-01, 8.29424063e-05, 1.47409065e+03
27.685, 6.94432436e-01, 8.29462330e-05, 1.47407760e+03
27.695, 6.94454888e-01, 8.29500589e-05, 1.47406457e+03
27.705, 6.94477335e-01, 8.29538840e-05, 1.47405154e+03
27.715, 6.94499776e-01, 8.29577083e-05, 1.47403851e+03
27.725, 6.94522211e-01, 8.29615319e-05, 1.47402550e+03
27.735, 6.94544640e-01, 8.29653547e-05, 1.47401248e+03
27.745, 6.94567064e-01, 8.29691768e-05, 1.47399948e+03
27.755, 6.94589478e-01, 8.29729973e-05, 1.47398648e+03
27.765, 6.94611890e-01, 8.29768179e-05, 1.47397349e+03
27.775, 6.94634296e-01, 8.29806376e-05, 1.47396050e+03
27.785, 6.94656697e-01, 8.29844566e-05, 1.47394752e+03
27.795, 6.94679092e-01, 8.29882748e-05, 1.47393454e+03
27.805, 6.94701481e-01, 8.29920923e-05, 1.47392157e+03
27.815, 6.94723865e-01, 8.29959090e-05, 1.47390861e+03
27.825, 6.94746243e-01, 8.29997249e-05, 1.47389565e+03
27.835, 6.94768611e-01, 8.30035394e-05, 1.47388271e+03
27.845, 6.94790977e-01, 8.30073538e-05, 1.47386976e+03
27.855, 6.94813338e-01, 8.30111675e-05, 1.47385682e+03
27.865, 6.94835693e-01, 8.30149804e-05, 1.47384389e+03
27.875, 6.94858042e-01, 8.30187925e-05, 1.47383096e+03
27.885, 6.94880386e-01, 8.30226039e-05, 1.47381804e+03
27.895, 6.94902724e-01, 8.30264145e-05, 1.47380513e+03
27.905, 6.94925056e-01, 8.30302244e-05, 1.47379222e+03
27.915, 6.94947383e-01, 8.30340335e-05, 1.47377931e+03
27.925, 6.94969699e-01, 8.30378411e-05, 1.47376642e+03
27.935, 6.94992015e-01, 8.30416487e-05, 1.47375353e+03
27.945, 6.95014324e-01, 8.30454555e-05, 1.47374064e+03
27.955, 6.95036628e-01, 8.30492616e-05, 1.47372777e+03
27.965, 6.95058927e-01, 8.30530669e-05, 1.47371489e+03
27.975, 6.95081219e-01, 8.30568715e-05, 1.47370203e+03
27.985, 6.95103506e-01, 8.30606753e-05, 1.47368916e+03
27.995, 6.95125788e-01, 8.30644784e-05, 1.47367631e+03
28.005, 6.95148059e-01, 8.30682799e-05, 1.47366346e+03
28.015, 6.95170329e-01, 8.30720815e-05, 1.47365062e+03
28.025, 6.95192594e-01, 8.30758823e-05, 1.47363778e+03
28.035, 6.95214852e-01, 8.30796823e-05, 1.47362495e+03
28.045, 6.95237106e-01, 8.30834816e-05, 1.47361213e+03
28.055, 6.95259353e-01, 8.30872802e-05, 1.47359931e+03
28.065, 6.95281595e-01, 8.30910780e-05, 1.47358650e+03
28.075, 6.95303831e-01, 8.30948750e-05, 1.47357369e+03
28.085, 6.95326058e-01, 8.30986706e-05, 1.47356089e+03
28.095, 6.95348283e-01, 8.31024662e-05, 1.47354810e+03
28.105, 6.95370502e-01, 8.31062610e-05, 1.47353531e+03
28.115, 6.95392716e-01, 8.31100550e-05, 1.47352252e+03
28.125, 6.95414924e-01, 8.31138483e-05, 1.47350975e+03
28.135, 6.95437127e-01, 8.31176409e-05, 1.47349697e+03
28.145, 6.95459324e-01, 8.31214327e-05, 1.47348421e+03
28.155, 6.95481516e-01, 8.31252237e-05, 1.47347145e+03
28.165, 6.95503701e-01, 8.31290140e-05, 1.47345870e+03
28.175, 6.95525878e-01, 8.31328029e-05, 1.47344595e+03
28.185, 6.95548052e-01, 8.31365917e-05, 1.47343321e+03
28.195, 6.95570221e-01, 8.31403798e-05, 1.47342047e+03
28.205, 6.95592385e-01, 8.31441671e-05, 1.47340774e+03
28.215, 6.95614543e-01, 8.31479537e-05, 1.47339502e+03
28.225, 6.95636695e-01, 8.31517396e-05, 1.47338230e+03
28.235, 6.95658842e-01, 8.31555247e-05, 1.47336959e+03
28.245, 6.95680984e-01, 8.31593091e-05, 1.47335688e+03
28.255, 6.95703115e-01, 8.31630920e-05, 1.47334418e+03
28.265, 6.95725245e-01, 8.31668748e-05, 1.47333149e+03
28.275, 6.95747370e-01, 8.31706570e-05, 1.47331880e+03
28.285, 6.95769489e-01, 8.31744384e-05, 1.47330612e+03
28.295, 6.95791602e-01, 8.31782190e-05, 1.47329344e+03
28.305, 6.95813710e-01, 8.31819990e-05, 1.47328077e+03
28.315, 6.95835813e-01, 8.31857781e-05, 1.47326811e+03
28.325, 6.95857910e-01, 8.31895566e-05, 1.47325545e+03
28.335, 6.95879997e-01, 8.31933336e-05, 1.47324279e+03
28.345, 6.95902083e-01, 8.31971105e-05, 1.47323015e+03
28.355, 6.95924163e-01, 8.32008868e-05, 1.47321751e+03
28.365, 6.95946238e-01, 8.32046623e-05, 1.47320487e+03
28.375, 6.95968307e-01, 8.32084370e-05, 1.47319224e+03
28.385, 6.95990371e-01, 8.32122110e-05, 1.47317962e+03
28.395, 6.96012430e-01, 8.32159843e-05, 1.47316700e+03
28.405, 6.96034482e-01, 8.32197569e-05, 1.47315438e+03
28.415, 6.96056530e-01, 8.32235287e-05, 1.47314178e+03
28.425, 6.96078567e-01, 8.32272991e-05, 1.47312918e+03
28.435, 6.96100604e-01, 8.32310694e-05, 1.47311658e+03
28.445, 6.96122634e-01, 8.32348390e-05, 1.47310400e+03
28.455, 6.96144660e-01, 8.32386079e-05, 1.47309141e+03
28.465, 6.96166680e-01, 8.32423761e-05, 1.47307883e+03
28.475, 6.96188694e-01, 8.32461435e-05, 1.47306626e+03
28.485, 6.96210703e-01, 8.32499102e-05, 1.47305370e+03
28.495, 6.96232706e-01, 8.32536761e-05, 1.47304114e+03
28.505, 6.96254700e-01, 8.32574406e-05, 1.47302859e+03
28.515, 6.96276692e-01, 8.32612051e-05, 1.47301604e+03
28.525, 6.96298679e-01, 8.32649689e-05, 1.47300349e+03
28.535, 6.96320661e-01, 8.32687319e-05, 1.47299096e+03
28.545, 6.96342637e-01, 8.32724943e-05, 1.47297843e+03
28.555, 6.96364608e-01, 8.32762558e-05, 1.47296590e+03
28.565, 6.96386573e-01, 8.32800167e-05, 1.47295338e+03
28.575, 6.96408532e-01, 8.32837768e-05, 1.47294087e+03
28.585, 6.96430483e-01, 8.32875355e-05, 1.47292836e+03
28.595, 6.96452431e-01, 8.32912942e-05, 1.47291586e+03
28.605, 6.96474375e-01, 8.32950521e-05, 1.47290336e+03
28.615, 6.96496313e-01, 8.32988093e-05, 1.47289087e+03
28.625, 6.96518245e-01, 8.33025658e-05, 1.47287839e+03
28.635, 6.96540172e-01, 8.33063216e-05, 1.47286591e+03
28.645, 6.96562094e-01, 8.33100767e-05, 1.47285344e+03
28.655, 6.96584010e-01, 8.33138310e-05, 1.47284097e+03
28.665, 6.96605921e-01, 8.33175846e-05, 1.47282851e+03
28.675, 6.96627822e-01, 8.33213368e-05, 1.47281605e+03
28.685, 6.96649722e-01, 8.33250889e-05, 1.47280360e+03
28.695, 6.96671617e-01, 8.33288403e-05, 1.47279116e+03
28.705, 6.96693506e-01, 8.33325911e-05, 1.47277872e+03
28.715, 6.96715390e-01, 8.33363410e-05, 1.47276628e+03
28.725, 6.96737268e-01, 8.33400903e-05, 1.47275386e+03
28.735, 6.96759141e-01, 8.33438389e-05, 1.47274144e+03
28.745, 6.96781009e-01, 8.33475867e-05, 1.47272902e+03
28.755, 6.96802867e-01, 8.33513331e-05, 1.47271661e+03
28.765, 6.96824724e-01, 8.33550795e-05, 1.47270421e+03
28.775, 6.96846575e-01, 8.33588252e-05, 1.47269181e+03
28.785, 6.96868421e-01, 8.33625701e-05, 1.47267941e+03
28.795, 6.96890262e-01, 8.33663143e-05, 1.47266703e+03
28.805, 6.96912097e-01, 8.33700579e-05, 1.47265465e+03
28.815, 6.96933927e-01, 8.33738007e-05, 1.47264227e+03
