pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
2.850, 9.97786117e-01, 8.53505109e-04, 1.15193450e+02
2.950, 9.97830668e-01, 8.53496902e-04, 1.15285334e+02
3.050, 9.97875210e-01, 8.53488725e-04, 1.15377210e+02
3.150, 9.97919744e-01, 8.53480577e-04, 1.15469080e+02
3.250, 9.97964268e-01, 8.53472459e-04, 1.15560942e+02
3.350, 9.98008784e-01, 8.53464371e-04, 1.15652797e+02
3.450, 9.98053291e-01, 8.53456312e-04, 1.15744645e+02
3.550, 9.98097789e-01, 8.53448283e-04, 1.15836486e+02
3.650, 9.98142279e-01, 8.53440283e-04, 1.15928320e+02
3.750, 9.98186759e-01, 8.53432313e-04, 1.16020146e+02
3.850, 9.98231231e-01, 8.53424372e-04, 1.16111965e+02
3.950, 9.98275694e-01, 8.53416461e-04, 1.16203778e+02
4.050, 9.98320148e-01, 8.53408580e-04, 1.16295583e+02
4.150, 9.98364593e-01, 8.53400728e-04, 1.16387381e+02
4.250, 9.98409029e-01, 8.53392906e-04, 1.16479171e+02
4.350, 9.98453457e-01, 8.53385113e-04, 1.16570955e+02
4.450, 9.98497875e-01, 8.53377350e-04, 1.16662731e+02
4.550, 9.98542285e-01, 8.53369617e-04, 1.16754501e+02
4.650, 9.98586686e-01, 8.53361913e-04, 1.16846263e+02
4.750, 9.98631078e-01, 8.53354239e-04, 1.16938018e+02
4.850, 9.98675462e-01, 8.53346594e-04, 1.17029766e+02
4.950, 9.98719836e-01, 8.53338979e-04, 1.17121506e+02
5.050, 9.98764202e-01, 8.53331393e-04, 1.17213240e+02
5.150, 9.98808559e-01, 8.53323837e-04, 1.17304967e+02
5.250, 9.98852907e-01, 8.53316311e-04, 1.17396686e+02
5.350, 9.98897247e-01, 8.53308814e-04, 1.17488398e+02
5.450, 9.98941577e-01, 8.53301347e-04, 1.17580104e+02
5.550, 9.98985899e-01, 8.53293910e-04, 1.17671802e+02
5.650, 9.99030212e-01, 8.53286502e-04, 1.17763493e+02
5.750, 9.99074516e-01, 8.53279123e-04, 1.17855177e+02
5.850, 9.99118812e-01, 8.53271774e-04, 1.17946853e+02
5.950, 9.99163098e-01, 8.53264455e-04, 1.18038523e+02
6.050, 9.99207376e-01, 8.53257165e-04, 1.18130186e+02
6.150, 9.99251645e-01, 8.53249905e-04, 1.18221841e+02
6.250, 9.99295905e-01, 8.53242675e-04, 1.18313490e+02
6.350, 9.99340157e-01, 8.53235474e-04, 1.18405131e+02
6.450, 9.99384399e-01, 8.53228303e-04, 1.18496765e+02
6.550, 9.99428633e-01, 8.53221161e-04, 1.18588392e+02
6.650, 9.99472858e-01, 8.53214049e-04, 1.18680012e+02
6.750, 9.99517075e-01, 8.53206967e-04, 1.18771625e+02
6.850, 9.99561282e-01, 8.53199914e-04, 1.18863231e+02
6.950, 9.99605481e-01, 8.53192891e-04, 1.18954830e+02
7.050, 9.99649671e-01, 8.53185897e-04, 1.19046422e+02
7.150, 9.99693852e-01, 8.53178933e-04, 1.19138007e+02
7.250, 9.99738025e-01, 8.53171998e-04, 1.19229584e+02
7.350, 9.99782188e-01, 8.53165093e-04, 1.19321155e+02
7.450, 9.99826343e-01, 8.53158218e-04, 1.19412718e+02
7.550, 9.99870490e-01, 8.53151372e-04, 1.19504275e+02
7.650, 9.99914627e-01, 8.53144556e-04, 1.19595824e+02
7.750, 9.99958756e-01, 8.53137770e-04, 1.19687366e+02
7.850, 1.00000288e+00, 8.53131013e-04, 1.19778902e+02
7.950, 1.00004699e+00, 8.53124286e-04, 1.19870430e+02
8.050, 1.00009109e+00, 8.53117588e-04, 1.19961951e+02
8.150, 1.00013518e+00, 8.53110920e-04, 1.20053465e+02
8.250, 1.00017927e+00, 8.53104281e-04, 1.20144973e+02
8.350, 1.00022334e+00, 8.53097672e-04, 1.20236473e+02
8.450, 1.00026741e+00, 8.53091093e-04, 1.20327965e+02
8.550, 1.00031147e+00, 8.53084544e-04, 1.20419452e+02
8.650, 1.00035552e+00, 8.53078023e-04, 1.20510930e+02
8.750, 1.00039956e+00, 8.53071533e-04, 1.20602403e+02
8.850, 1.00044359e+00, 8.53065072e-04, 1.20693868e+02
8.950, 1.00048762e+00, 8.53058641e-04, 1.20785325e+02
9.050, 1.00053163e+00, 8.53052239e-04, 1.20876777e+02
9.150, 1.00057564e+00, 8.53045867e-04, 1.20968220e+02
9.250, 1.00061964e+00, 8.53039525e-04, 1.21059657e+02
9.350, 1.00066362e+00, 8.53033212e-04, 1.21151087e+02
9.450, 1.00070760e+00, 8.53026929e-04, 1.21242510e+02
9.550, 1.00075158e+00, 8.53020675e-04, 1.21333926e+02
9.650, 1.00079554e+00, 8.53014451e-04, 1.21425334e+02
9.750, 1.00083949e+00, 8.53008256e-04, 1.21516737e+02
9.850, 1.00088344e+00, 8.53002091e-04, 1.21608132e+02
9.950, 1.00092737e+00, 8.52995956e-04, 1.21699519e+02
10.050, 1.00097130e+00, 8.52989851e-04, 1.21790900e+02
10.150, 1.00101522e+00, 8.52983775e-04, 1.21882274e+02
10.250, 1.00105913e+00, 8.52977728e-04, 1.21973641e+02
10.350, 1.00110303e+00, 8.52971711e-04, 1.22065001e+02
10.450, 1.00114693e+00, 8.52965724e-04, 1.22156354e+02
10.550, 1.00119081e+00, 8.52959766e-04, 1.22247700e+02
10.650, 1.00123469e+00, 8.52953838e-04, 1.22339038e+02
10.750, 1.00127855e+00, 8.52947940e-04, 1.22430371e+02
10.850, 1.00132241e+00, 8.52942071e-04, 1.22521696e+02
10.950, 1.00136626e+00, 8.52936232e-04, 1.22613014e+02
11.050, 1.00141010e+00, 8.52930422e-04, 1.22704325e+02
11.150, 1.00145393e+00, 8.52924642e-04, 1.22795629e+02
11.250, 1.00149776e+00, 8.52918892e-04, 1.22886926e+02
11.350, 1.00154157e+00, 8.52913171e-04, 1.22978217e+02
11.450, 1.00158538e+00, 8.52907480e-04, 1.23069500e+02
11.550, 1.00162917e+00, 8.52901818e-04, 1.23160776e+02
11.650, 1.00167296e+00, 8.52896186e-04, 1.23252045e+02
11.750, 1.00171674e+00, 8.52890584e-04, 1.23343308e+02
11.850, 1.00176051e+00, 8.52885011e-04, 1.23434564e+02
11.950, 1.00180428e+00, 8.52879468e-04, 1.23525812e+02
12.050, 1.00184803e+00, 8.52873954e-04, 1.23617054e+02
12.150, 1.00189178e+00, 8.52868470e-04, 1.23708288e+02
12.250, 1.00193551e+00, 8.52863016e-04, 1.23799516e+02
12.350, 1.00197924e+00, 8.52857591e-04, 1.23890737e+02
12.450, 1.00202296e+00, 8.52852195e-04, 1.23981950e+02
12.550, 1.00206667e+00, 8.52846830e-04, 1.24073158e+02
12.650, 1.00211037e+00, 8.52841494e-04, 1.24164357e+02
12.750, 1.00215407e+00, 8.52836187e-04, 1.24255551e+02
12.850, 1.00219775e+00, 8.52830910e-04, 1.24346737e+02
12.950, 1.00224143e+00, 8.52825663e-04, 1.24437916e+02
13.050, 1.00228509e+00, 8.52820446e-04, 1.24529088e+02
13.150, 1.00232875e+00, 8.52815258e-04, 1.24620253e+02
13.250, 1.00237240e+00, 8.52810099e-04, 1.24711412e+02
13.350, 1.00241604e+00, 8.52804970e-04, 1.24802564e+02
13.450, 1.00245968e+00, 8.52799871e-04, 1.24893708e+02
13.550, 1.00250330e+00, 8.52794801e-04, 1.24984847e+02
13.650, 1.00254691e+00, 8.52789761e-04, 1.25075977e+02
13.750, 1.00259052e+00, 8.52784751e-04, 1.25167101e+02
13.850, 1.00263412e+00, 8.52779770e-04, 1.25258219e+02
13.950, 1.00267771e+00, 8.52774818e-04, 1.25349329e+02
14.050, 1.00272129e+00, 8.52769897e-04, 1.25440432e+02
14.150, 1.00276486e+00, 8.52765005e-04, 1.25531528e+02
14.250, 1.00280843e+00, 8.52760142e-04, 1.25622618e+02
14.350, 1.00285198e+00, 8.52755309e-04, 1.25713701e+02
14.450, 1.00289553e+00, 8.52750506e-04, 1.25804776e+02
14.550, 1.00293906e+00, 8.52745732e-04, 1.25895846e+02
14.650, 1.00298259e+00, 8.52740988e-04, 1.25986907e+02
14.750, 1.00302611e+00, 8.52736273e-04, 1.26077963e+02
14.850, 1.00306963e+00, 8.52731588e-04, 1.26169012e+02
14.950, 1.00311313e+00, 8.52726933e-04, 1.26260053e+02
15.050, 1.00315662e+00, 8.52722307e-04, 1.26351088e+02
15.150, 1.00320011e+00, 8.52717710e-04, 1.26442115e+02
15.250, 1.00324359e+00, 8.52713144e-04, 1.26533136e+02
15.350, 1.00328706e+00, 8.52708607e-04, 1.26624150e+02
15.450, 1.00333052e+00, 8.52704099e-04, 1.26715157e+02
15.550, 1.00337397e+00, 8.52699621e-04, 1.26806158e+02
15.650, 1.00341741e+00, 8.52695173e-04, 1.26897151e+02
15.750, 1.00346084e+00, 8.52690754e-04, 1.26988138e+02
15.850, 1.00350427e+00, 8.52686365e-04, 1.27079118e+02
15.950, 1.00354769e+00, 8.52682005e-04, 1.27170090e+02
16.050, 1.00359110e+00, 8.52677675e-04, 1.27261056e+02
16.150, 1.00363450e+00, 8.52673374e-04, 1.27352016e+02
16.250, 1.00367789e+00, 8.52669103e-04, 1.27442969e+02
16.350, 1.00372127e+00, 8.52664862e-04, 1.27533915e+02
16.450, 1.00376464e+00, 8.52660650e-04, 1.27624854e+02
16.550, 1.00380801e+00, 8.52656468e-04, 1.27715784e+02
16.650, 1.00385137e+00, 8.52652316e-04, 1.27806710e+02
16.750, 1.00389471e+00, 8.52648192e-04, 1.27897629e+02
16.850, 1.00393805e+00, 8.52644099e-04, 1.27988541e+02
16.950, 1.00398139e+00, 8.52640035e-04, 1.28079446e+02
17.050, 1.00402471e+00, 8.52636001e-04, 1.28170342e+02
17.150, 1.00406802e+00, 8.52631996e-04, 1.28261234e+02
17.250, 1.00411133e+00, 8.52628021e-04, 1.28352118e+02
17.350, 1.00415462e+00, 8.52624075e-04, 1.28442996e+02
17.450, 1.00419791e+00, 8.52620159e-04, 1.28533867e+02
17.550, 1.00424119e+00, 8.52616272e-04, 1.28624730e+02
17.650, 1.00428446e+00, 8.52612415e-04, 1.28715587e+02
17.750, 1.00432773e+00, 8.52608588e-04, 1.28806438e+02
17.850, 1.00437098e+00, 8.52604790e-04, 1.28897282e+02
17.950, 1.00441423e+00, 8.52601022e-04, 1.28988119e+02
18.050, 1.00445746e+00, 8.52597283e-04, 1.29078948e+02
18.150, 1.00450069e+00, 8.52593574e-04, 1.29169771e+02
18.250, 1.00454391e+00, 8.52589894e-04, 1.29260588e+02
18.350, 1.00458712e+00, 8.52586244e-04, 1.29351398e+02
18.450, 1.00463032e+00, 8.52582623e-04, 1.29442201e+02
18.550, 1.00467352e+00, 8.52579032e-04, 1.29532996e+02
18.650, 1.00471670e+00, 8.52575471e-04, 1.29623786e+02
18.750, 1.00475988e+00, 8.52571939e-04, 1.29714568e+02
18.850, 1.00480305e+00, 8.52568437e-04, 1.29805345e+02
18.950, 1.00484621e+00, 8.52564964e-04, 1.29896114e+02
19.050, 1.00488936e+00, 8.52561521e-04, 1.29986875e+02
19.150, 1.00493250e+00, 8.52558107e-04, 1.30077631e+02
19.250, 1.00497564e+00, 8.52554723e-04, 1.30168380e+02
19.350, 1.00501876e+00, 8.52551368e-04, 1.30259122e+02
19.450, 1.00506188e+00, 8.52548043e-04, 1.30349858e+02
19.550, 1.00510499e+00, 8.52544748e-04, 1.30440585e+02
19.650, 1.00514809e+00, 8.52541482e-04, 1.30531307e+02
19.750, 1.00519118e+00, 8.52538245e-04, 1.30622023e+02
19.850, 1.00523426e+00, 8.52535038e-04, 1.30712731e+02
19.950, 1.00527734e+00, 8.52531861e-04, 1.30803433e+02
20.050, 1.00532040e+00, 8.52528713e-04, 1.30894127e+02
20.150, 1.00536346e+00, 8.52525595e-04, 1.30984815e+02
20.250, 1.00540651e+00, 8.52522506e-04, 1.31075497e+02
20.350, 1.00544955e+00, 8.52519446e-04, 1.31166172e+02
20.450, 1.00549258e+00, 8.52516417e-04, 1.31256840e+02
20.550, 1.00553561e+00, 8.52513416e-04, 1.31347500e+02
20.650, 1.00557862e+00, 8.52510446e-04, 1.31438155e+02
20.750, 1.00562163e+00, 8.52507504e-04, 1.31528803e+02
20.850, 1.00566463e+00, 8.52504593e-04, 1.31619444e+02
20.950, 1.00570762e+00, 8.52501711e-04, 1.31710079e+02
21.050, 1.00575060e+00, 8.52498858e-04, 1.31800705e+02
21.150, 1.00579357e+00, 8.52496035e-04, 1.31891327e+02
21.250, 1.00583653e+00, 8.52493241e-04, 1.31981941e+02
21.350, 1.00587949e+00, 8.52490477e-04, 1.32072549e+02
21.450, 1.00592244e+00, 8.52487743e-04, 1.32163151e+02
21.550, 1.00596537e+00, 8.52485038e-04, 1.32253743e+02
21.650, 1.00600830e+00, 8.52482362e-04, 1.32344331e+02
21.750, 1.00605123e+00, 8.52479716e-04, 1.32434912e+02
21.850, 1.00609414e+00, 8.52477099e-04, 1.32525487e+02
21.950, 1.00613704e+00, 8.52474512e-04, 1.32616055e+02
22.050, 1.00617994e+00, 8.52471955e-04, 1.32706614e+02
22.150, 1.00622283e+00, 8.52469427e-04, 1.32797168e+02
22.250, 1.00626571e+00, 8.52466928e-04, 1.32887716e+02
22.350, 1.00630858e+00, 8.52464459e-04, 1.32978257e+02
22.450, 1.00635144e+00, 8.52462020e-04, 1.33068791e+02
22.550, 1.00639429e+00, 8.52459610e-04, 1.33159317e+02
22.650, 1.00643714e+00, 8.52457229e-04, 1.33249839e+02
22.750, 1.00647997e+00, 8.52454878e-04, 1.33340353e+02
22.850, 1.00652280e+00, 8.52452556e-04, 1.33430861e+02
22.950, 1.00656562e+00, 8.52450264e-04, 1.33521362e+02
23.050, 1.00660843e+00, 8.52448002e-04, 1.33611854e+02
23.150, 1.00665124e+00, 8.52445769e-04, 1.33702342e+02
23.250, 1.00669403e+00, 8.52443565e-04, 1.33792823e+02
23.350, 1.00673682e+00, 8.52441391e-04, 1.33883298e+02
23.450, 1.00677959e+00, 8.52439246e-04, 1.33973766e+02
23.550, 1.00682236e+00, 8.52437131e-04, 1.34064225e+02
23.650, 1.00686512e+00, 8.52435045e-04, 1.34154680e+02
23.750, 1.00690788e+00, 8.52432989e-04, 1.34245127e+02
23.850, 1.00695062e+00, 8.52430962e-04, 1.34335569e+02
23.950, 1.00699335e+00, 8.52428965e-04, 1.34426003e+02
24.050, 1.00703608e+00, 8.52426997e-04, 1.34516430e+02
24.150, 1.00707880e+00, 8.52425059e-04, 1.34606851e+02
24.250, 1.00712151e+00, 8.52423150e-04, 1.34697266e+02
24.350, 1.00716421e+00, 8.52421271e-04, 1.34787674e+02
24.450, 1.00720690e+00, 8.52419421e-04, 1.34878075e+02
24.550, 1.00724959e+00, 8.52417600e-04, 1.34968469e+02
24.650, 1.00729226e+00, 8.52415809e-04, 1.35058857e+02
24.750, 1.00733493e+00, 8.52414047e-04, 1.35149239e+02
24.850, 1.00737759e+00, 8.52412315e-04, 1.35239614e+02
24.950, 1.00742024e+00, 8.52410613e-04, 1.35329982e+02
25.050, 1.00746288e+00, 8.52408939e-04, 1.35420342e+02
25.150, 1.00750552e+00, 8.52407296e-04, 1.35510697e+02
25.250, 1.00754814e+00, 8.52405681e-04, 1.35601046e+02
25.350, 1.00759076e+00, 8.52404096e-04, 1.35691388e+02
25.450, 1.00763337e+00, 8.52402541e-04, 1.35781724e+02
25.550, 1.00767597e+00, 8.52401015e-04, 1.35872051e+02
25.650, 1.00771856e+00, 8.52399518e-04, 1.35962373e+02
25.750, 1.00776114e+00, 8.52398051e-04, 1.36052689e+02
25.850, 1.00780372e+00, 8.52396613e-04, 1.36142998e+02
25.950, 1.00784629e+00, 8.52395205e-04, 1.36233300e+02
26.050, 1.00788884e+00, 8.52393826e-04, 1.36323594e+02
26.150, 1.00793139e+00, 8.52392477e-04, 1.36413884e+02
26.250, 1.00797393e+00, 8.52391157e-04, 1.36504167e+02
26.350, 1.00801647e+00, 8.52389866e-04, 1.36594443e+02
26.450, 1.00805899e+00, 8.52388605e-04, 1.36684713e+02
26.550, 1.00810151e+00, 8.52387373e-04, 1.36774974e+02
26.650, 1.00814402e+00, 8.52386171e-04, 1.36865230e+02
26.750, 1.00818651e+00, 8.52384998e-04, 1.36955480e+02
26.850, 1.00822901e+00, 8.52383855e-04, 1.37045724e+02
26.950, 1.00827149e+00, 8.52382741e-04, 1.37135961e+02
27.050, 1.00831396e+00, 8.52381656e-04, 1.37226189e+02
27.150, 1.00835643e+00, 8.52380601e-04, 1.37316413e+02
27.250, 1.00839889e+00, 8.52379575e-04, 1.37406630e+02
27.350, 1.00844133e+00, 8.52378579e-04, 1.37496841e+02
27.450, 1.00848378e+00, 8.52377612e-04, 1.37587045e+02
27.550, 1.00852621e+00, 8.52376674e-04, 1.37677241e+02
27.650, 1.00856863e+00, 8.52375766e-04, 1.37767432e+02
27.750, 1.00861105e+00, 8.52374887e-04, 1.37857616e+02
27.850, 1.00865345e+00, 8.52374037e-04, 1.37947794e+02
27.950, 1.00869585e+00, 8.52373217e-04, 1.38037965e+02
28.050, 1.00873824e+00, 8.52372427e-04, 1.38128129e+02
28.150, 1.00878062e+00, 8.52371665e-04, 1.38218287e+02
28.250, 1.00882300e+00, 8.52370933e-04, 1.38308439e+02
28.350, 1.00886536e+00, 8.52370231e-04, 1.38398584e+02
28.450, 1.00890772e+00, 8.52369558e-04, 1.38488723e+02
28.550, 1.00895007e+00, 8.52368914e-04, 1.38578854e+02
28.650, 1.00899241e+00, 8.52368300e-04, 1.38668979e+02
28.750, 1.00903474e+00, 8.52367715e-04, 1.38759099e+02
28.850, 1.00907706e+00, 8.52367159e-04, 1.38849211e+02
28.950, 1.00911938e+00, 8.52366633e-04, 1.38939318e+02
29.050, 1.00916169e+00, 8.52366136e-04, 1.39029416e+02
29.150, 1.00920398e+00, 8.52365668e-04, 1.39119509e+02
29.250, 1.00924627e+00, 8.52365230e-04, 1.39209595e+02
29.350, 1.00928856e+00, 8.52364821e-04, 1.39299676e+02
29.450, 1.00933083e+00, 8.52364442e-04, 1.39389749e+02
29.550, 1.00937309e+00, 8.52364092e-04, 1.39479815e+02
29.650, 1.00941535e+00, 8.52363771e-04, 1.39569876e+02
29.750, 1.00945760e+00, 8.52363479e-04, 1.39659930e+02
29.850, 1.00949984e+00, 8.52363217e-04, 1.39749978e+02
29.950, 1.00954207e+00, 8.52362985e-04, 1.39840019e+02
30.050, 1.00958429e+00, 8.52362781e-04, 1.39930052e+02
30.150, 1.00962651e+00, 8.52362607e-04, 1.40020081e+02
30.250, 1.00966872e+00, 8.52362462e-04, 1.40110103e+02
30.350, 1.00971091e+00, 8.52362347e-04, 1.40200118e+02
30.450, 1.00975310e+00, 8.52362261e-04, 1.40290127e+02
30.550, 1.00979528e+00, 8.52362204e-04, 1.40380128e+02
30.650, 1.00983746e+00, 8.52362177e-04, 1.40470124e+02
30.750, 1.00987962e+00, 8.52362179e-04, 1.40560113e+02
30.850, 1.00992178e+00, 8.52362210e-04, 1.40650096e+02
30.950, 1.00996393e+00, 8.52362271e-04, 1.40740073e+02
31.050, 1.01000607e+00, 8.52362360e-04, 1.40830042e+02
31.150, 1.01004820e+00, 8.52362480e-04, 1.40920005e+02
31.250, 1.01009032e+00, 8.52362628e-04, 1.41009963e+02
31.350, 1.01013244e+00, 8.52362806e-04, 1.41099913e+02
31.450, 1.01017455e+00, 8.52363013e-04, 1.41189858e+02
31.550, 1.01021664e+00, 8.52363250e-04, 1.41279794e+02
31.650, 1.01025873e+00, 8.52363515e-04, 1.41369726e+02
31.750, 1.01030082e+00, 8.52363810e-04, 1.41459651e+02
31.850, 1.01034289e+00, 8.52364135e-04, 1.41549569e+02
31.950, 1.01038496e+00, 8.52364488e-04, 1.41639482e+02
32.050, 1.01042701e+00, 8.52364871e-04, 1.41729386e+02
32.150, 1.01046906e+00, 8.52365283e-04, 1.41819287e+02
32.250, 1.01051110e+00, 8.52365725e-04, 1.41909178e+02
32.350, 1.01055313e+00, 8.52366195e-04, 1.41999063e+02
32.450, 1.01059516e+00, 8.52366696e-04, 1.42088945e+02
32.550, 1.01063717e+00, 8.52367225e-04, 1.42178817e+02
32.650, 1.01067918e+00, 8.52367783e-04, 1.42268686e+02
32.750, 1.01072118e+00, 8.52368371e-04, 1.42358545e+02
32.850, 1.01076317e+00, 8.52368988e-04, 1.42448397e+02
32.950, 1.01080515e+00, 8.52369635e-04, 1.42538247e+02
33.050, 1.01084713e+00, 8.52370310e-04, 1.42628087e+02
33.150, 1.01088909e+00, 8.52371015e-04, 1.42717924e+02
33.250, 1.01093105e+00, 8.52371750e-04, 1.42807751e+02
33.350, 1.01097300e+00, 8.52372513e-04, 1.42897572e+02
33.450, 1.01101494e+00, 8.52373306e-04, 1.42987390e+02
33.550, 1.01105687e+00, 8.52374128e-04, 1.43077198e+02
33.650, 1.01109880e+00, 8.52374979e-04, 1.43167003e+02
33.750, 1.01114071e+00, 8.52375859e-04, 1.43256798e+02
33.850, 1.01118262e+00, 8.52376769e-04, 1.43346587e+02
33.950, 1.01122452e+00, 8.52377708e-04, 1.43436372e+02
34.050, 1.01126641e+00, 8.52378676e-04, 1.43526148e+02
34.150, 1.01130830e+00, 8.52379673e-04, 1.43615922e+02
34.250, 1.01135017e+00, 8.52380700e-04, 1.43705685e+02
34.350, 1.01139204e+00, 8.52381756e-04, 1.43795442e+02
34.450, 1.01143390e+00, 8.52382841e-04, 1.43885196e+02
34.550, 1.01147575e+00, 8.52383955e-04, 1.43974940e+02
34.650, 1.01151759e+00, 8.52385098e-04, 1.44064681e+02
34.750, 1.01155942e+00, 8.52386271e-04, 1.44154413e+02
34.850, 1.01160125e+00, 8.52387473e-04, 1.44244138e+02
34.950, 1.01164306e+00, 8.52388704e-04, 1.44333860e+02
35.050, 1.01168487e+00, 8.52389965e-04, 1.44423572e+02
35.150, 1.01172667e+00, 8.52391254e-04, 1.44513282e+02
35.250, 1.01176847e+00, 8.52392573e-04, 1.44602981e+02
35.350, 1.01181025e+00, 8.52393921e-04, 1.44692675e+02
35.450, 1.01185203e+00, 8.52395298e-04, 1.44782365e+02
35.550, 1.01189379e+00, 8.52396704e-04, 1.44872046e+02
35.650, 1.01193555e+00, 8.52398140e-04, 1.44961724e+02
35.750, 1.01197731e+00, 8.52399604e-04, 1.45051392e+02
35.850, 1.01201905e+00, 8.52401098e-04, 1.45141053e+02
35.950, 1.01206078e+00, 8.52402621e-04, 1.45230712e+02
36.050, 1.01210251e+00, 8.52404174e-04, 1.45320361e+02
36.150, 1.01214423e+00, 8.52405755e-04, 1.45410007e+02
36.250, 1.01218594e+00, 8.52407366e-04, 1.45499643e+02
36.350, 1.01222764e+00, 8.52409005e-04, 1.45589273e+02
36.450, 1.01226934e+00, 8.52410674e-04, 1.45678900e+02
36.550, 1.01231102e+00, 8.52412372e-04, 1.45768518e+02
36.650, 1.01235270e+00, 8.52414100e-04, 1.45858132e+02
36.750, 1.01239437e+00, 8.52415856e-04, 1.45947737e+02
36.850, 1.01243603e+00, 8.52417641e-04, 1.46037335e+02
36.950, 1.01247768e+00, 8.52419456e-04, 1.46126931e+02
37.050, 1.01251933e+00, 8.52421300e-04, 1.46216517e+02
37.150, 1.01256096e+00, 8.52423173e-04, 1.46306100e+02
37.250, 1.01260259e+00, 8.52425075e-04, 1.46395673e+02
37.350, 1.01264421e+00, 8.52427006e-04, 1.46485240e+02
37.450, 1.01268582e+00, 8.52428967e-04, 1.46574804e+02
37.550, 1.01272743e+00, 8.52430956e-04, 1.46664358e+02
37.650, 1.01276902e+00, 8.52432975e-04, 1.46753910e+02
37.750, 1.01281061e+00, 8.52435023e-04, 1.46843451e+02
37.850, 1.01285219e+00, 8.52437099e-04, 1.46932987e+02
37.950, 1.01289376e+00, 8.52439206e-04, 1.47022520e+02
38.050, 1.01293532e+00, 8.52441341e-04, 1.47112042e+02
38.150, 1.01297688e+00, 8.52443505e-04, 1.47201563e+02
38.250, 1.01301842e+00, 8.52445698e-04, 1.47291073e+02
38.350, 1.01305996e+00, 8.52447921e-04, 1.47380577e+02
38.450, 1.01310149e+00, 8.52450172e-04, 1.47470078e+02
38.550, 1.01314301e+00, 8.52452453e-04, 1.47559570e+02
38.650, 1.01318453e+00, 8.52454763e-04, 1.47649058e+02
38.750, 1.01322603e+00, 8.52457101e-04, 1.47738537e+02
38.850, 1.01326753e+00, 8.52459469e-04, 1.47828010e+02
38.950, 1.01330902e+00, 8.52461866e-04, 1.47917480e+02
39.050, 1.01335050e+00, 8.52464292e-04, 1.48006940e+02
39.150, 1.01339197e+00, 8.52466748e-04, 1.48096398e+02
39.250, 1.01343344e+00, 8.52469232e-04, 1.48185846e+02
39.350, 1.01347489e+00, 8.52471745e-04, 1.48275287e+02
39.450, 1.01351634e+00, 8.52474288e-04, 1.48364726e+02
39.550, 1.01355778e+00, 8.52476859e-04, 1.48454155e+02
39.650, 1.01359921e+00, 8.52479460e-04, 1.48543581e+02
39.750, 1.01364064e+00, 8.52482089e-04, 1.48632997e+02
39.850, 1.01368205e+00, 8.52484748e-04, 1.48722408e+02
39.950, 1.01372346e+00, 8.52487436e-04, 1.48811815e+02
40.050, 1.01376486e+00, 8.52490152e-04, 1.48901213e+02
40.150, 1.01380625e+00, 8.52492898e-04, 1.48990608e+02
40.250, 1.01384763e+00, 8.52495673e-04, 1.49079993e+02
40.350, 1.01388901e+00, 8.52498477e-04, 1.49169372e+02
40.450, 1.01393038e+00, 8.52501310e-04, 1.49258749e+02
40.550, 1.01397174e+00, 8.52504172e-04, 1.49348116e+02
40.650, 1.01401309e+00, 8.52507063e-04, 1.49437479e+02
40.750, 1.01405443e+00, 8.52509983e-04, 1.49526834e+02
40.850, 1.01409576e+00, 8.52512931e-04, 1.49616182e+02
