pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
40.950, 1.01413709e+00, 8.52515910e-04, 1.49705527e+02
41.050, 1.01417841e+00, 8.52518917e-04, 1.49794863e+02
41.150, 1.01421972e+00, 8.52521953e-04, 1.49884195e+02
41.250, 1.01426102e+00, 8.52525018e-04, 1.49973519e+02
41.350, 1.01430231e+00, 8.52528112e-04, 1.50062836e+02
41.450, 1.01434360e+00, 8.52531235e-04, 1.50152150e+02
41.550, 1.01438488e+00, 8.52534387e-04, 1.50241455e+02
41.650, 1.01442615e+00, 8.52537568e-04, 1.50330757e+02
41.750, 1.01446741e+00, 8.52540778e-04, 1.50420049e+02
41.850, 1.01450866e+00, 8.52544017e-04, 1.50509335e+02
41.950, 1.01454991e+00, 8.52547285e-04, 1.50598618e+02
42.050, 1.01459114e+00, 8.52550582e-04, 1.50687892e+02
42.150, 1.01463237e+00, 8.52553908e-04, 1.50777163e+02
42.250, 1.01467359e+00, 8.52557263e-04, 1.50866424e+02
42.350, 1.01471480e+00, 8.52560647e-04, 1.50955679e+02
42.450, 1.01475601e+00, 8.52564060e-04, 1.51044932e+02
42.550, 1.01479721e+00, 8.52567502e-04, 1.51134175e+02
42.650, 1.01483840e+00, 8.52570973e-04, 1.51223415e+02
42.750, 1.01487958e+00, 8.52574472e-04, 1.51312645e+02
42.850, 1.01492075e+00, 8.52578001e-04, 1.51401869e+02
42.950, 1.01496191e+00, 8.52581559e-04, 1.51491091e+02
43.050, 1.01500307e+00, 8.52585145e-04, 1.51580303e+02
43.150, 1.01504422e+00, 8.52588761e-04, 1.51669512e+02
43.250, 1.01508536e+00, 8.52592405e-04, 1.51758712e+02
43.350, 1.01512649e+00, 8.52596079e-04, 1.51847905e+02
43.450, 1.01516761e+00, 8.52599781e-04, 1.51937096e+02
43.550, 1.01520873e+00, 8.52603512e-04, 1.52026278e+02
43.650, 1.01524984e+00, 8.52607273e-04, 1.52115456e+02
43.750, 1.01529093e+00, 8.52611062e-04, 1.52204625e+02
43.850, 1.01533203e+00, 8.52614880e-04, 1.52293788e+02
43.950, 1.01537311e+00, 8.52618727e-04, 1.52382948e+02
44.050, 1.01541418e+00, 8.52622603e-04, 1.52472098e+02
44.150, 1.01545525e+00, 8.52626507e-04, 1.52561246e+02
44.250, 1.01549631e+00, 8.52630441e-04, 1.52650385e+02
44.350, 1.01553736e+00, 8.52634403e-04, 1.52739517e+02
44.450, 1.01557841e+00, 8.52638395e-04, 1.52828646e+02
44.550, 1.01561944e+00, 8.52642415e-04, 1.52917766e+02
44.650, 1.01566047e+00, 8.52646465e-04, 1.53006883e+02
44.750, 1.01570149e+00, 8.52650543e-04, 1.53095991e+02
44.850, 1.01574250e+00, 8.52654650e-04, 1.53185093e+02
44.950, 1.01578350e+00, 8.52658786e-04, 1.53274191e+02
45.050, 1.01582450e+00, 8.52662950e-04, 1.53363281e+02
45.150, 1.01586548e+00, 8.52667144e-04, 1.53452367e+02
45.250, 1.01590646e+00, 8.52671366e-04, 1.53541444e+02
45.350, 1.01594743e+00, 8.52675618e-04, 1.53630516e+02
45.450, 1.01598840e+00, 8.52679898e-04, 1.53719584e+02
45.550, 1.01602935e+00, 8.52684207e-04, 1.53808643e+02
45.650, 1.01607030e+00, 8.52688545e-04, 1.53897699e+02
45.750, 1.01611124e+00, 8.52692912e-04, 1.53986745e+02
45.850, 1.01615217e+00, 8.52697307e-04, 1.54075786e+02
45.950, 1.01619309e+00, 8.52701732e-04, 1.54164824e+02
46.050, 1.01623400e+00, 8.52706185e-04, 1.54253852e+02
46.150, 1.01627491e+00, 8.52710667e-04, 1.54342878e+02
46.250, 1.01631581e+00, 8.52715178e-04, 1.54431894e+02
46.350, 1.01635670e+00, 8.52719717e-04, 1.54520904e+02
46.450, 1.01639758e+00, 8.52724286e-04, 1.54609912e+02
46.550, 1.01643845e+00, 8.52728883e-04, 1.54698910e+02
46.650, 1.01647932e+00, 8.52733510e-04, 1.54787905e+02
46.750, 1.01652018e+00, 8.52738164e-04, 1.54876891e+02
46.850, 1.01656103e+00, 8.52742848e-04, 1.54965870e+02
46.950, 1.01660187e+00, 8.52747561e-04, 1.55054847e+02
47.050, 1.01664271e+00, 8.52752302e-04, 1.55143815e+02
47.150, 1.01668353e+00, 8.52757072e-04, 1.55232780e+02
47.250, 1.01672435e+00, 8.52761871e-04, 1.55321736e+02
47.350, 1.01676516e+00, 8.52766699e-04, 1.55410685e+02
47.450, 1.01680597e+00, 8.52771556e-04, 1.55499632e+02
47.550, 1.01684676e+00, 8.52776441e-04, 1.55588569e+02
47.650, 1.01688755e+00, 8.52781355e-04, 1.55677504e+02
47.750, 1.01692832e+00, 8.52786298e-04, 1.55766429e+02
47.850, 1.01696909e+00, 8.52791269e-04, 1.55855348e+02
47.950, 1.01700986e+00, 8.52796270e-04, 1.55944265e+02
48.050, 1.01705061e+00, 8.52801299e-04, 1.56033172e+02
48.150, 1.01709136e+00, 8.52806357e-04, 1.56122076e+02
48.250, 1.01713210e+00, 8.52811443e-04, 1.56210972e+02
48.350, 1.01717283e+00, 8.52816558e-04, 1.56299861e+02
48.450, 1.01721355e+00, 8.52821703e-04, 1.56388747e+02
48.550, 1.01725426e+00, 8.52826875e-04, 1.56477624e+02
48.650, 1.01729497e+00, 8.52832077e-04, 1.56566498e+02
48.750, 1.01733567e+00, 8.52837307e-04, 1.56655363e+02
48.850, 1.01737636e+00, 8.52842566e-04, 1.56744222e+02
48.950, 1.01741704e+00, 8.52847854e-04, 1.56833078e+02
49.050, 1.01745772e+00, 8.52853170e-04, 1.56921925e+02
49.150, 1.01749838e+00, 8.52858515e-04, 1.57010769e+02
49.250, 1.01753904e+00, 8.52863889e-04, 1.57099604e+02
49.350, 1.01757969e+00, 8.52869292e-04, 1.57188433e+02
49.450, 1.01762034e+00, 8.52874723e-04, 1.57277259e+02
49.550, 1.01766097e+00, 8.52880183e-04, 1.57366076e+02
49.650, 1.01770160e+00, 8.52885672e-04, 1.57454890e+02
49.750, 1.01774222e+00, 8.52891189e-04, 1.57543695e+02
49.850, 1.01778283e+00, 8.52896735e-04, 1.57632494e+02
49.950, 1.01782343e+00, 8.52902310e-04, 1.57721290e+02
50.050, 1.01786403e+00, 8.52907913e-04, 1.57810077e+02
50.150, 1.01790461e+00, 8.52913545e-04, 1.57898861e+02
50.250, 1.01794519e+00, 8.52919206e-04, 1.57987636e+02
50.350, 1.01798576e+00, 8.52924895e-04, 1.58076405e+02
50.450, 1.01802633e+00, 8.52930613e-04, 1.58165171e+02
50.550, 1.01806688e+00, 8.52936360e-04, 1.58253928e+02
50.650, 1.01810743e+00, 8.52942135e-04, 1.58342682e+02
50.750, 1.01814797e+00, 8.52947939e-04, 1.58431427e+02
50.850, 1.01818850e+00, 8.52953772e-04, 1.58520166e+02
50.950, 1.01822903e+00, 8.52959633e-04, 1.58608903e+02
51.050, 1.01826954e+00, 8.52965523e-04, 1.58697630e+02
51.150, 1.01831005e+00, 8.52971441e-04, 1.58786354e+02
51.250, 1.01835055e+00, 8.52977389e-04, 1.58875069e+02
51.350, 1.01839104e+00, 8.52983364e-04, 1.58963779e+02
51.450, 1.01843153e+00, 8.52989369e-04, 1.59052485e+02
51.550, 1.01847200e+00, 8.52995402e-04, 1.59141182e+02
51.650, 1.01851247e+00, 8.53001463e-04, 1.59229877e+02
51.750, 1.01855293e+00, 8.53007553e-04, 1.59318562e+02
51.850, 1.01859338e+00, 8.53013672e-04, 1.59407242e+02
51.950, 1.01863383e+00, 8.53019820e-04, 1.59495919e+02
52.050, 1.01867427e+00, 8.53025996e-04, 1.59584586e+02
52.150, 1.01871470e+00, 8.53032200e-04, 1.59673251e+02
52.250, 1.01875512e+00, 8.53038433e-04, 1.59761907e+02
52.350, 1.01879553e+00, 8.53044695e-04, 1.59850556e+02
52.450, 1.01883593e+00, 8.53050986e-04, 1.59939203e+02
52.550, 1.01887633e+00, 8.53057304e-04, 1.60027841e+02
52.650, 1.01891672e+00, 8.53063652e-04, 1.60116476e+02
52.750, 1.01895710e+00, 8.53070028e-04, 1.60205102e+02
52.850, 1.01899747e+00, 8.53076432e-04, 1.60293722e+02
52.950, 1.01903784e+00, 8.53082866e-04, 1.60382340e+02
53.050, 1.01907820e+00, 8.53089327e-04, 1.60470948e+02
53.150, 1.01911855e+00, 8.53095818e-04, 1.60559554e+02
53.250, 1.01915889e+00, 8.53102336e-04, 1.60648150e+02
53.350, 1.01919922e+00, 8.53108883e-04, 1.60736740e+02
53.450, 1.01923955e+00, 8.53115459e-04, 1.60825328e+02
53.550, 1.01927987e+00, 8.53122064e-04, 1.60913907e+02
53.650, 1.01932018e+00, 8.53128697e-04, 1.61002483e+02
53.750, 1.01936048e+00, 8.53135358e-04, 1.61091050e+02
53.850, 1.01940078e+00, 8.53142048e-04, 1.61179610e+02
53.950, 1.01944107e+00, 8.53148766e-04, 1.61268169e+02
54.050, 1.01948134e+00, 8.53155513e-04, 1.61356718e+02
54.150, 1.01952162e+00, 8.53162289e-04, 1.61445264e+02
54.250, 1.01956188e+00, 8.53169093e-04, 1.61533802e+02
54.350, 1.01960213e+00, 8.53175925e-04, 1.61622333e+02
54.450, 1.01964238e+00, 8.53182786e-04, 1.61710862e+02
54.550, 1.01968262e+00, 8.53189675e-04, 1.61799382e+02
54.650, 1.01972285e+00, 8.53196593e-04, 1.61887899e+02
54.750, 1.01976308e+00, 8.53203540e-04, 1.61976407e+02
54.850, 1.01980329e+00, 8.53210514e-04, 1.62064909e+02
54.950, 1.01984350e+00, 8.53217518e-04, 1.62153408e+02
55.050, 1.01988370e+00, 8.53224549e-04, 1.62241898e+02
55.150, 1.01992390e+00, 8.53231610e-04, 1.62330386e+02
55.250, 1.01996408e+00, 8.53238698e-04, 1.62418864e+02
55.350, 1.02000426e+00, 8.53245815e-04, 1.62507337e+02
55.450, 1.02004443e+00, 8.53252961e-04, 1.62595807e+02
55.550, 1.02008459e+00, 8.53260135e-04, 1.62684268e+02
55.650, 1.02012474e+00, 8.53267338e-04, 1.62772726e+02
55.750, 1.02016489e+00, 8.53274568e-04, 1.62861175e+02
55.850, 1.02020502e+00, 8.53281828e-04, 1.62949619e+02
55.950, 1.02024516e+00, 8.53289115e-04, 1.63038060e+02
56.050, 1.02028528e+00, 8.53296431e-04, 1.63126491e+02
56.150, 1.02032539e+00, 8.53303776e-04, 1.63214920e+02
56.250, 1.02036550e+00, 8.53311149e-04, 1.63303340e+02
56.350, 1.02040560e+00, 8.53318550e-04, 1.63391754e+02
56.450, 1.02044569e+00, 8.53325980e-04, 1.63480166e+02
56.550, 1.02048577e+00, 8.53333438e-04, 1.63568568e+02
56.650, 1.02052585e+00, 8.53340925e-04, 1.63656968e+02
56.750, 1.02056592e+00, 8.53348440e-04, 1.63745359e+02
56.850, 1.02060597e+00, 8.53355983e-04, 1.63833743e+02
56.950, 1.02064603e+00, 8.53363555e-04, 1.63922126e+02
57.050, 1.02068607e+00, 8.53371155e-04, 1.64010499e+02
57.150, 1.02072611e+00, 8.53378783e-04, 1.64098870e+02
57.250, 1.02076614e+00, 8.53386440e-04, 1.64187231e+02
57.350, 1.02080616e+00, 8.53394125e-04, 1.64275587e+02
57.450, 1.02084617e+00, 8.53401839e-04, 1.64363940e+02
57.550, 1.02088617e+00, 8.53409581e-04, 1.64452284e+02
57.650, 1.02092617e+00, 8.53417351e-04, 1.64540626e+02
57.750, 1.02096616e+00, 8.53425150e-04, 1.64628958e+02
57.850, 1.02100614e+00, 8.53432976e-04, 1.64717285e+02
57.950, 1.02104612e+00, 8.53440832e-04, 1.64805609e+02
58.050, 1.02108608e+00, 8.53448715e-04, 1.64893924e+02
58.150, 1.02112604e+00, 8.53456627e-04, 1.64982237e+02
58.250, 1.02116599e+00, 8.53464567e-04, 1.65070540e+02
58.350, 1.02120594e+00, 8.53472536e-04, 1.65158838e+02
58.450, 1.02124587e+00, 8.53480533e-04, 1.65247133e+02
58.550, 1.02128580e+00, 8.53488558e-04, 1.65335419e+02
58.650, 1.02132572e+00, 8.53496611e-04, 1.65423702e+02
58.750, 1.02136563e+00, 8.53504693e-04, 1.65511977e+02
58.850, 1.02140553e+00, 8.53512803e-04, 1.65600245e+02
58.950, 1.02144543e+00, 8.53520941e-04, 1.65688512e+02
59.050, 1.02148532e+00, 8.53529108e-04, 1.65776769e+02
59.150, 1.02152520e+00, 8.53537303e-04, 1.65865023e+02
59.250, 1.02156507e+00, 8.53545526e-04, 1.65953269e+02
59.350, 1.02160494e+00, 8.53553777e-04, 1.66041509e+02
59.450, 1.02164480e+00, 8.53562057e-04, 1.66129746e+02
59.550, 1.02168465e+00, 8.53570365e-04, 1.66217974e+02
59.650, 1.02172449e+00, 8.53578701e-04, 1.66306200e+02
59.750, 1.02176432e+00, 8.53587066e-04, 1.66394417e+02
59.850, 1.02180415e+00, 8.53595458e-04, 1.66482627e+02
59.950, 1.02184397e+00, 8.53603879e-04, 1.66570836e+02
60.050, 1.02188378e+00, 8.53612328e-04, 1.66659035e+02
60.150, 1.02192358e+00, 8.53620806e-04, 1.66747232e+02
60.250, 1.02196338e+00, 8.53629312e-04, 1.66835420e+02
60.350, 1.02200317e+00, 8.53637845e-04, 1.66923602e+02
60.450, 1.02204295e+00, 8.53646408e-04, 1.67011782e+02
60.550, 1.02208272e+00, 8.53654998e-04, 1.67099952e+02
60.650, 1.02212249e+00, 8.53663616e-04, 1.67188121e+02
60.750, 1.02216224e+00, 8.53672263e-04, 1.67276280e+02
60.850, 1.02220199e+00, 8.53680938e-04, 1.67364433e+02
60.950, 1.02224173e+00, 8.53689641e-04, 1.67452584e+02
61.050, 1.02228147e+00, 8.53698372e-04, 1.67540726e+02
61.150, 1.02232119e+00, 8.53707132e-04, 1.67628865e+02
61.250, 1.02236091e+00, 8.53715919e-04, 1.67716996e+02
61.350, 1.02240062e+00, 8.53724735e-04, 1.67805120e+02
61.450, 1.02244033e+00, 8.53733579e-04, 1.67893243e+02
61.550, 1.02248002e+00, 8.53742451e-04, 1.67981356e+02
61.650, 1.02251971e+00, 8.53751352e-04, 1.68069467e+02
61.750, 1.02255939e+00, 8.53760280e-04, 1.68157568e+02
61.850, 1.02259906e+00, 8.53769237e-04, 1.68245664e+02
61.950, 1.02263872e+00, 8.53778222e-04, 1.68333758e+02
62.050, 1.02267838e+00, 8.53787235e-04, 1.68421843e+02
62.150, 1.02271803e+00, 8.53796276e-04, 1.68509925e+02
62.250, 1.02275767e+00, 8.53805345e-04, 1.68597998e+02
62.350, 1.02279731e+00, 8.53814442e-04, 1.68686066e+02
62.450, 1.02283693e+00, 8.53823568e-04, 1.68774131e+02
62.550, 1.02287655e+00, 8.53832721e-04, 1.68862187e+02
62.650, 1.02291616e+00, 8.53841903e-04, 1.68950240e+02
62.750, 1.02295576e+00, 8.53851113e-04, 1.69038285e+02
62.850, 1.02299536e+00, 8.53860350e-04, 1.69126324e+02
62.950, 1.02303495e+00, 8.53869617e-04, 1.69214361e+02
63.050, 1.02307453e+00, 8.53878911e-04, 1.69302388e+02
63.150, 1.02311410e+00, 8.53888233e-04, 1.69390413e+02
63.250, 1.02315366e+00, 8.53897583e-04, 1.69478430e+02
63.350, 1.02319322e+00, 8.53906961e-04, 1.69566440e+02
63.450, 1.02323277e+00, 8.53916368e-04, 1.69654448e+02
63.550, 1.02327231e+00, 8.53925802e-04, 1.69742447e+02
63.650, 1.02331185e+00, 8.53935265e-04, 1.69830444e+02
63.750, 1.02335137e+00, 8.53944756e-04, 1.69918432e+02
63.850, 1.02339089e+00, 8.53954274e-04, 1.70006414e+02
63.950, 1.02343040e+00, 8.53963821e-04, 1.70094394e+02
64.050, 1.02346991e+00, 8.53973396e-04, 1.70182368e+02
64.150, 1.02350940e+00, 8.53982999e-04, 1.70270333e+02
64.250, 1.02354889e+00, 8.53992629e-04, 1.70358292e+02
64.350, 1.02358837e+00, 8.54002288e-04, 1.70446246e+02
64.450, 1.02362784e+00, 8.54011975e-04, 1.70534194e+02
64.550, 1.02366731e+00, 8.54021691e-04, 1.70622143e+02
64.650, 1.02370677e+00, 8.54031433e-04, 1.70710080e+02
64.750, 1.02374622e+00, 8.54041204e-04, 1.70798011e+02
64.850, 1.02378566e+00, 8.54051003e-04, 1.70885937e+02
64.950, 1.02382509e+00, 8.54060830e-04, 1.70973856e+02
65.050, 1.02386452e+00, 8.54070685e-04, 1.71061777e+02
65.150, 1.02390394e+00, 8.54080568e-04, 1.71149686e+02
65.250, 1.02394335e+00, 8.54090479e-04, 1.71237589e+02
65.350, 1.02398275e+00, 8.54100418e-04, 1.71325486e+02
65.450, 1.02402215e+00, 8.54110385e-04, 1.71413377e+02
65.550, 1.02406154e+00, 8.54120380e-04, 1.71501270e+02
65.650, 1.02410092e+00, 8.54130403e-04, 1.71589150e+02
65.750, 1.02414030e+00, 8.54140454e-04, 1.71677025e+02
65.850, 1.02417966e+00, 8.54150532e-04, 1.71764894e+02
65.950, 1.02421902e+00, 8.54160639e-04, 1.71852758e+02
66.050, 1.02425837e+00, 8.54170774e-04, 1.71940622e+02
66.150, 1.02429772e+00, 8.54180937e-04, 1.72028474e+02
66.250, 1.02433705e+00, 8.54191127e-04, 1.72116321e+02
66.350, 1.02437638e+00, 8.54201346e-04, 1.72204162e+02
66.450, 1.02441570e+00, 8.54211592e-04, 1.72291997e+02
66.550, 1.02445501e+00, 8.54221867e-04, 1.72379833e+02
66.650, 1.02449432e+00, 8.54232169e-04, 1.72467657e+02
66.750, 1.02453361e+00, 8.54242499e-04, 1.72555476e+02
66.850, 1.02457290e+00, 8.54252857e-04, 1.72643289e+02
66.950, 1.02461219e+00, 8.54263243e-04, 1.72731096e+02
67.050, 1.02465146e+00, 8.54273658e-04, 1.72818904e+02
67.150, 1.02469073e+00, 8.54284099e-04, 1.72906700e+02
67.250, 1.02472999e+00, 8.54294569e-04, 1.72994491e+02
67.350, 1.02476924e+00, 8.54305066e-04, 1.73082275e+02
67.450, 1.02480848e+00, 8.54315592e-04, 1.73170055e+02
67.550, 1.02484772e+00, 8.54326146e-04, 1.73257835e+02
67.650, 1.02488695e+00, 8.54336727e-04, 1.73345603e+02
67.750, 1.02492617e+00, 8.54347336e-04, 1.73433366e+02
67.850, 1.02496539e+00, 8.54357973e-04, 1.73521122e+02
67.950, 1.02500459e+00, 8.54368637e-04, 1.73608874e+02
68.050, 1.02504380e+00, 8.54379331e-04, 1.73696626e+02
68.150, 1.02508299e+00, 8.54390051e-04, 1.73784366e+02
68.250, 1.02512217e+00, 8.54400799e-04, 1.73872101e+02
68.350, 1.02516135e+00, 8.54411575e-04, 1.73959830e+02
68.450, 1.02520051e+00, 8.54422379e-04, 1.74047553e+02
68.550, 1.02523968e+00, 8.54433212e-04, 1.74135278e+02
68.650, 1.02527883e+00, 8.54444071e-04, 1.74222990e+02
68.750, 1.02531798e+00, 8.54454959e-04, 1.74310697e+02
68.850, 1.02535711e+00, 8.54465874e-04, 1.74398398e+02
68.950, 1.02539625e+00, 8.54476817e-04, 1.74486093e+02
69.050, 1.02543537e+00, 8.54487788e-04, 1.74573790e+02
69.150, 1.02547449e+00, 8.54498787e-04, 1.74661474e+02
69.250, 1.02551359e+00, 8.54509813e-04, 1.74749153e+02
69.350, 1.02555270e+00, 8.54520867e-04, 1.74836826e+02
69.450, 1.02559179e+00, 8.54531949e-04, 1.74924494e+02
69.550, 1.02563088e+00, 8.54543060e-04, 1.75012163e+02
69.650, 1.02566995e+00, 8.54554197e-04, 1.75099820e+02
69.750, 1.02570902e+00, 8.54565363e-04, 1.75187471e+02
69.850, 1.02574809e+00, 8.54576556e-04, 1.75275117e+02
69.950, 1.02578714e+00, 8.54587776e-04, 1.75362757e+02
70.050, 1.02582619e+00, 8.54599026e-04, 1.75450398e+02
70.150, 1.02586523e+00, 8.54610302e-04, 1.75538027e+02
70.250, 1.02590427e+00, 8.54621606e-04, 1.75625650e+02
70.350, 1.02594329e+00, 8.54632938e-04, 1.75713268e+02
70.450, 1.02598231e+00, 8.54644297e-04, 1.75800880e+02
70.550, 1.02602132e+00, 8.54655685e-04, 1.75888494e+02
70.650, 1.02606033e+00, 8.54667100e-04, 1.75976095e+02
70.750, 1.02609932e+00, 8.54678543e-04, 1.76063691e+02
70.850, 1.02613831e+00, 8.54690013e-04, 1.76151281e+02
70.950, 1.02617729e+00, 8.54701511e-04, 1.76238866e+02
71.050, 1.02621626e+00, 8.54713038e-04, 1.76326452e+02
71.150, 1.02625523e+00, 8.54724591e-04, 1.76414026e+02
71.250, 1.02629419e+00, 8.54736172e-04, 1.76501594e+02
71.350, 1.02633314e+00, 8.54747781e-04, 1.76589156e+02
71.450, 1.02637208e+00, 8.54759418e-04, 1.76676714e+02
71.550, 1.02641102e+00, 8.54771083e-04, 1.76764272e+02
71.650, 1.02644995e+00, 8.54782775e-04, 1.76851818e+02
71.750, 1.02648887e+00, 8.54794494e-04, 1.76939359e+02
71.850, 1.02652778e+00, 8.54806241e-04, 1.77026894e+02
71.950, 1.02656668e+00, 8.54818016e-04, 1.77114424e+02
72.050, 1.02660559e+00, 8.54829819e-04, 1.77201954e+02
72.150, 1.02664448e+00, 8.54841650e-04, 1.77289473e+02
72.250, 1.02668336e+00, 8.54853507e-04, 1.77376986e+02
72.350, 1.02672223e+00, 8.54865393e-04, 1.77464494e+02
72.450, 1.02676110e+00, 8.54877306e-04, 1.77551996e+02
72.550, 1.02679997e+00, 8.54889247e-04, 1.77639500e+02
72.650, 1.02683882e+00, 8.54901216e-04, 1.77726991e+02
72.750, 1.02687766e+00, 8.54913212e-04, 1.77814477e+02
72.850, 1.02691650e+00, 8.54925235e-04, 1.77901957e+02
72.950, 1.02695533e+00, 8.54937286e-04, 1.77989432e+02
73.050, 1.02699416e+00, 8.54949366e-04, 1.78076908e+02
73.150, 1.02703297e+00, 8.54961472e-04, 1.78164371e+02
73.250, 1.02707178e+00, 8.54973606e-04, 1.78251830e+02
73.350, 1.02711058e+00, 8.54985768e-04, 1.78339283e+02
73.450, 1.02714938e+00, 8.54997957e-04, 1.78426730e+02
73.550, 1.02718817e+00, 8.55010174e-04, 1.78514179e+02
73.650, 1.02722695e+00, 8.55022418e-04, 1.78601615e+02
73.750, 1.02726572e+00, 8.55034690e-04, 1.78689046e+02
73.850, 1.02730448e+00, 8.55046989e-04, 1.78776472e+02
73.950, 1.02734324e+00, 8.55059316e-04, 1.78863892e+02
74.050, 1.02738199e+00, 8.55071672e-04, 1.78951314e+02
74.150, 1.02742073e+00, 8.55084054e-04, 1.79038723e+02
74.250, 1.02745946e+00, 8.55096463e-04, 1.79126127e+02
74.350, 1.02749819e+00, 8.55108900e-04, 1.79213525e+02
74.450, 1.02753691e+00, 8.55121365e-04, 1.79300918e+02
74.550, 1.02757562e+00, 8.55133858e-04, 1.79388312e+02
74.650, 1.02761433e+00, 8.55146377e-04, 1.79475694e+02
74.750, 1.02765303e+00, 8.55158925e-04, 1.79563071e+02
74.850, 1.02769171e+00, 8.55171499e-04, 1.79650442e+02
74.950, 1.02773040e+00, 8.55184101e-04, 1.79737807e+02
75.050, 1.02776907e+00, 8.55196732e-04, 1.79825174e+02
75.150, 1.02780774e+00, 8.55209389e-04, 1.79912529e+02
75.250, 1.02784640e+00, 8.55222074e-04, 1.79999879e+02
75.350, 1.02788505e+00, 8.55234786e-04, 1.80087223e+02
75.450, 1.02792370e+00, 8.55247525e-04, 1.80174561e+02
75.550, 1.02796234e+00, 8.55260293e-04, 1.80261901e+02
75.650, 1.02800097e+00, 8.55273088e-04, 1.80349229e+02
75.750, 1.02803959e+00, 8.55285910e-04, 1.80436551e+02
75.850, 1.02807821e+00, 8.55298759e-04, 1.80523868e+02
75.950, 1.02811682e+00, 8.55311636e-04, 1.80611179e+02
76.050, 1.02815542e+00, 8.55324542e-04, 1.80698492e+02
76.150, 1.02819401e+00, 8.55337473e-04, 1.80785793e+02
76.250, 1.02823260e+00, 8.55350433e-04, 1.80873088e+02
76.350, 1.02827118e+00, 8.55363419e-04, 1.80960378e+02
76.450, 1.02830975e+00, 8.55376433e-04, 1.81047662e+02
76.550, 1.02834832e+00, 8.55389476e-04, 1.81134948e+02
76.650, 1.02838687e+00, 8.55402545e-04, 1.81222222e+02
76.750, 1.02842542e+00, 8.55415641e-04, 1.81309490e+02
76.850, 1.02846396e+00, 8.55428765e-04, 1.81396753e+02
76.950, 1.02850250e+00, 8.55441916e-04, 1.81484010e+02
77.050, 1.02854103e+00, 8.55455095e-04, 1.81571269e+02
77.150, 1.02857955e+00, 8.55468301e-04, 1.81658516e+02
77.250, 1.02861806e+00, 8.55481534e-04, 1.81745757e+02
77.350, 1.02865657e+00, 8.55494795e-04, 1.81832993e+02
77.450, 1.02869506e+00, 8.55508083e-04, 1.81920224e+02
77.550, 1.02873356e+00, 8.55521399e-04, 1.82007456e+02
77.650, 1.02877204e+00, 8.55534742e-04, 1.82094675e+02
77.750, 1.02881051e+00, 8.55548112e-04, 1.82181890e+02
77.850, 1.02884898e+00, 8.55561510e-04, 1.82269099e+02
77.950, 1.02888744e+00, 8.55574935e-04, 1.82356302e+02
78.050, 1.02892590e+00, 8.55588388e-04, 1.82443507e+02
78.150, 1.02896435e+00, 8.55601867e-04, 1.82530700e+02
78.250, 1.02900279e+00, 8.55615374e-04, 1.82617888e+02
78.350, 1.02904122e+00, 8.55628908e-04, 1.82705070e+02
78.450, 1.02907964e+00, 8.55642470e-04, 1.82792247e+02
78.550, 1.02911806e+00, 8.55656060e-04, 1.82879425e+02
78.650, 1.02915647e+00, 8.55669676e-04, 1.82966591e+02
78.750, 1.02919487e+00, 8.55683319e-04, 1.83053752e+02
78.850, 1.02923327e+00, 8.55696990e-04, 1.83140908e+02
78.950, 1.02927166e+00, 8.55710688e-04, 1.83228058e+02
79.050, 1.02931004e+00, 8.55724414e-04, 1.83315209e+02
79.150, 1.02934841e+00, 8.55738167e-04, 1.83402348e+02
79.250, 1.02938678e+00, 8.55751947e-04, 1.83489482e+02
79.350, 1.02942514e+00, 8.55765754e-04, 1.83576611e+02
79.450, 1.02946349e+00, 8.55779588e-04, 1.83663735e+02
79.550, 1.02950183e+00, 8.55793451e-04, 1.83750859e+02
79.650, 1.02954017e+00, 8.55807340e-04, 1.83837972e+02
79.750, 1.02957850e+00, 8.55821256e-04, 1.83925079e+02
79.850, 1.02961682e+00, 8.55835199e-04, 1.84012181e+02
79.950, 1.02965514e+00, 8.55849170e-04, 1.84099278e+02
80.050, 1.02969345e+00, 8.55863169e-04, 1.84186376e+02
80.150, 1.02973175e+00, 8.55877194e-04, 1.84273462e+02
80.250, 1.02977004e+00, 8.55891247e-04, 1.84360543e+02
80.350, 1.02980833e+00, 8.55905326e-04, 1.84447618e+02
80.450, 1.02984660e+00, 8.55919433e-04, 1.84534688e+02
80.550, 1.02988488e+00, 8.55933568e-04, 1.84621760e+02
80.650, 1.02992314e+00, 8.55947729e-04, 1.84708819e+02
80.750, 1.02996140e+00, 8.55961918e-04, 1.84795873e+02
80.850, 1.02999965e+00, 8.55976133e-04, 1.84882922e+02
80.950, 1.03003789e+00, 8.55990376e-04, 1.84969966e+02
81.050, 1.03007613e+00, 8.56004647e-04, 1.85057011e+02
81.150, 1.03011435e+00, 8.56018945e-04, 1.85144044e+02
81.250, 1.03015257e+00, 8.56033269e-04, 1.85231071e+02
81.350, 1.03019079e+00, 8.56047620e-04, 1.85318094e+02
81.450, 1.03022899e+00, 8.56061999e-04, 1.85405111e+02
81.550, 1.03026719e+00, 8.56076406e-04, 1.85492129e+02
81.650, 1.03030538e+00, 8.56090839e-04, 1.85579135e+02
81.750, 1.03034357e+00, 8.56105299e-04, 1.85666137e+02
81.850, 1.03038174e+00, 8.56119787e-04, 1.85753132e+02
