pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
12.595, 1.00208634e+00, 8.52844425e-04, 1.24114199e+02
12.605, 1.00209071e+00, 8.52843891e-04, 1.24123318e+02
12.615, 1.00209508e+00, 8.52843358e-04, 1.24132438e+02
12.625, 1.00209945e+00, 8.52842825e-04, 1.24141558e+02
12.635, 1.00210382e+00, 8.52842292e-04, 1.24150678e+02
12.645, 1.00210819e+00, 8.52841760e-04, 1.24159798e+02
12.655, 1.00211256e+00, 8.52841228e-04, 1.24168917e+02
12.665, 1.00211693e+00, 8.52840696e-04, 1.24178037e+02
12.675, 1.00212130e+00, 8.52840164e-04, 1.24187157e+02
12.685, 1.00212567e+00, 8.52839633e-04, 1.24196276e+02
12.695, 1.00213004e+00, 8.52839102e-04, 1.24205395e+02
12.705, 1.00213440e+00, 8.52838572e-04, 1.24214514e+02
12.715, 1.00213877e+00, 8.52838041e-04, 1.24223634e+02
12.725, 1.00214314e+00, 8.52837511e-04, 1.24232753e+02
12.735, 1.00214751e+00, 8.52836981e-04, 1.24241872e+02
12.745, 1.00215188e+00, 8.52836452e-04, 1.24250991e+02
12.755, 1.00215625e+00, 8.52835923e-04, 1.24260110e+02
12.765, 1.00216062e+00, 8.52835394e-04, 1.24269229e+02
12.775, 1.00216499e+00, 8.52834865e-04, 1.24278347e+02
12.785, 1.00216936e+00, 8.52834337e-04, 1.24287466e+02
12.795, 1.00217372e+00, 8.52833809e-04, 1.24296585e+02
12.805, 1.00217809e+00, 8.52833281e-04, 1.24305704e+02
12.815, 1.00218246e+00, 8.52832754e-04, 1.24314822e+02
12.825, 1.00218683e+00, 8.52832227e-04, 1.24323941e+02
12.835, 1.00219120e+00, 8.52831700e-04, 1.24333059e+02
12.845, 1.00219557e+00, 8.52831174e-04, 1.24342178e+02
12.855, 1.00219993e+00, 8.52830647e-04, 1.24351295e+02
12.865, 1.00220430e+00, 8.52830122e-04, 1.24360414e+02
12.875, 1.00220867e+00, 8.52829596e-04, 1.24369532e+02
12.885, 1.00221304e+00, 8.52829071e-04, 1.24378650e+02
12.895, 1.00221741e+00, 8.52828546e-04, 1.24387769e+02
12.905, 1.00222177e+00, 8.52828021e-04, 1.24396886e+02
12.915, 1.00222614e+00, 8.52827496e-04, 1.24406004e+02
12.925, 1.00223051e+00, 8.52826972e-04, 1.24415122e+02
12.935, 1.00223488e+00, 8.52826448e-04, 1.24424240e+02
12.945, 1.00223924e+00, 8.52825925e-04, 1.24433357e+02
12.955, 1.00224361e+00, 8.52825402e-04, 1.24442475e+02
12.965, 1.00224798e+00, 8.52824879e-04, 1.24451592e+02
12.975, 1.00225234e+00, 8.52824356e-04, 1.24460710e+02
12.985, 1.00225671e+00, 8.52823834e-04, 1.24469827e+02
12.995, 1.00226108e+00, 8.52823312e-04, 1.24478944e+02
13.005, 1.00226544e+00, 8.52822790e-04, 1.24488062e+02
13.015, 1.00226981e+00, 8.52822268e-04, 1.24497179e+02
13.025, 1.00227418e+00, 8.52821747e-04, 1.24506296e+02
13.035, 1.00227854e+00, 8.52821226e-04, 1.24515413e+02
13.045, 1.00228291e+00, 8.52820706e-04, 1.24524530e+02
13.055, 1.00228728e+00, 8.52820185e-04, 1.24533647e+02
13.065, 1.00229164e+00, 8.52819666e-04, 1.24542763e+02
13.075, 1.00229601e+00, 8.52819146e-04, 1.24551880e+02
13.085, 1.00230037e+00, 8.52818626e-04, 1.24560997e+02
13.095, 1.00230474e+00, 8.52818107e-04, 1.24570114e+02
13.105, 1.00230911e+00, 8.52817589e-04, 1.24579230e+02
13.115, 1.00231347e+00, 8.52817070e-04, 1.24588346e+02
13.125, 1.00231784e+00, 8.52816552e-04, 1.24597463e+02
13.135, 1.00232220e+00, 8.52816034e-04, 1.24606580e+02
13.145, 1.00232657e+00, 8.52815516e-04, 1.24615696e+02
13.155, 1.00233093e+00, 8.52814999e-04, 1.24624812e+02
13.165, 1.00233530e+00, 8.52814482e-04, 1.24633928e+02
13.175, 1.00233967e+00, 8.52813965e-04, 1.24643044e+02
13.185, 1.00234403e+00, 8.52813449e-04, 1.24652160e+02
13.195, 1.00234840e+00, 8.52812933e-04, 1.24661276e+02
13.205, 1.00235276e+00, 8.52812417e-04, 1.24670392e+02
13.215, 1.00235713e+00, 8.52811901e-04, 1.24679508e+02
13.225, 1.00236149e+00, 8.52811386e-04, 1.24688624e+02
13.235, 1.00236585e+00, 8.52810871e-04, 1.24697739e+02
13.245, 1.00237022e+00, 8.52810356e-04, 1.24706854e+02
13.255, 1.00237458e+00, 8.52809842e-04, 1.24715970e+02
13.265, 1.00237895e+00, 8.52809328e-04, 1.24725086e+02
13.275, 1.00238331e+00, 8.52808814e-04, 1.24734200e+02
13.285, 1.00238768e+00, 8.52808301e-04, 1.24743316e+02
13.295, 1.00239204e+00, 8.52807787e-04, 1.24752431e+02
13.305, 1.00239641e+00, 8.52807274e-04, 1.24761547e+02
13.315, 1.00240077e+00, 8.52806762e-04, 1.24770661e+02
13.325, 1.00240513e+00, 8.52806250e-04, 1.24779776e+02
13.335, 1.00240950e+00, 8.52805738e-04, 1.24788892e+02
13.345, 1.00241386e+00, 8.52805226e-04, 1.24798007e+02
13.355, 1.00241822e+00, 8.52804715e-04, 1.24807121e+02
13.365, 1.00242259e+00, 8.52804203e-04, 1.24816236e+02
13.375, 1.00242695e+00, 8.52803693e-04, 1.24825351e+02
13.385, 1.00243132e+00, 8.52803182e-04, 1.24834466e+02
13.395, 1.00243568e+00, 8.52802672e-04, 1.24843580e+02
13.405, 1.00244004e+00, 8.52802162e-04, 1.24852694e+02
13.415, 1.00244441e+00, 8.52801652e-04, 1.24861809e+02
13.425, 1.00244877e+00, 8.52801143e-04, 1.24870923e+02
13.435, 1.00245313e+00, 8.52800634e-04, 1.24880038e+02
13.445, 1.00245749e+00, 8.52800125e-04, 1.24889151e+02
13.455, 1.00246186e+00, 8.52799617e-04, 1.24898266e+02
13.465, 1.00246622e+00, 8.52799109e-04, 1.24907380e+02
13.475, 1.00247058e+00, 8.52798601e-04, 1.24916494e+02
13.485, 1.00247494e+00, 8.52798093e-04, 1.24925607e+02
13.495, 1.00247931e+00, 8.52797586e-04, 1.24934721e+02
13.505, 1.00248367e+00, 8.52797079e-04, 1.24943835e+02
13.515, 1.00248803e+00, 8.52796572e-04, 1.24952949e+02
13.525, 1.00249239e+00, 8.52796066e-04, 1.24962062e+02
13.535, 1.00249676e+00, 8.52795560e-04, 1.24971176e+02
13.545, 1.00250112e+00, 8.52795054e-04, 1.24980290e+02
13.555, 1.00250548e+00, 8.52794548e-04, 1.24989403e+02
13.565, 1.00250984e+00, 8.52794043e-04, 1.24998516e+02
13.575, 1.00251420e+00, 8.52793538e-04, 1.25007630e+02
13.585, 1.00251857e+00, 8.52793034e-04, 1.25016743e+02
13.595, 1.00252293e+00, 8.52792529e-04, 1.25025856e+02
13.605, 1.00252729e+00, 8.52792026e-04, 1.25034969e+02
13.615, 1.00253165e+00, 8.52791522e-04, 1.25044082e+02
13.625, 1.00253601e+00, 8.52791018e-04, 1.25053195e+02
13.635, 1.00254037e+00, 8.52790515e-04, 1.25062308e+02
13.645, 1.00254473e+00, 8.52790012e-04, 1.25071421e+02
13.655, 1.00254910e+00, 8.52789510e-04, 1.25080533e+02
13.665, 1.00255346e+00, 8.52789008e-04, 1.25089646e+02
13.675, 1.00255782e+00, 8.52788506e-04, 1.25098759e+02
13.685, 1.00256218e+00, 8.52788004e-04, 1.25107872e+02
13.695, 1.00256654e+00, 8.52787503e-04, 1.25116984e+02
13.705, 1.00257090e+00, 8.52787002e-04, 1.25126096e+02
13.715, 1.00257526e+00, 8.52786501e-04, 1.25135209e+02
13.725, 1.00257962e+00, 8.52786000e-04, 1.25144321e+02
13.735, 1.00258398e+00, 8.52785500e-04, 1.25153433e+02
13.745, 1.00258834e+00, 8.52785000e-04, 1.25162545e+02
13.755, 1.00259270e+00, 8.52784501e-04, 1.25171657e+02
13.765, 1.00259706e+00, 8.52784002e-04, 1.25180770e+02
13.775, 1.00260142e+00, 8.52783503e-04, 1.25189881e+02
13.785, 1.00260578e+00, 8.52783004e-04, 1.25198993e+02
13.795, 1.00261014e+00, 8.52782506e-04, 1.25208105e+02
13.805, 1.00261450e+00, 8.52782007e-04, 1.25217217e+02
13.815, 1.00261886e+00, 8.52781510e-04, 1.25226328e+02
13.825, 1.00262322e+00, 8.52781012e-04, 1.25235440e+02
13.835, 1.00262758e+00, 8.52780515e-04, 1.25244551e+02
13.845, 1.00263194e+00, 8.52780018e-04, 1.25253663e+02
13.855, 1.00263630e+00, 8.52779521e-04, 1.25262774e+02
13.865, 1.00264066e+00, 8.52779025e-04, 1.25271885e+02
13.875, 1.00264502e+00, 8.52778529e-04, 1.25280997e+02
13.885, 1.00264938e+00, 8.52778033e-04, 1.25290108e+02
13.895, 1.00265374e+00, 8.52777538e-04, 1.25299219e+02
13.905, 1.00265810e+00, 8.52777043e-04, 1.25308330e+02
13.915, 1.00266245e+00, 8.52776548e-04, 1.25317441e+02
13.925, 1.00266681e+00, 8.52776053e-04, 1.25326552e+02
13.935, 1.00267117e+00, 8.52775559e-04, 1.25335663e+02
13.945, 1.00267553e+00, 8.52775065e-04, 1.25344773e+02
13.955, 1.00267989e+00, 8.52774572e-04, 1.25353884e+02
13.965, 1.00268425e+00, 8.52774078e-04, 1.25362995e+02
13.975, 1.00268861e+00, 8.52773585e-04, 1.25372106e+02
13.985, 1.00269296e+00, 8.52773092e-04, 1.25381215e+02
13.995, 1.00269732e+00, 8.52772600e-04, 1.25390326e+02
14.005, 1.00270168e+00, 8.52772108e-04, 1.25399436e+02
14.015, 1.00270604e+00, 8.52771616e-04, 1.25408547e+02
14.025, 1.00271040e+00, 8.52771124e-04, 1.25417657e+02
14.035, 1.00271475e+00, 8.52770633e-04, 1.25426767e+02
14.045, 1.00271911e+00, 8.52770142e-04, 1.25435877e+02
14.055, 1.00272347e+00, 8.52769651e-04, 1.25444987e+02
14.065, 1.00272783e+00, 8.52769161e-04, 1.25454097e+02
14.075, 1.00273218e+00, 8.52768671e-04, 1.25463207e+02
14.085, 1.00273654e+00, 8.52768181e-04, 1.25472317e+02
14.095, 1.00274090e+00, 8.52767692e-04, 1.25481427e+02
14.105, 1.00274526e+00, 8.52767202e-04, 1.25490536e+02
14.115, 1.00274961e+00, 8.52766713e-04, 1.25499645e+02
14.125, 1.00275397e+00, 8.52766225e-04, 1.25508755e+02
14.135, 1.00275833e+00, 8.52765736e-04, 1.25517865e+02
14.145, 1.00276268e+00, 8.52765248e-04, 1.25526974e+02
14.155, 1.00276704e+00, 8.52764761e-04, 1.25536083e+02
14.165, 1.00277140e+00, 8.52764273e-04, 1.25545192e+02
14.175, 1.00277575e+00, 8.52763786e-04, 1.25554302e+02
14.185, 1.00278011e+00, 8.52763299e-04, 1.25563411e+02
14.195, 1.00278447e+00, 8.52762813e-04, 1.25572519e+02
14.205, 1.00278882e+00, 8.52762326e-04, 1.25581629e+02
14.215, 1.00279318e+00, 8.52761840e-04, 1.25590738e+02
14.225, 1.00279754e+00, 8.52761355e-04, 1.25599847e+02
14.235, 1.00280189e+00, 8.52760869e-04, 1.25608955e+02
14.245, 1.00280625e+00, 8.52760384e-04, 1.25618064e+02
14.255, 1.00281060e+00, 8.52759900e-04, 1.25627173e+02
14.265, 1.00281496e+00, 8.52759415e-04, 1.25636281e+02
14.275, 1.00281932e+00, 8.52758931e-04, 1.25645389e+02
14.285, 1.00282367e+00, 8.52758447e-04, 1.25654498e+02
14.295, 1.00282803e+00, 8.52757963e-04, 1.25663606e+02
14.305, 1.00283238e+00, 8.52757480e-04, 1.25672715e+02
14.315, 1.00283674e+00, 8.52756997e-04, 1.25681822e+02
14.325, 1.00284109e+00, 8.52756514e-04, 1.25690931e+02
14.335, 1.00284545e+00, 8.52756032e-04, 1.25700039e+02
14.345, 1.00284980e+00, 8.52755550e-04, 1.25709147e+02
14.355, 1.00285416e+00, 8.52755068e-04, 1.25718254e+02
14.365, 1.00285851e+00, 8.52754587e-04, 1.25727362e+02
14.375, 1.00286287e+00, 8.52754105e-04, 1.25736470e+02
14.385, 1.00286722e+00, 8.52753624e-04, 1.25745578e+02
14.395, 1.00287158e+00, 8.52753144e-04, 1.25754686e+02
14.405, 1.00287593e+00, 8.52752663e-04, 1.25763793e+02
14.415, 1.00288029e+00, 8.52752183e-04, 1.25772901e+02
14.425, 1.00288464e+00, 8.52751704e-04, 1.25782008e+02
14.435, 1.00288900e+00, 8.52751224e-04, 1.25791116e+02
14.445, 1.00289335e+00, 8.52750745e-04, 1.25800223e+02
14.455, 1.00289770e+00, 8.52750266e-04, 1.25809330e+02
14.465, 1.00290206e+00, 8.52749788e-04, 1.25818438e+02
14.475, 1.00290641e+00, 8.52749309e-04, 1.25827545e+02
14.485, 1.00291077e+00, 8.52748831e-04, 1.25836651e+02
14.495, 1.00291512e+00, 8.52748354e-04, 1.25845758e+02
14.505, 1.00291947e+00, 8.52747876e-04, 1.25854866e+02
14.515, 1.00292383e+00, 8.52747399e-04, 1.25863973e+02
14.525, 1.00292818e+00, 8.52746923e-04, 1.25873079e+02
14.535, 1.00293253e+00, 8.52746446e-04, 1.25882186e+02
14.545, 1.00293689e+00, 8.52745970e-04, 1.25891292e+02
14.555, 1.00294124e+00, 8.52745494e-04, 1.25900399e+02
14.565, 1.00294559e+00, 8.52745018e-04, 1.25909505e+02
14.575, 1.00294995e+00, 8.52744543e-04, 1.25918612e+02
14.585, 1.00295430e+00, 8.52744068e-04, 1.25927718e+02
14.595, 1.00295865e+00, 8.52743593e-04, 1.25936825e+02
14.605, 1.00296301e+00, 8.52743119e-04, 1.25945930e+02
14.615, 1.00296736e+00, 8.52742645e-04, 1.25955037e+02
14.625, 1.00297171e+00, 8.52742171e-04, 1.25964143e+02
14.635, 1.00297607e+00, 8.52741697e-04, 1.25973249e+02
14.645, 1.00298042e+00, 8.52741224e-04, 1.25982355e+02
14.655, 1.00298477e+00, 8.52740751e-04, 1.25991460e+02
14.665, 1.00298912e+00, 8.52740279e-04, 1.26000566e+02
14.675, 1.00299347e+00, 8.52739806e-04, 1.26009672e+02
14.685, 1.00299783e+00, 8.52739334e-04, 1.26018778e+02
14.695, 1.00300218e+00, 8.52738862e-04, 1.26027883e+02
14.705, 1.00300653e+00, 8.52738391e-04, 1.26036989e+02
14.715, 1.00301088e+00, 8.52737920e-04, 1.26046094e+02
14.725, 1.00301524e+00, 8.52737449e-04, 1.26055200e+02
14.735, 1.00301959e+00, 8.52736978e-04, 1.26064305e+02
14.745, 1.00302394e+00, 8.52736508e-04, 1.26073410e+02
14.755, 1.00302829e+00, 8.52736038e-04, 1.26082516e+02
14.765, 1.00303264e+00, 8.52735568e-04, 1.26091621e+02
14.775, 1.00303699e+00, 8.52735099e-04, 1.26100725e+02
14.785, 1.00304134e+00, 8.52734630e-04, 1.26109830e+02
14.795, 1.00304570e+00, 8.52734161e-04, 1.26118936e+02
14.805, 1.00305005e+00, 8.52733693e-04, 1.26128041e+02
14.815, 1.00305440e+00, 8.52733224e-04, 1.26137145e+02
14.825, 1.00305875e+00, 8.52732756e-04, 1.26146250e+02
14.835, 1.00306310e+00, 8.52732289e-04, 1.26155354e+02
14.845, 1.00306745e+00, 8.52731821e-04, 1.26164459e+02
14.855, 1.00307180e+00, 8.52731355e-04, 1.26173563e+02
14.865, 1.00307615e+00, 8.52730888e-04, 1.26182668e+02
14.875, 1.00308050e+00, 8.52730421e-04, 1.26191772e+02
14.885, 1.00308485e+00, 8.52729955e-04, 1.26200877e+02
14.895, 1.00308920e+00, 8.52729489e-04, 1.26209981e+02
14.905, 1.00309355e+00, 8.52729024e-04, 1.26219085e+02
14.915, 1.00309790e+00, 8.52728559e-04, 1.26228189e+02
14.925, 1.00310225e+00, 8.52728094e-04, 1.26237293e+02
14.935, 1.00310660e+00, 8.52727629e-04, 1.26246397e+02
14.945, 1.00311095e+00, 8.52727165e-04, 1.26255501e+02
14.955, 1.00311530e+00, 8.52726701e-04, 1.26264605e+02
14.965, 1.00311965e+00, 8.52726237e-04, 1.26273708e+02
14.975, 1.00312400e+00, 8.52725773e-04, 1.26282812e+02
14.985, 1.00312835e+00, 8.52725310e-04, 1.26291915e+02
14.995, 1.00313270e+00, 8.52724847e-04, 1.26301019e+02
15.005, 1.00313705e+00, 8.52724385e-04, 1.26310123e+02
15.015, 1.00314140e+00, 8.52723922e-04, 1.26319226e+02
15.025, 1.00314575e+00, 8.52723460e-04, 1.26328329e+02
15.035, 1.00315010e+00, 8.52722999e-04, 1.26337432e+02
15.045, 1.00315445e+00, 8.52722537e-04, 1.26346536e+02
15.055, 1.00315880e+00, 8.52722076e-04, 1.26355639e+02
15.065, 1.00316315e+00, 8.52721615e-04, 1.26364742e+02
15.075, 1.00316750e+00, 8.52721155e-04, 1.26373845e+02
15.085, 1.00317184e+00, 8.52720695e-04, 1.26382948e+02
15.095, 1.00317619e+00, 8.52720235e-04, 1.26392051e+02
15.105, 1.00318054e+00, 8.52719775e-04, 1.26401153e+02
15.115, 1.00318489e+00, 8.52719316e-04, 1.26410256e+02
15.125, 1.00318924e+00, 8.52718857e-04, 1.26419359e+02
15.135, 1.00319359e+00, 8.52718398e-04, 1.26428462e+02
15.145, 1.00319794e+00, 8.52717939e-04, 1.26437564e+02
15.155, 1.00320228e+00, 8.52717481e-04, 1.26446666e+02
15.165, 1.00320663e+00, 8.52717023e-04, 1.26455769e+02
15.175, 1.00321098e+00, 8.52716566e-04, 1.26464871e+02
15.185, 1.00321533e+00, 8.52716109e-04, 1.26473974e+02
15.195, 1.00321968e+00, 8.52715652e-04, 1.26483075e+02
15.205, 1.00322402e+00, 8.52715195e-04, 1.26492177e+02
15.215, 1.00322837e+00, 8.52714739e-04, 1.26501280e+02
15.225, 1.00323272e+00, 8.52714283e-04, 1.26510382e+02
15.235, 1.00323707e+00, 8.52713827e-04, 1.26519483e+02
15.245, 1.00324141e+00, 8.52713371e-04, 1.26528585e+02
15.255, 1.00324576e+00, 8.52712916e-04, 1.26537687e+02
15.265, 1.00325011e+00, 8.52712461e-04, 1.26546789e+02
15.275, 1.00325445e+00, 8.52712007e-04, 1.26555890e+02
15.285, 1.00325880e+00, 8.52711552e-04, 1.26564992e+02
15.295, 1.00326315e+00, 8.52711098e-04, 1.26574093e+02
15.305, 1.00326750e+00, 8.52710645e-04, 1.26583195e+02
15.315, 1.00327184e+00, 8.52710191e-04, 1.26592296e+02
15.325, 1.00327619e+00, 8.52709738e-04, 1.26601397e+02
15.335, 1.00328054e+00, 8.52709285e-04, 1.26610498e+02
15.345, 1.00328488e+00, 8.52708833e-04, 1.26619600e+02
15.355, 1.00328923e+00, 8.52708380e-04, 1.26628700e+02
15.365, 1.00329358e+00, 8.52707929e-04, 1.26637801e+02
15.375, 1.00329792e+00, 8.52707477e-04, 1.26646902e+02
15.385, 1.00330227e+00, 8.52707026e-04, 1.26656004e+02
15.395, 1.00330661e+00, 8.52706574e-04, 1.26665105e+02
15.405, 1.00331096e+00, 8.52706124e-04, 1.26674205e+02
15.415, 1.00331531e+00, 8.52705673e-04, 1.26683305e+02
15.425, 1.00331965e+00, 8.52705223e-04, 1.26692406e+02
15.435, 1.00332400e+00, 8.52704773e-04, 1.26701507e+02
15.445, 1.00332834e+00, 8.52704324e-04, 1.26710607e+02
15.455, 1.00333269e+00, 8.52703874e-04, 1.26719707e+02
15.465, 1.00333703e+00, 8.52703425e-04, 1.26728808e+02
15.475, 1.00334138e+00, 8.52702977e-04, 1.26737908e+02
15.485, 1.00334572e+00, 8.52702528e-04, 1.26747008e+02
15.495, 1.00335007e+00, 8.52702080e-04, 1.26756108e+02
15.505, 1.00335442e+00, 8.52701632e-04, 1.26765208e+02
15.515, 1.00335876e+00, 8.52701185e-04, 1.26774309e+02
15.525, 1.00336310e+00, 8.52700738e-04, 1.26783408e+02
15.535, 1.00336745e+00, 8.52700291e-04, 1.26792508e+02
15.545, 1.00337179e+00, 8.52699844e-04, 1.26801608e+02
15.555, 1.00337614e+00, 8.52699398e-04, 1.26810708e+02
15.565, 1.00338048e+00, 8.52698952e-04, 1.26819807e+02
15.575, 1.00338483e+00, 8.52698506e-04, 1.26828906e+02
15.585, 1.00338917e+00, 8.52698061e-04, 1.26838006e+02
15.595, 1.00339352e+00, 8.52697616e-04, 1.26847106e+02
15.605, 1.00339786e+00, 8.52697171e-04, 1.26856204e+02
15.615, 1.00340221e+00, 8.52696726e-04, 1.26865304e+02
15.625, 1.00340655e+00, 8.52696282e-04, 1.26874403e+02
15.635, 1.00341089e+00, 8.52695838e-04, 1.26883503e+02
15.645, 1.00341524e+00, 8.52695394e-04, 1.26892602e+02
15.655, 1.00341958e+00, 8.52694951e-04, 1.26901700e+02
15.665, 1.00342393e+00, 8.52694508e-04, 1.26910800e+02
15.675, 1.00342827e+00, 8.52694065e-04, 1.26919899e+02
15.685, 1.00343261e+00, 8.52693623e-04, 1.26928998e+02
15.695, 1.00343696e+00, 8.52693181e-04, 1.26938096e+02
15.705, 1.00344130e+00, 8.52692739e-04, 1.26947195e+02
15.715, 1.00344564e+00, 8.52692297e-04, 1.26956293e+02
15.725, 1.00344999e+00, 8.52691856e-04, 1.26965392e+02
15.735, 1.00345433e+00, 8.52691415e-04, 1.26974490e+02
15.745, 1.00345867e+00, 8.52690974e-04, 1.26983589e+02
15.755, 1.00346302e+00, 8.52690534e-04, 1.26992687e+02
15.765, 1.00346736e+00, 8.52690094e-04, 1.27001786e+02
15.775, 1.00347170e+00, 8.52689654e-04, 1.27010883e+02
15.785, 1.00347604e+00, 8.52689214e-04, 1.27019981e+02
15.795, 1.00348039e+00, 8.52688775e-04, 1.27029080e+02
15.805, 1.00348473e+00, 8.52688336e-04, 1.27038178e+02
15.815, 1.00348907e+00, 8.52687898e-04, 1.27047275e+02
15.825, 1.00349341e+00, 8.52687459e-04, 1.27056373e+02
15.835, 1.00349776e+00, 8.52687021e-04, 1.27065471e+02
15.845, 1.00350210e+00, 8.52686583e-04, 1.27074569e+02
15.855, 1.00350644e+00, 8.52686146e-04, 1.27083666e+02
15.865, 1.00351078e+00, 8.52685709e-04, 1.27092764e+02
15.875, 1.00351513e+00, 8.52685272e-04, 1.27101861e+02
15.885, 1.00351947e+00, 8.52684835e-04, 1.27110959e+02
15.895, 1.00352381e+00, 8.52684399e-04, 1.27120057e+02
15.905, 1.00352815e+00, 8.52683963e-04, 1.27129153e+02
15.915, 1.00353249e+00, 8.52683527e-04, 1.27138251e+02
15.925, 1.00353683e+00, 8.52683092e-04, 1.27147348e+02
15.935, 1.00354118e+00, 8.52682657e-04, 1.27156445e+02
15.945, 1.00354552e+00, 8.52682222e-04, 1.27165542e+02
15.955, 1.00354986e+00, 8.52681788e-04, 1.27174639e+02
15.965, 1.00355420e+00, 8.52681354e-04, 1.27183736e+02
15.975, 1.00355854e+00, 8.52680920e-04, 1.27192833e+02
15.985, 1.00356288e+00, 8.52680486e-04, 1.27201929e+02
15.995, 1.00356722e+00, 8.52680053e-04, 1.27211026e+02
16.005, 1.00357156e+00, 8.52679620e-04, 1.27220122e+02
16.015, 1.00357590e+00, 8.52679187e-04, 1.27229219e+02
16.025, 1.00358024e+00, 8.52678755e-04, 1.27238315e+02
16.035, 1.00358458e+00, 8.52678323e-04, 1.27247412e+02
16.045, 1.00358893e+00, 8.52677891e-04, 1.27256509e+02
16.055, 1.00359327e+00, 8.52677459e-04, 1.27265605e+02
16.065, 1.00359761e+00, 8.52677028e-04, 1.27274702e+02
16.075, 1.00360195e+00, 8.52676597e-04, 1.27283798e+02
16.085, 1.00360629e+00, 8.52676166e-04, 1.27292892e+02
16.095, 1.00361063e+00, 8.52675736e-04, 1.27301989e+02
16.105, 1.00361497e+00, 8.52675306e-04, 1.27311085e+02
16.115, 1.00361931e+00, 8.52674876e-04, 1.27320181e+02
16.125, 1.00362365e+00, 8.52674447e-04, 1.27329277e+02
16.135, 1.00362799e+00, 8.52674018e-04, 1.27338373e+02
16.145, 1.00363233e+00, 8.52673589e-04, 1.27347469e+02
16.155, 1.00363667e+00, 8.52673160e-04, 1.27356564e+02
16.165, 1.00364101e+00, 8.52672732e-04, 1.27365660e+02
16.175, 1.00364534e+00, 8.52672304e-04, 1.27374754e+02
16.185, 1.00364968e+00, 8.52671876e-04, 1.27383850e+02
16.195, 1.00365402e+00, 8.52671449e-04, 1.27392945e+02
16.205, 1.00365836e+00, 8.52671022e-04, 1.27402041e+02
16.215, 1.00366270e+00, 8.52670595e-04, 1.27411136e+02
16.225, 1.00366704e+00, 8.52670168e-04, 1.27420231e+02
16.235, 1.00367138e+00, 8.52669742e-04, 1.27429327e+02
16.245, 1.00367572e+00, 8.52669316e-04, 1.27438422e+02
16.255, 1.00368006e+00, 8.52668891e-04, 1.27447515e+02
16.265, 1.00368439e+00, 8.52668465e-04, 1.27456610e+02
16.275, 1.00368873e+00, 8.52668040e-04, 1.27465705e+02
16.285, 1.00369307e+00, 8.52667616e-04, 1.27474800e+02
16.295, 1.00369741e+00, 8.52667191e-04, 1.27483895e+02
16.305, 1.00370175e+00, 8.52666767e-04, 1.27492990e+02
16.315, 1.00370609e+00, 8.52666343e-04, 1.27502084e+02
16.325, 1.00371042e+00, 8.52665920e-04, 1.27511179e+02
16.335, 1.00371476e+00, 8.52665496e-04, 1.27520272e+02
16.345, 1.00371910e+00, 8.52665074e-04, 1.27529366e+02
16.355, 1.00372344e+00, 8.52664651e-04, 1.27538461e+02
16.365, 1.00372778e+00, 8.52664228e-04, 1.27547555e+02
16.375, 1.00373211e+00, 8.52663806e-04, 1.27556650e+02
16.385, 1.00373645e+00, 8.52663385e-04, 1.27565744e+02
16.395, 1.00374079e+00, 8.52662963e-04, 1.27574838e+02
16.405, 1.00374513e+00, 8.52662542e-04, 1.27583932e+02
16.415, 1.00374946e+00, 8.52662121e-04, 1.27593026e+02
16.425, 1.00375380e+00, 8.52661701e-04, 1.27602118e+02
16.435, 1.00375814e+00, 8.52661280e-04, 1.27611212e+02
16.445, 1.00376247e+00, 8.52660860e-04, 1.27620306e+02
16.455, 1.00376681e+00, 8.52660441e-04, 1.27629400e+02
16.465, 1.00377115e+00, 8.52660021e-04, 1.27638493e+02
16.475, 1.00377549e+00, 8.52659602e-04, 1.27647587e+02
16.485, 1.00377982e+00, 8.52659183e-04, 1.27656681e+02
16.495, 1.00378416e+00, 8.52658765e-04, 1.27665774e+02
16.505, 1.00378850e+00, 8.52658346e-04, 1.27674866e+02
16.515, 1.00379283e+00, 8.52657929e-04, 1.27683959e+02
16.525, 1.00379717e+00, 8.52657511e-04, 1.27693052e+02
16.535, 1.00380150e+00, 8.52657094e-04, 1.27702146e+02
16.545, 1.00380584e+00, 8.52656677e-04, 1.27711239e+02
16.555, 1.00381018e+00, 8.52656260e-04, 1.27720332e+02
16.565, 1.00381451e+00, 8.52655843e-04, 1.27729425e+02
16.575, 1.00381885e+00, 8.52655427e-04, 1.27738518e+02
16.585, 1.00382318e+00, 8.52655011e-04, 1.27747609e+02
16.595, 1.00382752e+00, 8.52654596e-04, 1.27756702e+02
16.605, 1.00383186e+00, 8.52654181e-04, 1.27765794e+02
16.615, 1.00383619e+00, 8.52653766e-04, 1.27774887e+02
16.625, 1.00384053e+00, 8.52653351e-04, 1.27783980e+02
16.635, 1.00384486e+00, 8.52652936e-04, 1.27793072e+02
16.645, 1.00384920e+00, 8.52652522e-04, 1.27802165e+02
16.655, 1.00385353e+00, 8.52652109e-04, 1.27811257e+02
16.665, 1.00385787e+00, 8.52651695e-04, 1.27820349e+02
16.675, 1.00386220e+00, 8.52651282e-04, 1.27829440e+02
16.685, 1.00386654e+00, 8.52650869e-04, 1.27838532e+02
